entType,URI,types,sentence,sentenceIndex,paragraphIndex,section,support,entity,offset,similarityScore,percentageOfSecondRank,wikiPageID
person,http://dbpedia.org/resource/Henry_Villard,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q82955,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Politician","He trained a number of leading organists including Arsène Bedois, Francis Chapelet, Michel Chapuis, Lynne Davis, Jacques Dussouil, André Isoir, Thierry Martin, Philippe Sauvage, Jean-Albert Villard, Odile Bailleux, etc.",1,6,== Biography ==,142.0,Villard,192.0,0.9652023248259884,0.0360047859766634,52929265
person,http://dbpedia.org/resource/Miles_Davis,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist","He trained a number of leading organists including Arsène Bedois, Francis Chapelet, Michel Chapuis, Lynne Davis, Jacques Dussouil, André Isoir, Thierry Martin, Philippe Sauvage, Jean-Albert Villard, Odile Bailleux, etc.",1,6,== Biography ==,4823.0,Davis,107.0,0.6474360365433178,0.3646610186832755,52929265
place,http://dbpedia.org/resource/France,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","Jeux d'enfants pour piano, Delatour France (2012).",0,9,== Published works ==,262297.0,France,36.0,0.9997225280047802,0.0002160035573421396,52929265
place,http://dbpedia.org/resource/France,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","Divertissement pour quatuor à cordes, Delatour France (2012).",0,10,== Published works ==,262297.0,France,48.0,0.8549498007110857,0.1428220688954854,52929265
place,http://dbpedia.org/resource/Lâ,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement","Édouard Souberbielle, un maître de l’orgue, Delatour France (2010).",1,13,== External links ==,2.0,lâ,37.0,0.6694670476883278,0.0,52929265
place,http://dbpedia.org/resource/France,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","Édouard Souberbielle, un maître de l’orgue, Delatour France (2010).",1,13,== External links ==,262297.0,France,57.0,0.8635555068972638,0.1251682190128442,52929265
place,http://dbpedia.org/resource/France,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","France Orgue A record of varied recordings, included with Galperine's book.",0,14,== External links ==,262297.0,France,0.0,0.9977405434846917,0.0021789535057101,52929265
place,http://dbpedia.org/resource/Lâ,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement","Édouard Souberbielle, grand pédagogue de l’orgue on Res Musica (6 June 2012)",0,15,== External links ==,2.0,lâ,43.0,0.6694670476882897,0.0,52929265
time,,,"Jacques Auguste Édouard Souberbielle (17 June 1899 – 29 January 1986) was a 20th-century French organist, Kapellmeister and music educator.",0,0,,,17 June 1899,,,,52929265
time,,,"Jacques Auguste Édouard Souberbielle (17 June 1899 – 29 January 1986) was a 20th-century French organist, Kapellmeister and music educator.",0,0,,,29 January 1986,,,,52929265
time,,,"In 1925, he obtained a first prize in harmony (under Jules Mouquet) and a first prize in organ (under Eugène Gigout) at the Conservatoire de Paris.",1,3,== Biography ==,,In 1925,,,,52929265
time,,,"Église Notre-Dame-de-la-Croix de Ménilmontant, then St-Ambroise (1929–43), and finally St-Pierre-de-Chaillot",1,4,== Biography ==,,1929–43,,,,52929265
time,,,"They had a son, Léon Souberbielle (1923–1991), organist, choirmaster, author of a book on Le Plein-Jeu de l’Orgue Français à l'époque classique (1660 – 1740), 1977 (reissued by Delatour).",1,5,== Biography ==,,1923–1991,,,,52929265
time,,,"They had a son, Léon Souberbielle (1923–1991), organist, choirmaster, author of a book on Le Plein-Jeu de l’Orgue Français à l'époque classique (1660 – 1740), 1977 (reissued by Delatour).",1,5,== Biography ==,,1660,,,,52929265
time,,,"They had a son, Léon Souberbielle (1923–1991), organist, choirmaster, author of a book on Le Plein-Jeu de l’Orgue Français à l'époque classique (1660 – 1740), 1977 (reissued by Delatour).",1,5,== Biography ==,,– 1740,,,,52929265
time,,,"They had a son, Léon Souberbielle (1923–1991), organist, choirmaster, author of a book on Le Plein-Jeu de l’Orgue Français à l'époque classique (1660 – 1740), 1977 (reissued by Delatour).",1,5,== Biography ==,,1977,,,,52929265
time,,,"From 1926, he taught the organ at the Schola Cantorum, then at the École César Franck from 1935, and at the l’Institut catholique de Paris (Gregorian Institute) from 1943.",0,6,== Biography ==,,From 1926,,,,52929265
time,,,"From 1926, he taught the organ at the Schola Cantorum, then at the École César Franck from 1935, and at the l’Institut catholique de Paris (Gregorian Institute) from 1943.",0,6,== Biography ==,,from 1935,,,,52929265
time,,,"From 1926, he taught the organ at the Schola Cantorum, then at the École César Franck from 1935, and at the l’Institut catholique de Paris (Gregorian Institute) from 1943.",0,6,== Biography ==,,from 1943,,,,52929265
time,,,"Jeux d'enfants pour piano, Delatour France (2012).",0,9,== Published works ==,,2012,,,,52929265
time,,,EAN 9790232107240,1,9,== Published works ==,,9790232107240,,,,52929265
time,,,"Divertissement pour quatuor à cordes, Delatour France (2012).",0,10,== Published works ==,,2012,,,,52929265
time,,,EAN 9790232107257,1,10,== Published works ==,,9790232107257,,,,52929265
time,,,"Musica et Memoria Note 5 by Denis Havard de la Montagne, at the bottom of the article on Jean Fellot by É. Souberbielle.",0,12,== External links ==,,Memoria Note 5,,,,52929265
time,,,"Édouard Souberbielle, un maître de l’orgue, Delatour France (2010).",1,13,== External links ==,,2010,,,,52929265
time,,,"Édouard Souberbielle, grand pédagogue de l’orgue on Res Musica (6 June 2012)",0,15,== External links ==,,6 June 2012,,,,52929265
