types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAleutianIslands,http://dbpedia.org/resource/Barabara,Barabara,20,79,1.0,0.0,0,6,== Career == | === Literary agent ===
http://dbpedia.org/class/yago/Publication106589574,http://dbpedia.org/resource/Electronic_publishing,e-publishing,434,28,0.999999999094996,0.0,0,10,== Career == | === Ravenous Romance ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Electronic_publishing,e-publishing,434,28,0.999999999094996,0.0,0,10,== Career == | === Ravenous Romance ===
http://dbpedia.org/class/yago/WikicatOnlineMagazines,http://dbpedia.org/resource/Electronic_publishing,e-publishing,434,28,0.999999999094996,0.0,0,10,== Career == | === Ravenous Romance ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Erotic_romance_novels,erotic romance,37,46,1.0,0.0,2,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Erotic_romance_novels,erotic romance,37,46,1.0,0.0,2,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/WikicatRomanceNovels,http://dbpedia.org/resource/Erotic_romance_novels,erotic romance,37,46,1.0,0.0,2,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Erotic_romance_novels,erotic romance,37,46,1.0,0.0,2,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Erotic_romance_novels,erotic romance,37,46,1.0,0.0,2,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/Fiction106367107,http://dbpedia.org/resource/Erotic_romance_novels,erotic romance,37,46,1.0,0.0,2,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/LiteraryComposition106364329,http://dbpedia.org/resource/Erotic_romance_novels,erotic romance,37,46,1.0,0.0,2,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/Novel106367879,http://dbpedia.org/resource/Erotic_romance_novels,erotic romance,37,46,1.0,0.0,2,12,== Career == | === Riverdale Avenue Books ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/WikicatAmericanPeople,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/WikicatHumanRightsActivists,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/WikicatLGBTRightsActivistsFromTheUnitedStates,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/WikicatLGBTWritersFromTheUnitedStates,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/WikicatCanadianWriters,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/WikicatClevelandStateUniversityAlumni,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/WikicatWomen,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/Woman110787470,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/WikicatLesbianWriters,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/WikicatQueerTheorists,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/Adult109605289,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/Alumnus109786338,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/Disputant109615465,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/Female109619168,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/Intellectual109621545,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/Militant110315837,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/Reformer110515194,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/Scholar110557854,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/Theorist110706812,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/WikicatTheNewSchoolAlumni,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/class/yago/WikicatTransgenderRightsActivists,http://dbpedia.org/resource/Riki_Wilchins,Riki Wilchins,18,41,1.0,0.0,6,12,== Career == | === Riverdale Avenue Books ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/LGBT_literature,LGBTQ,104,180,0.9467340300049244,0.0562579412615182,1,16,== Career == | === Author ===
