types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Getreidegasse,Getreidegasse,29,129,1.0,0.0,0,5,== Life and career == | ==== Family and childhood ====
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Princes_of_the_Holy_Roman_Empire,principality,604,75,0.7861842990423805,0.271961141167395,1,5,== Life and career == | ==== Family and childhood ====
http://dbpedia.org/class/yago/Leader109623038,http://dbpedia.org/resource/Princes_of_the_Holy_Roman_Empire,principality,604,75,0.7861842990423805,0.271961141167395,1,5,== Life and career == | ==== Family and childhood ====
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Princes_of_the_Holy_Roman_Empire,principality,604,75,0.7861842990423805,0.271961141167395,1,5,== Life and career == | ==== Family and childhood ====
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Princes_of_the_Holy_Roman_Empire,principality,604,75,0.7861842990423805,0.271961141167395,1,5,== Life and career == | ==== Family and childhood ====
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Princes_of_the_Holy_Roman_Empire,principality,604,75,0.7861842990423805,0.271961141167395,1,5,== Life and career == | ==== Family and childhood ====
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Princes_of_the_Holy_Roman_Empire,principality,604,75,0.7861842990423805,0.271961141167395,1,5,== Life and career == | ==== Family and childhood ====
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Princes_of_the_Holy_Roman_Empire,principality,604,75,0.7861842990423805,0.271961141167395,1,5,== Life and career == | ==== Family and childhood ====
http://dbpedia.org/class/yago/Prince110472799,http://dbpedia.org/resource/Princes_of_the_Holy_Roman_Empire,principality,604,75,0.7861842990423805,0.271961141167395,1,5,== Life and career == | ==== Family and childhood ====
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Princes_of_the_Holy_Roman_Empire,principality,604,75,0.7861842990423805,0.271961141167395,1,5,== Life and career == | ==== Family and childhood ====
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Nannerl_Notenbuch,Nannerl Notenbuch,16,51,1.0,0.0,0,8,== Life and career == | ==== Family and childhood ====
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Nannerl_Notenbuch,Nannerl Notenbuch,16,51,1.0,0.0,0,8,== Life and career == | ==== Family and childhood ====
http://dbpedia.org/class/yago/WikicatEarlyKeyboardWorksByWolfgangAmadeusMozart,http://dbpedia.org/resource/Nannerl_Notenbuch,Nannerl Notenbuch,16,51,1.0,0.0,0,8,== Life and career == | ==== Family and childhood ====
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Nannerl_Notenbuch,Nannerl Notenbuch,16,51,1.0,0.0,0,8,== Life and career == | ==== Family and childhood ====
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Nannerl_Notenbuch,Nannerl Notenbuch,16,51,1.0,0.0,0,8,== Life and career == | ==== Family and childhood ====
http://dbpedia.org/class/yago/EndProduct103287178,http://dbpedia.org/resource/Nannerl_Notenbuch,Nannerl Notenbuch,16,51,1.0,0.0,0,8,== Life and career == | ==== Family and childhood ====
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Nannerl_Notenbuch,Nannerl Notenbuch,16,51,1.0,0.0,0,8,== Life and career == | ==== Family and childhood ====
http://dbpedia.org/class/yago/Oeuvre103841417,http://dbpedia.org/resource/Nannerl_Notenbuch,Nannerl Notenbuch,16,51,1.0,0.0,0,8,== Life and career == | ==== Family and childhood ====
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Nannerl_Notenbuch,Nannerl Notenbuch,16,51,1.0,0.0,0,8,== Life and career == | ==== Family and childhood ====
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Nannerl_Notenbuch,Nannerl Notenbuch,16,51,1.0,0.0,0,8,== Life and career == | ==== Family and childhood ====
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Nannerl_Notenbuch,Nannerl Notenbuch,16,51,1.0,0.0,0,8,== Life and career == | ==== Family and childhood ====
http://dbpedia.org/class/yago/Wikicat1760sWorks,http://dbpedia.org/resource/Nannerl_Notenbuch,Nannerl Notenbuch,16,51,1.0,0.0,0,8,== Life and career == | ==== Family and childhood ====
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Prince-elector,Prince-elector,1637,55,1.0,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/WikicatPrinces,http://dbpedia.org/resource/Prince-elector,Prince-elector,1637,55,1.0,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/WikicatPrincesOfTheHolyRomanEmpire,http://dbpedia.org/resource/Prince-elector,Prince-elector,1637,55,1.0,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Prince-elector,Prince-elector,1637,55,1.0,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Prince-elector,Prince-elector,1637,55,1.0,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/Aristocrat109807754,http://dbpedia.org/resource/Prince-elector,Prince-elector,1637,55,1.0,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Prince-elector,Prince-elector,1637,55,1.0,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/Citizen109923673,http://dbpedia.org/resource/Prince-elector,Prince-elector,1637,55,1.0,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/Leader109623038,http://dbpedia.org/resource/Prince-elector,Prince-elector,1637,55,1.0,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Prince-elector,Prince-elector,1637,55,1.0,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/National109625401,http://dbpedia.org/resource/Prince-elector,Prince-elector,1637,55,1.0,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Prince-elector,Prince-elector,1637,55,1.0,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Prince-elector,Prince-elector,1637,55,1.0,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Prince-elector,Prince-elector,1637,55,1.0,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Prince-elector,Prince-elector,1637,55,1.0,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/Prince110472799,http://dbpedia.org/resource/Prince-elector,Prince-elector,1637,55,1.0,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/Voter110760340,http://dbpedia.org/resource/Prince-elector,Prince-elector,1637,55,1.0,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Prince-elector,Prince-elector,1637,55,1.0,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/WikicatElectorsOfTheHolyRomanEmpire,http://dbpedia.org/resource/Prince-elector,Prince-elector,1637,55,1.0,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Imperial_Courts,Imperial Courts,26,118,0.9999999992693916,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Imperial_Courts,Imperial Courts,26,118,0.9999999992693916,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Imperial_Courts,Imperial Courts,26,118,0.9999999992693916,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Imperial_Courts,Imperial Courts,26,118,0.9999999992693916,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/WikicatResidentialBuildingsCompletedIn1944,http://dbpedia.org/resource/Imperial_Courts,Imperial Courts,26,118,0.9999999992693916,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Imperial_Courts,Imperial Courts,26,118,0.9999999992693916,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/Building102913152,http://dbpedia.org/resource/Imperial_Courts,Imperial Courts,26,118,0.9999999992693916,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Imperial_Courts,Imperial Courts,26,118,0.9999999992693916,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Imperial_Courts,Imperial Courts,26,118,0.9999999992693916,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/Structure104341686,http://dbpedia.org/resource/Imperial_Courts,Imperial Courts,26,118,0.9999999992693916,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Imperial_Courts,Imperial Courts,26,118,0.9999999992693916,0.0,1,10,== Life and career == | ==== 1762–73: Travel ====
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Joseph_Lange,Joseph Lange,24,92,1.0,0.0,0,28,== Life and career == | ==== Marriage and children ====
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Joseph_Lange,Joseph Lange,24,92,1.0,0.0,0,28,== Life and career == | ==== Marriage and children ====
http://dbpedia.org/class/yago/WikicatAustrianPainters,http://dbpedia.org/resource/Joseph_Lange,Joseph Lange,24,92,1.0,0.0,0,28,== Life and career == | ==== Marriage and children ====
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Joseph_Lange,Joseph Lange,24,92,1.0,0.0,0,28,== Life and career == | ==== Marriage and children ====
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Joseph_Lange,Joseph Lange,24,92,1.0,0.0,0,28,== Life and career == | ==== Marriage and children ====
http://dbpedia.org/class/yago/Actor109765278,http://dbpedia.org/resource/Joseph_Lange,Joseph Lange,24,92,1.0,0.0,0,28,== Life and career == | ==== Marriage and children ====
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Joseph_Lange,Joseph Lange,24,92,1.0,0.0,0,28,== Life and career == | ==== Marriage and children ====
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Joseph_Lange,Joseph Lange,24,92,1.0,0.0,0,28,== Life and career == | ==== Marriage and children ====
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Joseph_Lange,Joseph Lange,24,92,1.0,0.0,0,28,== Life and career == | ==== Marriage and children ====
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Joseph_Lange,Joseph Lange,24,92,1.0,0.0,0,28,== Life and career == | ==== Marriage and children ====
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Joseph_Lange,Joseph Lange,24,92,1.0,0.0,0,28,== Life and career == | ==== Marriage and children ====
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Joseph_Lange,Joseph Lange,24,92,1.0,0.0,0,28,== Life and career == | ==== Marriage and children ====
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Joseph_Lange,Joseph Lange,24,92,1.0,0.0,0,28,== Life and career == | ==== Marriage and children ====
http://dbpedia.org/class/yago/Painter110391653,http://dbpedia.org/resource/Joseph_Lange,Joseph Lange,24,92,1.0,0.0,0,28,== Life and career == | ==== Marriage and children ====
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Joseph_Lange,Joseph Lange,24,92,1.0,0.0,0,28,== Life and career == | ==== Marriage and children ====
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Joseph_Lange,Joseph Lange,24,92,1.0,0.0,0,28,== Life and career == | ==== Marriage and children ====
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Joseph_Lange,Joseph Lange,24,92,1.0,0.0,0,28,== Life and career == | ==== Marriage and children ====
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Joseph_Lange,Joseph Lange,24,92,1.0,0.0,0,28,== Life and career == | ==== Marriage and children ====
http://dbpedia.org/class/yago/Wikicat18th-centuryAustrianPainters,http://dbpedia.org/resource/Joseph_Lange,Joseph Lange,24,92,1.0,0.0,0,28,== Life and career == | ==== Marriage and children ====
http://dbpedia.org/class/yago/Wikicat19th-centuryAustrianPainters,http://dbpedia.org/resource/Joseph_Lange,Joseph Lange,24,92,1.0,0.0,0,28,== Life and career == | ==== Marriage and children ====
http://dbpedia.org/class/yago/WikicatGermanPainters,http://dbpedia.org/resource/Joseph_Lange,Joseph Lange,24,92,1.0,0.0,0,28,== Life and career == | ==== Marriage and children ====
http://dbpedia.org/class/yago/WikicatPeopleFromBavaria,http://dbpedia.org/resource/Joseph_Lange,Joseph Lange,24,92,1.0,0.0,0,28,== Life and career == | ==== Marriage and children ====
http://dbpedia.org/class/yago/WikicatStageActors,http://dbpedia.org/resource/Joseph_Lange,Joseph Lange,24,92,1.0,0.0,0,28,== Life and career == | ==== Marriage and children ====
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/WikicatAmbassadorsOfAustria,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/WikicatAmbassadorsOfAustriaToBelgium,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/WikicatAmbassadorsOfAustriaToFrance,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/WikicatAmbassadorsOfAustriaToPoland,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/WikicatAmbassadorsToPrussia,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/WikicatAustrianBibliographers,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/WikicatAustrianComposers,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/WikicatAustrianDiplomats,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/WikicatAustrianLibrarians,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/WikicatAustrianPeopleOfDutchDescent,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/WikicatAustrianPoliticians,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/WikicatBarons,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/WikicatPeopleFromLeiden,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/WikicatPeopleOfTheAncienRégime,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/WikicatDiplomats,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/WikicatDutchLibrarians,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/WikicatDutchMusicians,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/WikicatDutchPeople,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/WikicatDutchPoliticians,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/WikicatWolfgangAmadeusMozart'sEmployersAndPatrons,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/Worker109632518,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/WikicatLibrarians,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/Adult109605289,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/Ambassador109787534,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/Aristocrat109807754,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/Baron109840520,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/Bibliographer109852558,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/Composer109947232,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/Diplomat110013927,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/Employer110054657,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/Intellectual109621545,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/Leader109623038,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/Librarian110257948,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/MaleAristocrat110285135,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/Noble110271677,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/Official110372373,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Gottfried_van_Swieten,Gottfried van Swieten,84,152,1.0,0.0,0,37,== Life and career == | === 1782–87 ===
