types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Makoto_Shinohara,Shinohara,19,37,0.9999999999999148,0.0,0,53,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/WikicatCattleBreeds,http://dbpedia.org/resource/Spanish_Fighting_Bull,Miura,91,69,0.6884807108371525,0.3350950894541235,0,56,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/WikicatCattleBreedsOriginatingInSpain,http://dbpedia.org/resource/Spanish_Fighting_Bull,Miura,91,69,0.6884807108371525,0.3350950894541235,0,56,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Spanish_Fighting_Bull,Miura,91,69,0.6884807108371525,0.3350950894541235,0,56,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Spanish_Fighting_Bull,Miura,91,69,0.6884807108371525,0.3350950894541235,0,56,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Spanish_Fighting_Bull,Miura,91,69,0.6884807108371525,0.3350950894541235,0,56,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Spanish_Fighting_Bull,Miura,91,69,0.6884807108371525,0.3350950894541235,0,56,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/AnimalGroup107993929,http://dbpedia.org/resource/Spanish_Fighting_Bull,Miura,91,69,0.6884807108371525,0.3350950894541235,0,56,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/BiologicalGroup107941170,http://dbpedia.org/resource/Spanish_Fighting_Bull,Miura,91,69,0.6884807108371525,0.3350950894541235,0,56,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/BloodSport100451866,http://dbpedia.org/resource/Spanish_Fighting_Bull,Miura,91,69,0.6884807108371525,0.3350950894541235,0,56,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Breed108101410,http://dbpedia.org/resource/Spanish_Fighting_Bull,Miura,91,69,0.6884807108371525,0.3350950894541235,0,56,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Diversion100426928,http://dbpedia.org/resource/Spanish_Fighting_Bull,Miura,91,69,0.6884807108371525,0.3350950894541235,0,56,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Spanish_Fighting_Bull,Miura,91,69,0.6884807108371525,0.3350950894541235,0,56,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Spanish_Fighting_Bull,Miura,91,69,0.6884807108371525,0.3350950894541235,0,56,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Spanish_Fighting_Bull,Miura,91,69,0.6884807108371525,0.3350950894541235,0,56,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Sport100523513,http://dbpedia.org/resource/Spanish_Fighting_Bull,Miura,91,69,0.6884807108371525,0.3350950894541235,0,56,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/TaxonomicGroup107992450,http://dbpedia.org/resource/Spanish_Fighting_Bull,Miura,91,69,0.6884807108371525,0.3350950894541235,0,56,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Variety108101085,http://dbpedia.org/resource/Spanish_Fighting_Bull,Miura,91,69,0.6884807108371525,0.3350950894541235,0,56,== Filmography == | === Television animation ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/BMW_2_Series,2 series,49,24,0.9999999967394616,0.0,0,96,== Filmography == | === Video games ===
http://dbpedia.org/ontology/Automobile,http://dbpedia.org/resource/BMW_2_Series,2 series,49,24,0.9999999967394616,0.0,0,96,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatCompactExecutiveCars,http://dbpedia.org/resource/BMW_2_Series,2 series,49,24,0.9999999967394616,0.0,0,96,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatCoupes,http://dbpedia.org/resource/BMW_2_Series,2 series,49,24,0.9999999967394616,0.0,0,96,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatVehiclesIntroducedIn2013,http://dbpedia.org/resource/BMW_2_Series,2 series,49,24,0.9999999967394616,0.0,0,96,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatRear-wheel-driveVehicles,http://dbpedia.org/resource/BMW_2_Series,2 series,49,24,0.9999999967394616,0.0,0,96,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/BMW_2_Series,2 series,49,24,0.9999999967394616,0.0,0,96,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/BeachWagon102814533,http://dbpedia.org/resource/BMW_2_Series,2 series,49,24,0.9999999967394616,0.0,0,96,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Car102958343,http://dbpedia.org/resource/BMW_2_Series,2 series,49,24,0.9999999967394616,0.0,0,96,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Container103094503,http://dbpedia.org/resource/BMW_2_Series,2 series,49,24,0.9999999967394616,0.0,0,96,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Conveyance103100490,http://dbpedia.org/resource/BMW_2_Series,2 series,49,24,0.9999999967394616,0.0,0,96,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Coupe103119396,http://dbpedia.org/resource/BMW_2_Series,2 series,49,24,0.9999999967394616,0.0,0,96,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/BMW_2_Series,2 series,49,24,0.9999999967394616,0.0,0,96,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/MotorVehicle103791235,http://dbpedia.org/resource/BMW_2_Series,2 series,49,24,0.9999999967394616,0.0,0,96,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/BMW_2_Series,2 series,49,24,0.9999999967394616,0.0,0,96,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/BMW_2_Series,2 series,49,24,0.9999999967394616,0.0,0,96,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Self-propelledVehicle104170037,http://dbpedia.org/resource/BMW_2_Series,2 series,49,24,0.9999999967394616,0.0,0,96,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Vehicle104524313,http://dbpedia.org/resource/BMW_2_Series,2 series,49,24,0.9999999967394616,0.0,0,96,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WheeledVehicle104576211,http://dbpedia.org/resource/BMW_2_Series,2 series,49,24,0.9999999967394616,0.0,0,96,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/BMW_2_Series,2 series,49,24,0.9999999967394616,0.0,0,96,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatStationWagons,http://dbpedia.org/resource/BMW_2_Series,2 series,49,24,0.9999999967394616,0.0,0,96,== Filmography == | === Video games ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Kagurazaka,Kagurazaka,28,6,0.9999999713605096,0.0,1,128,== Filmography == | === Video games ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Kagurazaka,Kagurazaka,28,6,0.9999999713605096,0.0,1,128,== Filmography == | === Video games ===
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/resource/Kagurazaka,Kagurazaka,28,6,0.9999999713605096,0.0,1,128,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Kagurazaka,Kagurazaka,28,6,0.9999999713605096,0.0,1,128,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Kagurazaka,Kagurazaka,28,6,0.9999999713605096,0.0,1,128,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Kagurazaka,Kagurazaka,28,6,0.9999999713605096,0.0,1,128,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Area108497294,http://dbpedia.org/resource/Kagurazaka,Kagurazaka,28,6,0.9999999713605096,0.0,1,128,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Kagurazaka,Kagurazaka,28,6,0.9999999713605096,0.0,1,128,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Kagurazaka,Kagurazaka,28,6,0.9999999713605096,0.0,1,128,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Kagurazaka,Kagurazaka,28,6,0.9999999713605096,0.0,1,128,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Kagurazaka,Kagurazaka,28,6,0.9999999713605096,0.0,1,128,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Section108648322,http://dbpedia.org/resource/Kagurazaka,Kagurazaka,28,6,0.9999999713605096,0.0,1,128,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Vicinity108641113,http://dbpedia.org/resource/Kagurazaka,Kagurazaka,28,6,0.9999999713605096,0.0,1,128,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatNeighborhoodsOfTokyo,http://dbpedia.org/resource/Kagurazaka,Kagurazaka,28,6,0.9999999713605096,0.0,1,128,== Filmography == | === Video games ===
