types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatCivilConflictsInEngland,http://dbpedia.org/resource/Captain_Swing,Captain Swing,54,33,0.999999075847854,9.240939318063734e-07,3,6,== Career == | === Mercury trilogy ===
http://dbpedia.org/class/yago/Formulation107069948,http://dbpedia.org/resource/Mexican_standoff,Mexican Standoff,109,87,0.999999999999318,0.0,1,11,== Career == | === Post-Mercury years ===
http://dbpedia.org/class/yago/Know-how105616786,http://dbpedia.org/resource/Mexican_standoff,Mexican Standoff,109,87,0.999999999999318,0.0,1,11,== Career == | === Post-Mercury years ===
http://dbpedia.org/class/yago/Method105660268,http://dbpedia.org/resource/Mexican_standoff,Mexican Standoff,109,87,0.999999999999318,0.0,1,11,== Career == | === Post-Mercury years ===
http://dbpedia.org/class/yago/Parlance107081177,http://dbpedia.org/resource/Mexican_standoff,Mexican Standoff,109,87,0.999999999999318,0.0,1,11,== Career == | === Post-Mercury years ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Mexican_standoff,Mexican Standoff,109,87,0.999999999999318,0.0,1,11,== Career == | === Post-Mercury years ===
http://dbpedia.org/class/yago/Technique105665146,http://dbpedia.org/resource/Mexican_standoff,Mexican Standoff,109,87,0.999999999999318,0.0,1,11,== Career == | === Post-Mercury years ===
http://dbpedia.org/class/yago/WikicatEnglishIdioms,http://dbpedia.org/resource/Mexican_standoff,Mexican Standoff,109,87,0.999999999999318,0.0,1,11,== Career == | === Post-Mercury years ===
http://dbpedia.org/class/yago/WikicatFilmTechniques,http://dbpedia.org/resource/Mexican_standoff,Mexican Standoff,109,87,0.999999999999318,0.0,1,11,== Career == | === Post-Mercury years ===
http://dbpedia.org/class/yago/WikicatBroadcastingStandards,http://dbpedia.org/resource/Broadcast_television_systems,broadcast television,283,68,0.8965963503286426,0.095821769014389,0,15,== Personal life == | === Sexuality ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Broadcast_television_systems,broadcast television,283,68,0.8965963503286426,0.095821769014389,0,15,== Personal life == | === Sexuality ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Broadcast_television_systems,broadcast television,283,68,0.8965963503286426,0.095821769014389,0,15,== Personal life == | === Sexuality ===
http://dbpedia.org/class/yago/Standard107260623,http://dbpedia.org/resource/Broadcast_television_systems,broadcast television,283,68,0.8965963503286426,0.095821769014389,0,15,== Personal life == | === Sexuality ===
http://dbpedia.org/class/yago/SystemOfMeasurement113577171,http://dbpedia.org/resource/Broadcast_television_systems,broadcast television,283,68,0.8965963503286426,0.095821769014389,0,15,== Personal life == | === Sexuality ===
http://dbpedia.org/class/yago/WikicatTelevisionTransmissionStandards,http://dbpedia.org/resource/Broadcast_television_systems,broadcast television,283,68,0.8965963503286426,0.095821769014389,0,15,== Personal life == | === Sexuality ===
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/resource/Wild_Goose_Festival,Wild Goose Festival,9,24,1.0,0.0,0,17,== Personal life == | === Religion and views on homosexuality ===
http://dbpedia.org/class/yago/WikicatChristianMusicFestivals,http://dbpedia.org/resource/Wild_Goose_Festival,Wild Goose Festival,9,24,1.0,0.0,0,17,== Personal life == | === Religion and views on homosexuality ===
http://dbpedia.org/class/yago/WikicatMusicFestivalsInTheUnitedStates,http://dbpedia.org/resource/Wild_Goose_Festival,Wild Goose Festival,9,24,1.0,0.0,0,17,== Personal life == | === Religion and views on homosexuality ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Wild_Goose_Festival,Wild Goose Festival,9,24,1.0,0.0,0,17,== Personal life == | === Religion and views on homosexuality ===
http://dbpedia.org/class/yago/Festival115162388,http://dbpedia.org/resource/Wild_Goose_Festival,Wild Goose Festival,9,24,1.0,0.0,0,17,== Personal life == | === Religion and views on homosexuality ===
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Wild_Goose_Festival,Wild Goose Festival,9,24,1.0,0.0,0,17,== Personal life == | === Religion and views on homosexuality ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Wild_Goose_Festival,Wild Goose Festival,9,24,1.0,0.0,0,17,== Personal life == | === Religion and views on homosexuality ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Wild_Goose_Festival,Wild Goose Festival,9,24,1.0,0.0,0,17,== Personal life == | === Religion and views on homosexuality ===
http://dbpedia.org/class/yago/WikicatFestivalsInNorthCarolina,http://dbpedia.org/resource/Wild_Goose_Festival,Wild Goose Festival,9,24,1.0,0.0,0,17,== Personal life == | === Religion and views on homosexuality ===
