types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAircraftWeightMeasurements,http://dbpedia.org/resource/Operating_empty_weight,BOW,28,5,0.9989589245399086,0.0,0,56,== Discography == | === Singles ===
http://umbel.org/umbel/rc/SportsEvent,http://dbpedia.org/resource/Destination_X,Destination X,146,5,0.9985703486112002,0.0002916916685947937,0,79,== Discography == | === Remixes ===
http://umbel.org/umbel/rc/WrestlingSportsEvent,http://dbpedia.org/resource/Destination_X,Destination X,146,5,0.9985703486112002,0.0002916916685947937,0,79,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Destination_X,Destination X,146,5,0.9985703486112002,0.0002916916685947937,0,79,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Destination_X,Destination X,146,5,0.9985703486112002,0.0002916916685947937,0,79,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Destination_X,Destination X,146,5,0.9985703486112002,0.0002916916685947937,0,79,== Discography == | === Remixes ===
http://dbpedia.org/ontology/Island,http://dbpedia.org/resource/Laputa,Laputa,154,14,0.9992926365497146,0.0007074450931943969,0,105,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/WikicatGulliver'sTravelsLocations,http://dbpedia.org/resource/Laputa,Laputa,154,14,0.9992926365497146,0.0007074450931943969,0,105,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Laputa,Laputa,154,14,0.9992926365497146,0.0007074450931943969,0,105,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Laputa,Laputa,154,14,0.9992926365497146,0.0007074450931943969,0,105,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Laputa,Laputa,154,14,0.9992926365497146,0.0007074450931943969,0,105,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/Laputa,Laputa,154,14,0.9992926365497146,0.0007074450931943969,0,105,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/Island109316454,http://dbpedia.org/resource/Laputa,Laputa,154,14,0.9992926365497146,0.0007074450931943969,0,105,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/Land109334396,http://dbpedia.org/resource/Laputa,Laputa,154,14,0.9992926365497146,0.0007074450931943969,0,105,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Laputa,Laputa,154,14,0.9992926365497146,0.0007074450931943969,0,105,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Laputa,Laputa,154,14,0.9992926365497146,0.0007074450931943969,0,105,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Laputa,Laputa,154,14,0.9992926365497146,0.0007074450931943969,0,105,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Laputa,Laputa,154,14,0.9992926365497146,0.0007074450931943969,0,105,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/Site108651247,http://dbpedia.org/resource/Laputa,Laputa,154,14,0.9992926365497146,0.0007074450931943969,0,105,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/Tract108673395,http://dbpedia.org/resource/Laputa,Laputa,154,14,0.9992926365497146,0.0007074450931943969,0,105,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/WikicatFictionalIslands,http://dbpedia.org/resource/Laputa,Laputa,154,14,0.9992926365497146,0.0007074450931943969,0,105,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/WikicatFictionalPopulatedPlaces,http://dbpedia.org/resource/Laputa,Laputa,154,14,0.9992926365497146,0.0007074450931943969,0,105,== Discography == | === Remixes ===
