types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Plastic_explosive,Plastique,215,10,0.9956596394729889,0.00434074100006,0,10,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Noir_et_Blanc,Noir Et Blanc,7,3,0.9999999999996448,0.0,0,27,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Noir_et_Blanc,Noir Et Blanc,7,3,0.9999999999996448,0.0,0,27,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Noir_et_Blanc,Noir Et Blanc,7,3,0.9999999999996448,0.0,0,27,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/Movie106613686,http://dbpedia.org/resource/Noir_et_Blanc,Noir Et Blanc,7,3,0.9999999999996448,0.0,0,27,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Noir_et_Blanc,Noir Et Blanc,7,3,0.9999999999996448,0.0,0,27,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Noir_et_Blanc,Noir Et Blanc,7,3,0.9999999999996448,0.0,0,27,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Noir_et_Blanc,Noir Et Blanc,7,3,0.9999999999996448,0.0,0,27,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Noir_et_Blanc,Noir Et Blanc,7,3,0.9999999999996448,0.0,0,27,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/Show106619065,http://dbpedia.org/resource/Noir_et_Blanc,Noir Et Blanc,7,3,0.9999999999996448,0.0,0,27,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Noir_et_Blanc,Noir Et Blanc,7,3,0.9999999999996448,0.0,0,27,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Noir_et_Blanc,Noir Et Blanc,7,3,0.9999999999996448,0.0,0,27,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/Wikicat1986Films,http://dbpedia.org/resource/Noir_et_Blanc,Noir Et Blanc,7,3,0.9999999999996448,0.0,0,27,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/WikicatFilmsDirectedByClaireDevers,http://dbpedia.org/resource/Noir_et_Blanc,Noir Et Blanc,7,3,0.9999999999996448,0.0,0,27,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/WikicatFrench-languageFilms,http://dbpedia.org/resource/Noir_et_Blanc,Noir Et Blanc,7,3,0.9999999999996448,0.0,0,27,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/WikicatFrenchFilms,http://dbpedia.org/resource/Noir_et_Blanc,Noir Et Blanc,7,3,0.9999999999996448,0.0,0,27,== Discography == | === Live albums ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Rideau_Curling_Club,Rideau,69,0,0.6339443018397642,0.2113236120525334,0,39,== Discography == | === Singles ===
http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/resource/Rideau_Curling_Club,Rideau,69,0,0.6339443018397642,0.2113236120525334,0,39,== Discography == | === Singles ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Rideau_Curling_Club,Rideau,69,0,0.6339443018397642,0.2113236120525334,0,39,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatCurlingClubsInCanada,http://dbpedia.org/resource/Rideau_Curling_Club,Rideau,69,0,0.6339443018397642,0.2113236120525334,0,39,== Discography == | === Singles ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Rideau_Curling_Club,Rideau,69,0,0.6339443018397642,0.2113236120525334,0,39,== Discography == | === Singles ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Rideau_Curling_Club,Rideau,69,0,0.6339443018397642,0.2113236120525334,0,39,== Discography == | === Singles ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Rideau_Curling_Club,Rideau,69,0,0.6339443018397642,0.2113236120525334,0,39,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Rideau_Curling_Club,Rideau,69,0,0.6339443018397642,0.2113236120525334,0,39,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Association108049401,http://dbpedia.org/resource/Rideau_Curling_Club,Rideau,69,0,0.6339443018397642,0.2113236120525334,0,39,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Club108227214,http://dbpedia.org/resource/Rideau_Curling_Club,Rideau,69,0,0.6339443018397642,0.2113236120525334,0,39,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Rideau_Curling_Club,Rideau,69,0,0.6339443018397642,0.2113236120525334,0,39,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Rideau_Curling_Club,Rideau,69,0,0.6339443018397642,0.2113236120525334,0,39,== Discography == | === Singles ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Rideau_Curling_Club,Rideau,69,0,0.6339443018397642,0.2113236120525334,0,39,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatSportsClubsEstablishedIn1888,http://dbpedia.org/resource/Rideau_Curling_Club,Rideau,69,0,0.6339443018397642,0.2113236120525334,0,39,== Discography == | === Singles ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Piste,piste,215,3,0.9999999999951824,3.1796414675748427e-12,0,51,== Discography == | === Singles ===
http://dbpedia.org/ontology/HorseRace,http://dbpedia.org/resource/Piste,piste,215,3,0.9999999999951824,3.1796414675748427e-12,0,51,== Discography == | === Singles ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Sandale_transmitting_station,Sandale,10,14,0.9999793471267364,0.0,0,52,== Discography == | === Singles ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Sandale_transmitting_station,Sandale,10,14,0.9999793471267364,0.0,0,52,== Discography == | === Singles ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Sandale_transmitting_station,Sandale,10,14,0.9999793471267364,0.0,0,52,== Discography == | === Singles ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Sandale_transmitting_station,Sandale,10,14,0.9999793471267364,0.0,0,52,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Sandale_transmitting_station,Sandale,10,14,0.9999793471267364,0.0,0,52,== Discography == | === Singles ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Sandale_transmitting_station,Sandale,10,14,0.9999793471267364,0.0,0,52,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Sandale_transmitting_station,Sandale,10,14,0.9999793471267364,0.0,0,52,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Sandale_transmitting_station,Sandale,10,14,0.9999793471267364,0.0,0,52,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Sandale_transmitting_station,Sandale,10,14,0.9999793471267364,0.0,0,52,== Discography == | === Singles ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Sandale_transmitting_station,Sandale,10,14,0.9999793471267364,0.0,0,52,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Sender110578762,http://dbpedia.org/resource/Sandale_transmitting_station,Sandale,10,14,0.9999793471267364,0.0,0,52,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Sandale_transmitting_station,Sandale,10,14,0.9999793471267364,0.0,0,52,== Discography == | === Singles ===
