types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/WikicatGermanArchaeologists,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/WikicatGermanBiographers,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/WikicatGermanClassicalScholars,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/WikicatGermanPhilologists,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/ontology/Scientist,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/WikicatClassicalArchaeologists,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/WikicatMusicologists,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/WikicatPeopleFromKiel,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/WikicatPeopleFromTheDuchyOfHolstein,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/WikicatPeopleOfTheRevolutionsOf1848,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/Scholar110557854,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/Scientist110560637,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/SocialScientist110619642,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/Philologist110423225,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/WikicatEthnicGermanPeople,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/WikicatBachMusicians,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Otto_Jahn,Jahn,77,13,0.420199078071078,0.8029886569095624,1,27,== List of works == | === Books (selection) ===
