types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Mammal,http://dbpedia.org/resource/Mogera,Mogera,51,21,0.9999999896419354,0.0,0,11,== Discography == | === As guest ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Jay_Azzolina,Jay Azzolina,13,18,0.9999960755344246,0.0,0,21,== Discography == | === As guest ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Jay_Azzolina,Jay Azzolina,13,18,0.9999960755344246,0.0,0,21,== Discography == | === As guest ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Jay_Azzolina,Jay Azzolina,13,18,0.9999960755344246,0.0,0,21,== Discography == | === As guest ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Jay_Azzolina,Jay Azzolina,13,18,0.9999960755344246,0.0,0,21,== Discography == | === As guest ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Jay_Azzolina,Jay Azzolina,13,18,0.9999960755344246,0.0,0,21,== Discography == | === As guest ===
http://dbpedia.org/class/yago/Guitarist110151760,http://dbpedia.org/resource/Jay_Azzolina,Jay Azzolina,13,18,0.9999960755344246,0.0,0,21,== Discography == | === As guest ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Jay_Azzolina,Jay Azzolina,13,18,0.9999960755344246,0.0,0,21,== Discography == | === As guest ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Jay_Azzolina,Jay Azzolina,13,18,0.9999960755344246,0.0,0,21,== Discography == | === As guest ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Jay_Azzolina,Jay Azzolina,13,18,0.9999960755344246,0.0,0,21,== Discography == | === As guest ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Jay_Azzolina,Jay Azzolina,13,18,0.9999960755344246,0.0,0,21,== Discography == | === As guest ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Jay_Azzolina,Jay Azzolina,13,18,0.9999960755344246,0.0,0,21,== Discography == | === As guest ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Jay_Azzolina,Jay Azzolina,13,18,0.9999960755344246,0.0,0,21,== Discography == | === As guest ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Jay_Azzolina,Jay Azzolina,13,18,0.9999960755344246,0.0,0,21,== Discography == | === As guest ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Jay_Azzolina,Jay Azzolina,13,18,0.9999960755344246,0.0,0,21,== Discography == | === As guest ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Jay_Azzolina,Jay Azzolina,13,18,0.9999960755344246,0.0,0,21,== Discography == | === As guest ===
