types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Christian_Garros,Christian Garros,10,21,1.0,0.0,2,18,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Christian_Chevallier,Christian Chevallier,6,0,0.9999999999829896,0.0,0,138,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Christian_Chevallier,Christian Chevallier,6,0,0.9999999999829896,0.0,0,138,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Christian_Chevallier,Christian Chevallier,6,0,0.9999999999829896,0.0,0,138,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Christian_Chevallier,Christian Chevallier,6,0,0.9999999999829896,0.0,0,138,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Christian_Chevallier,Christian Chevallier,6,0,0.9999999999829896,0.0,0,138,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Christian_Chevallier,Christian Chevallier,6,0,0.9999999999829896,0.0,0,138,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Christian_Chevallier,Christian Chevallier,6,0,0.9999999999829896,0.0,0,138,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Songwriter110624540,http://dbpedia.org/resource/Christian_Chevallier,Christian Chevallier,6,0,0.9999999999829896,0.0,0,138,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Christian_Chevallier,Christian Chevallier,6,0,0.9999999999829896,0.0,0,138,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatFrenchSongwriters,http://dbpedia.org/resource/Christian_Chevallier,Christian Chevallier,6,0,0.9999999999829896,0.0,0,138,== Discography == | === As sideman ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAmericanJazzBandleaders,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAmericanJazzSaxophonists,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAmericanJazzTenorSaxophonists,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAmericanMusicians,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAmericanSaxophonists,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatJazzSaxophonists,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatChiaroscuroRecordsArtists,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatColumbiaRecordsArtists,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatDixielandJazzMusicians,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://umbel.org/umbel/rc/Artist,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://umbel.org/umbel/rc/MusicalPerformer,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
"http://dbpedia.org/class/yago/WikicatMusiciansFromChicago,Illinois",http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Bandleader109837201,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Conductor109952539,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/JazzMusician110220486,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Saxophonist110554243,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/TenorSaxophonist110701962,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatSwingMusicians,http://dbpedia.org/resource/Bud_Freeman,Bud Freeman,210,0,0.9999999999996588,0.0,0,147,== Discography == | === As sideman ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatJazzSingers,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatJazzTrumpeters,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatPeopleFromSaarbrücken,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatSingers,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Singer110599806,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Trumpeter110732010,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatFrenchJazzTrumpeters,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatFrenchMusicians,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatFrenchTrumpeters,http://dbpedia.org/resource/Roger_Guérin,Roger Guerin,30,0,0.9999968610513814,0.0,0,156,== Discography == | === As sideman ===
