types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Das_Opfer_(Zillig),das Opfer,5,49,0.9999970008260062,0.0,2,4,== Life == | === Early life ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/Adult109605289,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/Critic109979589,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/Essayist110064405,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/Female109619168,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/Gambler110118844,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/Leader109623038,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/LiteraryCritic110266016,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/Novelist110363573,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/Politician110450303,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/PrizeWinner109627807,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/Professional110480253,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/Socialist110618848,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/Wikicat20th-centuryGermanWriters,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/WikicatEthnicGermanPeople,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/WikicatGerman-languageWriters,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/WikicatGermanEssayists,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/WikicatGermanLiteraryCritics,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/WikicatGermanNovelists,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/WikicatGermanSocialists,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/WikicatGermanWomenWriters,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/WikicatGermanWriters,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/WikicatPeopleCondemnedByNaziCourts,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Trionfo_di_Afrodite,Trionfo di Afrodite,11,73,1.0,0.0,1,22,== Works == | === Musical works ===
http://dbpedia.org/ontology/ClassicalMusicComposition,http://dbpedia.org/resource/Trionfo_di_Afrodite,Trionfo di Afrodite,11,73,1.0,0.0,1,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/WikicatCantatas,http://dbpedia.org/resource/Trionfo_di_Afrodite,Trionfo di Afrodite,11,73,1.0,0.0,1,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Trionfo_di_Afrodite,Trionfo di Afrodite,11,73,1.0,0.0,1,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Trionfo_di_Afrodite,Trionfo di Afrodite,11,73,1.0,0.0,1,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Cantata107042249,http://dbpedia.org/resource/Trionfo_di_Afrodite,Trionfo di Afrodite,11,73,1.0,0.0,1,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/ClassicalMusic107025900,http://dbpedia.org/resource/Trionfo_di_Afrodite,Trionfo di Afrodite,11,73,1.0,0.0,1,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Trionfo_di_Afrodite,Trionfo di Afrodite,11,73,1.0,0.0,1,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/Trionfo_di_Afrodite,Trionfo di Afrodite,11,73,1.0,0.0,1,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/Trionfo_di_Afrodite,Trionfo di Afrodite,11,73,1.0,0.0,1,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/MusicGenre107071942,http://dbpedia.org/resource/Trionfo_di_Afrodite,Trionfo di Afrodite,11,73,1.0,0.0,1,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/WikicatOratorios,http://dbpedia.org/resource/Trionfo_di_Afrodite,Trionfo di Afrodite,11,73,1.0,0.0,1,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Wikicat9th-centuryBiblicalManuscripts,http://dbpedia.org/resource/Codex_Monacensis,monacensis,13,95,0.9999999998369732,0.0,4,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/WikicatGreekNewTestamentManuscripts,http://dbpedia.org/resource/Codex_Monacensis,monacensis,13,95,0.9999999998369732,0.0,4,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/WikicatGreekNewTestamentUncials,http://dbpedia.org/resource/Codex_Monacensis,monacensis,13,95,0.9999999998369732,0.0,4,22,== Works == | === Musical works ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Codex_Monacensis,monacensis,13,95,0.9999999998369732,0.0,4,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Writing106359877,http://dbpedia.org/resource/Codex_Monacensis,monacensis,13,95,0.9999999998369732,0.0,4,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Codex_Monacensis,monacensis,13,95,0.9999999998369732,0.0,4,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Codex_Monacensis,monacensis,13,95,0.9999999998369732,0.0,4,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Codex_Monacensis,monacensis,13,95,0.9999999998369732,0.0,4,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Codex_Monacensis,monacensis,13,95,0.9999999998369732,0.0,4,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Manuscript106406979,http://dbpedia.org/resource/Codex_Monacensis,monacensis,13,95,0.9999999998369732,0.0,4,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Orthography106351202,http://dbpedia.org/resource/Codex_Monacensis,monacensis,13,95,0.9999999998369732,0.0,4,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Script106351613,http://dbpedia.org/resource/Codex_Monacensis,monacensis,13,95,0.9999999998369732,0.0,4,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Uncial106353225,http://dbpedia.org/resource/Codex_Monacensis,monacensis,13,95,0.9999999998369732,0.0,4,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Wikicat10th-centuryBiblicalManuscripts,http://dbpedia.org/resource/Codex_Monacensis,monacensis,13,95,0.9999999998369732,0.0,4,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Wikicat10th-centuryManuscripts,http://dbpedia.org/resource/Codex_Monacensis,monacensis,13,95,0.9999999998369732,0.0,4,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/WikicatOldLatinNewTestamentManuscripts,http://dbpedia.org/resource/Codex_Monacensis,monacensis,13,95,0.9999999998369732,0.0,4,22,== Works == | === Musical works ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Facies,facies,816,97,0.9461090133965864,0.0569606523441368,8,22,== Works == | === Musical works ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Facies,facies,816,97,0.9461090133965864,0.0569606523441368,8,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/WikicatMethodsAndPrinciplesInArchaeology,http://dbpedia.org/resource/Facies,facies,816,97,0.9461090133965864,0.0569606523441368,8,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/WikicatSedimentaryRocks,http://dbpedia.org/resource/Facies,facies,816,97,0.9461090133965864,0.0569606523441368,8,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Facies,facies,816,97,0.9461090133965864,0.0569606523441368,8,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Facies,facies,816,97,0.9461090133965864,0.0569606523441368,8,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Facies,facies,816,97,0.9461090133965864,0.0569606523441368,8,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Know-how105616786,http://dbpedia.org/resource/Facies,facies,816,97,0.9461090133965864,0.0569606523441368,8,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Material114580897,http://dbpedia.org/resource/Facies,facies,816,97,0.9461090133965864,0.0569606523441368,8,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Matter100020827,http://dbpedia.org/resource/Facies,facies,816,97,0.9461090133965864,0.0569606523441368,8,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Method105660268,http://dbpedia.org/resource/Facies,facies,816,97,0.9461090133965864,0.0569606523441368,8,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Facies,facies,816,97,0.9461090133965864,0.0569606523441368,8,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Facies,facies,816,97,0.9461090133965864,0.0569606523441368,8,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Facies,facies,816,97,0.9461090133965864,0.0569606523441368,8,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Facies,facies,816,97,0.9461090133965864,0.0569606523441368,8,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Rock114696793,http://dbpedia.org/resource/Facies,facies,816,97,0.9461090133965864,0.0569606523441368,8,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/SedimentaryRock114698000,http://dbpedia.org/resource/Facies,facies,816,97,0.9461090133965864,0.0569606523441368,8,22,== Works == | === Musical works ===
http://dbpedia.org/class/yago/Substance100019613,http://dbpedia.org/resource/Facies,facies,816,97,0.9461090133965864,0.0569606523441368,8,22,== Works == | === Musical works ===
