types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Aubrey_Singer,Aubrey Singer,12,40,0.9999999999924682,0.0,2,11,== Career == | ==== Rock and Roll Heart Attack ====
http://dbpedia.org/class/yago/Capitalist109609232,http://dbpedia.org/resource/Aubrey_Singer,Aubrey Singer,12,40,0.9999999999924682,0.0,2,11,== Career == | ==== Rock and Roll Heart Attack ====
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Aubrey_Singer,Aubrey Singer,12,40,0.9999999999924682,0.0,2,11,== Career == | ==== Rock and Roll Heart Attack ====
http://dbpedia.org/class/yago/CommandingOfficer109941964,http://dbpedia.org/resource/Aubrey_Singer,Aubrey Singer,12,40,0.9999999999924682,0.0,2,11,== Career == | ==== Rock and Roll Heart Attack ====
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Aubrey_Singer,Aubrey Singer,12,40,0.9999999999924682,0.0,2,11,== Career == | ==== Rock and Roll Heart Attack ====
http://dbpedia.org/class/yago/Executive110069645,http://dbpedia.org/resource/Aubrey_Singer,Aubrey Singer,12,40,0.9999999999924682,0.0,2,11,== Career == | ==== Rock and Roll Heart Attack ====
http://dbpedia.org/class/yago/Head110162991,http://dbpedia.org/resource/Aubrey_Singer,Aubrey Singer,12,40,0.9999999999924682,0.0,2,11,== Career == | ==== Rock and Roll Heart Attack ====
http://dbpedia.org/class/yago/Leader109623038,http://dbpedia.org/resource/Aubrey_Singer,Aubrey Singer,12,40,0.9999999999924682,0.0,2,11,== Career == | ==== Rock and Roll Heart Attack ====
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Aubrey_Singer,Aubrey Singer,12,40,0.9999999999924682,0.0,2,11,== Career == | ==== Rock and Roll Heart Attack ====
http://dbpedia.org/class/yago/Maker110284064,http://dbpedia.org/resource/Aubrey_Singer,Aubrey Singer,12,40,0.9999999999924682,0.0,2,11,== Career == | ==== Rock and Roll Heart Attack ====
http://dbpedia.org/class/yago/Manufacturer110292316,http://dbpedia.org/resource/Aubrey_Singer,Aubrey Singer,12,40,0.9999999999924682,0.0,2,11,== Career == | ==== Rock and Roll Heart Attack ====
http://dbpedia.org/class/yago/MilitaryOfficer110317007,http://dbpedia.org/resource/Aubrey_Singer,Aubrey Singer,12,40,0.9999999999924682,0.0,2,11,== Career == | ==== Rock and Roll Heart Attack ====
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Aubrey_Singer,Aubrey Singer,12,40,0.9999999999924682,0.0,2,11,== Career == | ==== Rock and Roll Heart Attack ====
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Aubrey_Singer,Aubrey Singer,12,40,0.9999999999924682,0.0,2,11,== Career == | ==== Rock and Roll Heart Attack ====
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Aubrey_Singer,Aubrey Singer,12,40,0.9999999999924682,0.0,2,11,== Career == | ==== Rock and Roll Heart Attack ====
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Aubrey_Singer,Aubrey Singer,12,40,0.9999999999924682,0.0,2,11,== Career == | ==== Rock and Roll Heart Attack ====
http://dbpedia.org/class/yago/Serviceman110582746,http://dbpedia.org/resource/Aubrey_Singer,Aubrey Singer,12,40,0.9999999999924682,0.0,2,11,== Career == | ==== Rock and Roll Heart Attack ====
http://dbpedia.org/class/yago/SkilledWorker110605985,http://dbpedia.org/resource/Aubrey_Singer,Aubrey Singer,12,40,0.9999999999924682,0.0,2,11,== Career == | ==== Rock and Roll Heart Attack ====
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Aubrey_Singer,Aubrey Singer,12,40,0.9999999999924682,0.0,2,11,== Career == | ==== Rock and Roll Heart Attack ====
http://dbpedia.org/class/yago/WikicatEnglishChiefExecutives,http://dbpedia.org/resource/Aubrey_Singer,Aubrey Singer,12,40,0.9999999999924682,0.0,2,11,== Career == | ==== Rock and Roll Heart Attack ====
http://dbpedia.org/class/yago/WikicatFilmStudioExecutives,http://dbpedia.org/resource/Aubrey_Singer,Aubrey Singer,12,40,0.9999999999924682,0.0,2,11,== Career == | ==== Rock and Roll Heart Attack ====
http://dbpedia.org/class/yago/WikicatPeopleFromBradford,http://dbpedia.org/resource/Aubrey_Singer,Aubrey Singer,12,40,0.9999999999924682,0.0,2,11,== Career == | ==== Rock and Roll Heart Attack ====
http://dbpedia.org/class/yago/WikicatTelevisionProducers,http://dbpedia.org/resource/Aubrey_Singer,Aubrey Singer,12,40,0.9999999999924682,0.0,2,11,== Career == | ==== Rock and Roll Heart Attack ====
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/WikicatPeopleFromMontreal,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/WikicatCanadianBookEditors,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/WikicatCanadianEssayists,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/WikicatCanadianMaleNovelists,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/WikicatCanadianMusicians,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/WikicatCanadianPeopleOfItalianDescent,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/WikicatCanadianTranslators,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/WikicatWritersFromMontreal,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/Worker109632518,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/Editor110044879,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/Essayist110064405,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/Linguist110264219,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/Novelist110363573,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/Poet110444194,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/SkilledWorker110605985,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/Translator110725280,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/Wikicat20th-centuryCanadianNovelists,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/Wikicat20th-centuryCanadianPoets,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/Wikicat21st-centuryCanadianNovelists,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
http://dbpedia.org/class/yago/Wikicat21st-centuryCanadianPoets,http://dbpedia.org/resource/Antonio_D'Alfonso,Antonio D'Alfonso,20,61,0.9999999999999432,0.0,0,33,== Career == | ==== Acting ====
