types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Fastball,Fastball,1686,54,0.985017484817331,0.0152103904325236,0,9,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Kevin_Day,Kevin Day,27,107,0.99999999978931,0.0,0,11,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Kevin_Day,Kevin Day,27,107,0.99999999978931,0.0,0,11,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Kevin_Day,Kevin Day,27,107,0.99999999978931,0.0,0,11,== Biography == | === Recent career ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/World_Domination_Recordings,World Domination Records,24,22,1.0,0.0,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/WikicatAmericanIndependentRecordLabels,http://dbpedia.org/resource/World_Domination_Recordings,World Domination Records,24,22,1.0,0.0,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/WikicatIndieRockRecordLabels,http://dbpedia.org/resource/World_Domination_Recordings,World Domination Records,24,22,1.0,0.0,1,12,== Biography == | === Recent career ===
http://dbpedia.org/ontology/RecordLabel,http://dbpedia.org/resource/World_Domination_Recordings,World Domination Records,24,22,1.0,0.0,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/World_Domination_Recordings,World Domination Records,24,22,1.0,0.0,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/World_Domination_Recordings,World Domination Records,24,22,1.0,0.0,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/World_Domination_Recordings,World Domination Records,24,22,1.0,0.0,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/WikicatRecordLabelsDisestablishedIn1996,http://dbpedia.org/resource/World_Domination_Recordings,World Domination Records,24,22,1.0,0.0,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/WikicatRecordLabelsEstablishedIn1989,http://dbpedia.org/resource/World_Domination_Recordings,World Domination Records,24,22,1.0,0.0,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/World_Domination_Recordings,World Domination Records,24,22,1.0,0.0,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/Company108058098,http://dbpedia.org/resource/World_Domination_Recordings,World Domination Records,24,22,1.0,0.0,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/World_Domination_Recordings,World Domination Records,24,22,1.0,0.0,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/Institution108053576,http://dbpedia.org/resource/World_Domination_Recordings,World Domination Records,24,22,1.0,0.0,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/World_Domination_Recordings,World Domination Records,24,22,1.0,0.0,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/World_Domination_Recordings,World Domination Records,24,22,1.0,0.0,1,12,== Biography == | === Recent career ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/WikicatBritishRecordProducers,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/WikicatBritishRockMusicians,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/WikicatBritishSingers,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/WikicatBritishSongwriters,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/Composer109947232,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/Maker110284064,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/Manufacturer110292316,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/Singer110599806,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/Songwriter110624540,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/David_M._Allen,Dave Allen,53,80,0.96607622978217,0.0315268370169622,1,12,== Biography == | === Recent career ===
