types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Photosynthesis,Photosynthesis,4651,61,0.9999999999661212,0.0,0,5,== Discography == | === As producer ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Nyamasheke_District,Shangi,17,0,1.0,0.0,0,100,== Discography == | === Additional contributions ===
http://dbpedia.org/class/yago/District108552138,http://dbpedia.org/resource/Nyamasheke_District,Shangi,17,0,1.0,0.0,0,100,== Discography == | === Additional contributions ===
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/Nyamasheke_District,Shangi,17,0,1.0,0.0,0,100,== Discography == | === Additional contributions ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Nyamasheke_District,Shangi,17,0,1.0,0.0,0,100,== Discography == | === Additional contributions ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Nyamasheke_District,Shangi,17,0,1.0,0.0,0,100,== Discography == | === Additional contributions ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Nyamasheke_District,Shangi,17,0,1.0,0.0,0,100,== Discography == | === Additional contributions ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Nyamasheke_District,Shangi,17,0,1.0,0.0,0,100,== Discography == | === Additional contributions ===
http://dbpedia.org/class/yago/Subdivision108674251,http://dbpedia.org/resource/Nyamasheke_District,Shangi,17,0,1.0,0.0,0,100,== Discography == | === Additional contributions ===
http://dbpedia.org/class/yago/Tract108673395,http://dbpedia.org/resource/Nyamasheke_District,Shangi,17,0,1.0,0.0,0,100,== Discography == | === Additional contributions ===
http://dbpedia.org/class/yago/WikicatSubdivisionsOfRwanda,http://dbpedia.org/resource/Nyamasheke_District,Shangi,17,0,1.0,0.0,0,100,== Discography == | === Additional contributions ===
