types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatComputerViruses,http://dbpedia.org/resource/Festi,Festi,5,69,0.9999998303688786,0.0,1,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Gustavo_Bergalli,Gustavo Bergalli,9,210,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Gustavo_Bergalli,Gustavo Bergalli,9,210,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Composer109947232,http://dbpedia.org/resource/Gustavo_Bergalli,Gustavo Bergalli,9,210,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Gustavo_Bergalli,Gustavo Bergalli,9,210,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Gustavo_Bergalli,Gustavo Bergalli,9,210,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/JazzMusician110220486,http://dbpedia.org/resource/Gustavo_Bergalli,Gustavo Bergalli,9,210,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Gustavo_Bergalli,Gustavo Bergalli,9,210,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Gustavo_Bergalli,Gustavo Bergalli,9,210,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Gustavo_Bergalli,Gustavo Bergalli,9,210,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Gustavo_Bergalli,Gustavo Bergalli,9,210,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Gustavo_Bergalli,Gustavo Bergalli,9,210,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Gustavo_Bergalli,Gustavo Bergalli,9,210,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Gustavo_Bergalli,Gustavo Bergalli,9,210,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Gustavo_Bergalli,Gustavo Bergalli,9,210,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Trumpeter110732010,http://dbpedia.org/resource/Gustavo_Bergalli,Gustavo Bergalli,9,210,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Gustavo_Bergalli,Gustavo Bergalli,9,210,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/WikicatPeopleFromBuenosAires,http://dbpedia.org/resource/Gustavo_Bergalli,Gustavo Bergalli,9,210,1.0,0.0,2,9,== Biography == | === Performing ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/John_Engels,John Engels,9,300,0.999999999762622,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/John_Engels,John Engels,9,300,0.999999999762622,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/WikicatAlumniOfUniversityCollegeDublin,http://dbpedia.org/resource/John_Engels,John Engels,9,300,0.999999999762622,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/WikicatAmericanPoets,http://dbpedia.org/resource/John_Engels,John Engels,9,300,0.999999999762622,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/WikicatGuggenheimFellows,http://dbpedia.org/resource/John_Engels,John Engels,9,300,0.999999999762622,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/WikicatIowaWriters'WorkshopAlumni,http://dbpedia.org/resource/John_Engels,John Engels,9,300,0.999999999762622,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/John_Engels,John Engels,9,300,0.999999999762622,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/John_Engels,John Engels,9,300,0.999999999762622,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/John_Engels,John Engels,9,300,0.999999999762622,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Alumnus109786338,http://dbpedia.org/resource/John_Engels,John Engels,9,300,0.999999999762622,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Associate109816771,http://dbpedia.org/resource/John_Engels,John Engels,9,300,0.999999999762622,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/John_Engels,John Engels,9,300,0.999999999762622,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Colleague109935990,http://dbpedia.org/resource/John_Engels,John Engels,9,300,0.999999999762622,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/John_Engels,John Engels,9,300,0.999999999762622,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Intellectual109621545,http://dbpedia.org/resource/John_Engels,John Engels,9,300,0.999999999762622,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/John_Engels,John Engels,9,300,0.999999999762622,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/John_Engels,John Engels,9,300,0.999999999762622,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/John_Engels,John Engels,9,300,0.999999999762622,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Peer109626238,http://dbpedia.org/resource/John_Engels,John Engels,9,300,0.999999999762622,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/John_Engels,John Engels,9,300,0.999999999762622,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/John_Engels,John Engels,9,300,0.999999999762622,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Poet110444194,http://dbpedia.org/resource/John_Engels,John Engels,9,300,0.999999999762622,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Scholar110557854,http://dbpedia.org/resource/John_Engels,John Engels,9,300,0.999999999762622,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/John_Engels,John Engels,9,300,0.999999999762622,0.0,2,9,== Biography == | === Performing ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/WikicatJazzComposers,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/WikicatJazzPianists,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/WikicatCandidRecordsArtists,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/WikicatMusicEducators,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/WikicatRedRecordsArtists,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Adult109605289,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Composer109947232,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Educator110045713,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Pianist110430665,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Professional110480253,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/WikicatGermanJazzPianists,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/WikicatGermanMusicians,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://dbpedia.org/class/yago/WikicatTimelessRecordsArtists,http://dbpedia.org/resource/Klaus_Ignatzek,Klaus Ignatzek,6,341,1.0,0.0,2,9,== Biography == | === Performing ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Bellu_Cemetery,Bellu,191,42,1.0,0.0,2,12,== Biography == | === Performing ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Bellu_Cemetery,Bellu,191,42,1.0,0.0,2,12,== Biography == | === Performing ===
http://dbpedia.org/class/yago/WikicatCemeteriesInBucharest,http://dbpedia.org/resource/Bellu_Cemetery,Bellu,191,42,1.0,0.0,2,12,== Biography == | === Performing ===
http://dbpedia.org/class/yago/WikicatCemeteriesInRomania,http://dbpedia.org/resource/Bellu_Cemetery,Bellu,191,42,1.0,0.0,2,12,== Biography == | === Performing ===
http://dbpedia.org/class/yago/WikicatChristianOrthodoxCemeteries,http://dbpedia.org/resource/Bellu_Cemetery,Bellu,191,42,1.0,0.0,2,12,== Biography == | === Performing ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Bellu_Cemetery,Bellu,191,42,1.0,0.0,2,12,== Biography == | === Performing ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Bellu_Cemetery,Bellu,191,42,1.0,0.0,2,12,== Biography == | === Performing ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Bellu_Cemetery,Bellu,191,42,1.0,0.0,2,12,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Cemetery108521623,http://dbpedia.org/resource/Bellu_Cemetery,Bellu,191,42,1.0,0.0,2,12,== Biography == | === Performing ===
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/Bellu_Cemetery,Bellu,191,42,1.0,0.0,2,12,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Bellu_Cemetery,Bellu,191,42,1.0,0.0,2,12,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Bellu_Cemetery,Bellu,191,42,1.0,0.0,2,12,== Biography == | === Performing ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Bellu_Cemetery,Bellu,191,42,1.0,0.0,2,12,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Bellu_Cemetery,Bellu,191,42,1.0,0.0,2,12,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Site108651247,http://dbpedia.org/resource/Bellu_Cemetery,Bellu,191,42,1.0,0.0,2,12,== Biography == | === Performing ===
http://dbpedia.org/class/yago/Tract108673395,http://dbpedia.org/resource/Bellu_Cemetery,Bellu,191,42,1.0,0.0,2,12,== Biography == | === Performing ===
