types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Conductor109952539,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Pianist110430665,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Songwriter110624540,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatPianists,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
