types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatDukesOfHernani,http://dbpedia.org/resource/Duke_of_Hernani,Hernani,5,55,0.7332147125998473,0.3560618846900595,1,4,== Career == | === Individual work ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Duke_of_Hernani,Hernani,5,55,0.7332147125998473,0.3560618846900595,1,4,== Career == | === Individual work ===
http://dbpedia.org/class/yago/Peer110412910,http://dbpedia.org/resource/Duke_of_Hernani,Hernani,5,55,0.7332147125998473,0.3560618846900595,1,4,== Career == | === Individual work ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Duke_of_Hernani,Hernani,5,55,0.7332147125998473,0.3560618846900595,1,4,== Career == | === Individual work ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Duke_of_Hernani,Hernani,5,55,0.7332147125998473,0.3560618846900595,1,4,== Career == | === Individual work ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Duke_of_Hernani,Hernani,5,55,0.7332147125998473,0.3560618846900595,1,4,== Career == | === Individual work ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/WikicatAwarenessDays,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/WikicatInternationalObservances,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/ontology/MilitaryConflict,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/WikicatCulturalPoliciesOfTheEuropeanUnion,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/WikicatDoorsOpenDays,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/WikicatRecurringEventsEstablishedIn1984,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/Day115155220,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/Look100877127,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/Observation100879759,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/Plan105898568,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/PlanOfAction105902545,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/Policy105901508,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/Sensing100876874,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/SensoryActivity100876737,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/TimeUnit115154774,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
http://dbpedia.org/class/yago/WikicatEventsInTheNetherlands,http://dbpedia.org/resource/European_Heritage_Days,European Heritage Days,116,284,1.0,0.0,0,8,== Career == | === Individual work ===
