types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Coupling,Coupling,260,8,0.5995832916325107,0.6281781240938462,0,17,== Discography == | === Solo ===
http://dbpedia.org/class/yago/Drummer110036929,http://dbpedia.org/resource/Gino_Robair,Gino Robair,40,12,1.0,0.0,0,21,== Discography == | === Solo ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Gino_Robair,Gino Robair,40,12,1.0,0.0,0,21,== Discography == | === Solo ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Gino_Robair,Gino Robair,40,12,1.0,0.0,0,21,== Discography == | === Solo ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Gino_Robair,Gino Robair,40,12,1.0,0.0,0,21,== Discography == | === Solo ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Gino_Robair,Gino Robair,40,12,1.0,0.0,0,21,== Discography == | === Solo ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Gino_Robair,Gino Robair,40,12,1.0,0.0,0,21,== Discography == | === Solo ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Gino_Robair,Gino Robair,40,12,1.0,0.0,0,21,== Discography == | === Solo ===
http://dbpedia.org/class/yago/Percussionist110415037,http://dbpedia.org/resource/Gino_Robair,Gino Robair,40,12,1.0,0.0,0,21,== Discography == | === Solo ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Gino_Robair,Gino Robair,40,12,1.0,0.0,0,21,== Discography == | === Solo ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Gino_Robair,Gino Robair,40,12,1.0,0.0,0,21,== Discography == | === Solo ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Gino_Robair,Gino Robair,40,12,1.0,0.0,0,21,== Discography == | === Solo ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Gino_Robair,Gino Robair,40,12,1.0,0.0,0,21,== Discography == | === Solo ===
http://dbpedia.org/class/yago/WikicatOperaComposers,http://dbpedia.org/resource/Gino_Robair,Gino Robair,40,12,1.0,0.0,0,21,== Discography == | === Solo ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Burkhard_Beins,Burkhard Beins,21,26,1.0,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Burkhard_Beins,Burkhard Beins,21,26,1.0,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatPeopleFromLowerSaxony,http://dbpedia.org/resource/Burkhard_Beins,Burkhard Beins,21,26,1.0,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatPercussionists,http://dbpedia.org/resource/Burkhard_Beins,Burkhard Beins,21,26,1.0,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Burkhard_Beins,Burkhard Beins,21,26,1.0,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Burkhard_Beins,Burkhard Beins,21,26,1.0,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Burkhard_Beins,Burkhard Beins,21,26,1.0,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Burkhard_Beins,Burkhard Beins,21,26,1.0,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Burkhard_Beins,Burkhard Beins,21,26,1.0,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Burkhard_Beins,Burkhard Beins,21,26,1.0,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Burkhard_Beins,Burkhard Beins,21,26,1.0,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Burkhard_Beins,Burkhard Beins,21,26,1.0,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Burkhard_Beins,Burkhard Beins,21,26,1.0,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Burkhard_Beins,Burkhard Beins,21,26,1.0,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Burkhard_Beins,Burkhard Beins,21,26,1.0,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Burkhard_Beins,Burkhard Beins,21,26,1.0,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Burkhard_Beins,Burkhard Beins,21,26,1.0,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Percussionist110415037,http://dbpedia.org/resource/Burkhard_Beins,Burkhard Beins,21,26,1.0,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Burkhard_Beins,Burkhard Beins,21,26,1.0,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Burkhard_Beins,Burkhard Beins,21,26,1.0,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Burkhard_Beins,Burkhard Beins,21,26,1.0,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Burkhard_Beins,Burkhard Beins,21,26,1.0,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatEthnicGermanPeople,http://dbpedia.org/resource/Burkhard_Beins,Burkhard Beins,21,26,1.0,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatGermanExperimentalMusicians,http://dbpedia.org/resource/Burkhard_Beins,Burkhard Beins,21,26,1.0,0.0,0,36,== Discography == | === Collaborations ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Machinefabriek,Machinefabriek,32,60,0.9999999579520428,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Machinefabriek,Machinefabriek,32,60,0.9999999579520428,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatDutchElectronicMusicians,http://dbpedia.org/resource/Machinefabriek,Machinefabriek,32,60,0.9999999579520428,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatDutchMusicians,http://dbpedia.org/resource/Machinefabriek,Machinefabriek,32,60,0.9999999579520428,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Machinefabriek,Machinefabriek,32,60,0.9999999579520428,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Machinefabriek,Machinefabriek,32,60,0.9999999579520428,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Machinefabriek,Machinefabriek,32,60,0.9999999579520428,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatMachinefabriekAlbums,http://dbpedia.org/resource/Machinefabriek,Machinefabriek,32,60,0.9999999579520428,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Album106591815,http://dbpedia.org/resource/Machinefabriek,Machinefabriek,32,60,0.9999999579520428,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Machinefabriek,Machinefabriek,32,60,0.9999999579520428,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Machinefabriek,Machinefabriek,32,60,0.9999999579520428,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Machinefabriek,Machinefabriek,32,60,0.9999999579520428,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Machinefabriek,Machinefabriek,32,60,0.9999999579520428,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Machinefabriek,Machinefabriek,32,60,0.9999999579520428,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Machinefabriek,Machinefabriek,32,60,0.9999999579520428,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/Machinefabriek,Machinefabriek,32,60,0.9999999579520428,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Machinefabriek,Machinefabriek,32,60,0.9999999579520428,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Machinefabriek,Machinefabriek,32,60,0.9999999579520428,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Machinefabriek,Machinefabriek,32,60,0.9999999579520428,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Machinefabriek,Machinefabriek,32,60,0.9999999579520428,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Machinefabriek,Machinefabriek,32,60,0.9999999579520428,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Machinefabriek,Machinefabriek,32,60,0.9999999579520428,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Wikicat2009Albums,http://dbpedia.org/resource/Machinefabriek,Machinefabriek,32,60,0.9999999579520428,0.0,0,36,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatSoundArtists,http://dbpedia.org/resource/Machinefabriek,Machinefabriek,32,60,0.9999999579520428,0.0,0,36,== Discography == | === Collaborations ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Fixed-satellite_service,FSS,84,52,0.9896796371911536,0.0104274764898737,0,39,== Discography == | === Collaborations ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Triolin,Hal Rammel,2,22,0.9999931821102948,0.0,0,60,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Triolin,Hal Rammel,2,22,0.9999931821102948,0.0,0,60,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Triolin,Hal Rammel,2,22,0.9999931821102948,0.0,0,60,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/ElectronicInstrument103279153,http://dbpedia.org/resource/Triolin,Hal Rammel,2,22,0.9999931821102948,0.0,0,60,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Triolin,Hal Rammel,2,22,0.9999931821102948,0.0,0,60,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/MusicalInstrument103800933,http://dbpedia.org/resource/Triolin,Hal Rammel,2,22,0.9999931821102948,0.0,0,60,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Triolin,Hal Rammel,2,22,0.9999931821102948,0.0,0,60,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Triolin,Hal Rammel,2,22,0.9999931821102948,0.0,0,60,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Triolin,Hal Rammel,2,22,0.9999931821102948,0.0,0,60,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatElectronicMusicalInstruments,http://dbpedia.org/resource/Triolin,Hal Rammel,2,22,0.9999931821102948,0.0,0,60,== Discography == | === Collaborations ===
