types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Stephen_Behan,Stephen Behan,13,12,1.0,0.0,1,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Wikicat20th-centuryClassicalComposers,http://dbpedia.org/resource/Peadar_Kearney,Peadar Kearney,45,24,1.0,0.0,4,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/WikicatPeopleFromDublin(city),http://dbpedia.org/resource/Peadar_Kearney,Peadar Kearney,45,24,1.0,0.0,4,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/WikicatHolidaysInScotland,http://dbpedia.org/resource/Octave_of_Easter,Easter Week,116,30,0.6089970767794911,0.6300933463031915,5,15,== Biography == | === Songwriting ===
http://dbpedia.org/class/yago/WikicatChristianFestivalsAndHolyDays,http://dbpedia.org/resource/Octave_of_Easter,Easter Week,116,30,0.6089970767794911,0.6300933463031915,5,15,== Biography == | === Songwriting ===
http://dbpedia.org/class/yago/WikicatEasternOrthodoxLiturgicalDays,http://dbpedia.org/resource/Octave_of_Easter,Easter Week,116,30,0.6089970767794911,0.6300933463031915,5,15,== Biography == | === Songwriting ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Octave_of_Easter,Easter Week,116,30,0.6089970767794911,0.6300933463031915,5,15,== Biography == | === Songwriting ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Octave_of_Easter,Easter Week,116,30,0.6089970767794911,0.6300933463031915,5,15,== Biography == | === Songwriting ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Octave_of_Easter,Easter Week,116,30,0.6089970767794911,0.6300933463031915,5,15,== Biography == | === Songwriting ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Octave_of_Easter,Easter Week,116,30,0.6089970767794911,0.6300933463031915,5,15,== Biography == | === Songwriting ===
http://dbpedia.org/class/yago/Day115155220,http://dbpedia.org/resource/Octave_of_Easter,Easter Week,116,30,0.6089970767794911,0.6300933463031915,5,15,== Biography == | === Songwriting ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Octave_of_Easter,Easter Week,116,30,0.6089970767794911,0.6300933463031915,5,15,== Biography == | === Songwriting ===
http://dbpedia.org/class/yago/Festival115162388,http://dbpedia.org/resource/Octave_of_Easter,Easter Week,116,30,0.6089970767794911,0.6300933463031915,5,15,== Biography == | === Songwriting ===
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Octave_of_Easter,Easter Week,116,30,0.6089970767794911,0.6300933463031915,5,15,== Biography == | === Songwriting ===
http://dbpedia.org/class/yago/Leisure115137676,http://dbpedia.org/resource/Octave_of_Easter,Easter Week,116,30,0.6089970767794911,0.6300933463031915,5,15,== Biography == | === Songwriting ===
http://dbpedia.org/class/yago/Look100877127,http://dbpedia.org/resource/Octave_of_Easter,Easter Week,116,30,0.6089970767794911,0.6300933463031915,5,15,== Biography == | === Songwriting ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Octave_of_Easter,Easter Week,116,30,0.6089970767794911,0.6300933463031915,5,15,== Biography == | === Songwriting ===
http://dbpedia.org/class/yago/Observation100879759,http://dbpedia.org/resource/Octave_of_Easter,Easter Week,116,30,0.6089970767794911,0.6300933463031915,5,15,== Biography == | === Songwriting ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Octave_of_Easter,Easter Week,116,30,0.6089970767794911,0.6300933463031915,5,15,== Biography == | === Songwriting ===
http://dbpedia.org/class/yago/Sensing100876874,http://dbpedia.org/resource/Octave_of_Easter,Easter Week,116,30,0.6089970767794911,0.6300933463031915,5,15,== Biography == | === Songwriting ===
http://dbpedia.org/class/yago/SensoryActivity100876737,http://dbpedia.org/resource/Octave_of_Easter,Easter Week,116,30,0.6089970767794911,0.6300933463031915,5,15,== Biography == | === Songwriting ===
http://dbpedia.org/class/yago/TimeOff115118453,http://dbpedia.org/resource/Octave_of_Easter,Easter Week,116,30,0.6089970767794911,0.6300933463031915,5,15,== Biography == | === Songwriting ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Octave_of_Easter,Easter Week,116,30,0.6089970767794911,0.6300933463031915,5,15,== Biography == | === Songwriting ===
http://dbpedia.org/class/yago/TimeUnit115154774,http://dbpedia.org/resource/Octave_of_Easter,Easter Week,116,30,0.6089970767794911,0.6300933463031915,5,15,== Biography == | === Songwriting ===
http://dbpedia.org/class/yago/Vacation115137890,http://dbpedia.org/resource/Octave_of_Easter,Easter Week,116,30,0.6089970767794911,0.6300933463031915,5,15,== Biography == | === Songwriting ===
http://dbpedia.org/class/yago/WikicatSundayObservances,http://dbpedia.org/resource/Octave_of_Easter,Easter Week,116,30,0.6089970767794911,0.6300933463031915,5,15,== Biography == | === Songwriting ===
http://dbpedia.org/ontology/Single,http://dbpedia.org/resource/McCafferty,McCafferty,15,7,0.9999923605692572,5.950111593890331e-06,0,42,== Works == | === Discography ===
http://dbpedia.org/class/yago/WikicatIrishFolkSongs,http://dbpedia.org/resource/McCafferty,McCafferty,15,7,0.9999923605692572,5.950111593890331e-06,0,42,== Works == | === Discography ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/McCafferty,McCafferty,15,7,0.9999923605692572,5.950111593890331e-06,0,42,== Works == | === Discography ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/McCafferty,McCafferty,15,7,0.9999923605692572,5.950111593890331e-06,0,42,== Works == | === Discography ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/McCafferty,McCafferty,15,7,0.9999923605692572,5.950111593890331e-06,0,42,== Works == | === Discography ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/McCafferty,McCafferty,15,7,0.9999923605692572,5.950111593890331e-06,0,42,== Works == | === Discography ===
http://dbpedia.org/class/yago/FolkMusic107060167,http://dbpedia.org/resource/McCafferty,McCafferty,15,7,0.9999923605692572,5.950111593890331e-06,0,42,== Works == | === Discography ===
http://dbpedia.org/class/yago/FolkSong107050952,http://dbpedia.org/resource/McCafferty,McCafferty,15,7,0.9999923605692572,5.950111593890331e-06,0,42,== Works == | === Discography ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/McCafferty,McCafferty,15,7,0.9999923605692572,5.950111593890331e-06,0,42,== Works == | === Discography ===
http://dbpedia.org/class/yago/MusicGenre107071942,http://dbpedia.org/resource/McCafferty,McCafferty,15,7,0.9999923605692572,5.950111593890331e-06,0,42,== Works == | === Discography ===
http://dbpedia.org/class/yago/MusicalComposition107037465,http://dbpedia.org/resource/McCafferty,McCafferty,15,7,0.9999923605692572,5.950111593890331e-06,0,42,== Works == | === Discography ===
http://dbpedia.org/class/yago/PopularMusic107059255,http://dbpedia.org/resource/McCafferty,McCafferty,15,7,0.9999923605692572,5.950111593890331e-06,0,42,== Works == | === Discography ===
http://dbpedia.org/class/yago/Song107048000,http://dbpedia.org/resource/McCafferty,McCafferty,15,7,0.9999923605692572,5.950111593890331e-06,0,42,== Works == | === Discography ===
http://dbpedia.org/class/yago/WikicatTheDublinersSongs,http://dbpedia.org/resource/McCafferty,McCafferty,15,7,0.9999923605692572,5.950111593890331e-06,0,42,== Works == | === Discography ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/The_Irish_Rover,The Irish Rover,54,8,0.9999962600131502,3.740000831378681e-06,0,48,== Works == | === Discography ===
http://dbpedia.org/ontology/Single,http://dbpedia.org/resource/The_Irish_Rover,The Irish Rover,54,8,0.9999962600131502,3.740000831378681e-06,0,48,== Works == | === Discography ===
http://dbpedia.org/class/yago/WikicatIrishFolkSongs,http://dbpedia.org/resource/The_Irish_Rover,The Irish Rover,54,8,0.9999962600131502,3.740000831378681e-06,0,48,== Works == | === Discography ===
http://dbpedia.org/class/yago/WikicatIrishSongs,http://dbpedia.org/resource/The_Irish_Rover,The Irish Rover,54,8,0.9999962600131502,3.740000831378681e-06,0,48,== Works == | === Discography ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/The_Irish_Rover,The Irish Rover,54,8,0.9999962600131502,3.740000831378681e-06,0,48,== Works == | === Discography ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/The_Irish_Rover,The Irish Rover,54,8,0.9999962600131502,3.740000831378681e-06,0,48,== Works == | === Discography ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/The_Irish_Rover,The Irish Rover,54,8,0.9999962600131502,3.740000831378681e-06,0,48,== Works == | === Discography ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/The_Irish_Rover,The Irish Rover,54,8,0.9999962600131502,3.740000831378681e-06,0,48,== Works == | === Discography ===
http://dbpedia.org/class/yago/FolkMusic107060167,http://dbpedia.org/resource/The_Irish_Rover,The Irish Rover,54,8,0.9999962600131502,3.740000831378681e-06,0,48,== Works == | === Discography ===
http://dbpedia.org/class/yago/FolkSong107050952,http://dbpedia.org/resource/The_Irish_Rover,The Irish Rover,54,8,0.9999962600131502,3.740000831378681e-06,0,48,== Works == | === Discography ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/The_Irish_Rover,The Irish Rover,54,8,0.9999962600131502,3.740000831378681e-06,0,48,== Works == | === Discography ===
http://dbpedia.org/class/yago/MusicGenre107071942,http://dbpedia.org/resource/The_Irish_Rover,The Irish Rover,54,8,0.9999962600131502,3.740000831378681e-06,0,48,== Works == | === Discography ===
http://dbpedia.org/class/yago/MusicalComposition107037465,http://dbpedia.org/resource/The_Irish_Rover,The Irish Rover,54,8,0.9999962600131502,3.740000831378681e-06,0,48,== Works == | === Discography ===
http://dbpedia.org/class/yago/PopularMusic107059255,http://dbpedia.org/resource/The_Irish_Rover,The Irish Rover,54,8,0.9999962600131502,3.740000831378681e-06,0,48,== Works == | === Discography ===
http://dbpedia.org/class/yago/Song107048000,http://dbpedia.org/resource/The_Irish_Rover,The Irish Rover,54,8,0.9999962600131502,3.740000831378681e-06,0,48,== Works == | === Discography ===
http://dbpedia.org/class/yago/WikicatFolkSongs,http://dbpedia.org/resource/The_Irish_Rover,The Irish Rover,54,8,0.9999962600131502,3.740000831378681e-06,0,48,== Works == | === Discography ===
http://dbpedia.org/class/yago/WikicatTheDublinersSongs,http://dbpedia.org/resource/The_Irish_Rover,The Irish Rover,54,8,0.9999962600131502,3.740000831378681e-06,0,48,== Works == | === Discography ===
http://dbpedia.org/class/yago/WikicatThePoguesSongs,http://dbpedia.org/resource/The_Irish_Rover,The Irish Rover,54,8,0.9999962600131502,3.740000831378681e-06,0,48,== Works == | === Discography ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Diarmuid_O'Neill,Diarmuid O'Neill,11,62,0.999999957005742,0.0,0,53,== Works == | === Discography ===
http://dbpedia.org/class/yago/WikicatPeopleKilledBySecurityForcesDuringTheTroubles(NorthernIreland),http://dbpedia.org/resource/Diarmuid_O'Neill,Diarmuid O'Neill,11,62,0.999999957005742,0.0,0,53,== Works == | === Discography ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Diarmuid_O'Neill,Diarmuid O'Neill,11,62,0.999999957005742,0.0,0,53,== Works == | === Discography ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Diarmuid_O'Neill,Diarmuid O'Neill,11,62,0.999999957005742,0.0,0,53,== Works == | === Discography ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Diarmuid_O'Neill,Diarmuid O'Neill,11,62,0.999999957005742,0.0,0,53,== Works == | === Discography ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Diarmuid_O'Neill,Diarmuid O'Neill,11,62,0.999999957005742,0.0,0,53,== Works == | === Discography ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Diarmuid_O'Neill,Diarmuid O'Neill,11,62,0.999999957005742,0.0,0,53,== Works == | === Discography ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Diarmuid_O'Neill,Diarmuid O'Neill,11,62,0.999999957005742,0.0,0,53,== Works == | === Discography ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Diarmuid_O'Neill,Diarmuid O'Neill,11,62,0.999999957005742,0.0,0,53,== Works == | === Discography ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Diarmuid_O'Neill,Diarmuid O'Neill,11,62,0.999999957005742,0.0,0,53,== Works == | === Discography ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Diarmuid_O'Neill,Diarmuid O'Neill,11,62,0.999999957005742,0.0,0,53,== Works == | === Discography ===
http://dbpedia.org/class/yago/WikicatEnglishPeopleOfIrishDescent,http://dbpedia.org/resource/Diarmuid_O'Neill,Diarmuid O'Neill,11,62,0.999999957005742,0.0,0,53,== Works == | === Discography ===
http://dbpedia.org/class/yago/WikicatPeopleEducatedAtLondonOratorySchool,http://dbpedia.org/resource/Diarmuid_O'Neill,Diarmuid O'Neill,11,62,0.999999957005742,0.0,0,53,== Works == | === Discography ===
http://dbpedia.org/class/yago/WikicatPeopleFromHammersmith,http://dbpedia.org/resource/Diarmuid_O'Neill,Diarmuid O'Neill,11,62,0.999999957005742,0.0,0,53,== Works == | === Discography ===
