types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/WikicatFrenchBalletDancers,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/WikicatFrenchChoreographers,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
http://dbpedia.org/class/yago/WikicatFrenchMaleDancers,http://dbpedia.org/resource/Lucien_Petipa,Lucien,42,53,0.8054810445463316,0.1733000028069552,1,11,== Biography == | ==== Operatic debut ====
