types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatConflictsIn2000,http://dbpedia.org/resource/2000_Camp_David_Summit,Camp David,172,106,0.9999971072506132,2.8916254904767338e-06,1,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/Conflict100958896,http://dbpedia.org/resource/2000_Camp_David_Summit,Camp David,172,106,0.9999971072506132,2.8916254904767338e-06,1,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/Document106470073,http://dbpedia.org/resource/2000_Camp_David_Summit,Camp David,172,106,0.9999971072506132,2.8916254904767338e-06,1,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/2000_Camp_David_Summit,Camp David,172,106,0.9999971072506132,2.8916254904767338e-06,1,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/Gathering107975026,http://dbpedia.org/resource/2000_Camp_David_Summit,Camp David,172,106,0.9999971072506132,2.8916254904767338e-06,1,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/2000_Camp_David_Summit,Camp David,172,106,0.9999971072506132,2.8916254904767338e-06,1,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/GroupAction101080366,http://dbpedia.org/resource/2000_Camp_David_Summit,Camp David,172,106,0.9999971072506132,2.8916254904767338e-06,1,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/LegalDocument106479665,http://dbpedia.org/resource/2000_Camp_David_Summit,Camp David,172,106,0.9999971072506132,2.8916254904767338e-06,1,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/Meeting108307589,http://dbpedia.org/resource/2000_Camp_David_Summit,Camp David,172,106,0.9999971072506132,2.8916254904767338e-06,1,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/2000_Camp_David_Summit,Camp David,172,106,0.9999971072506132,2.8916254904767338e-06,1,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/2000_Camp_David_Summit,Camp David,172,106,0.9999971072506132,2.8916254904767338e-06,1,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/2000_Camp_David_Summit,Camp David,172,106,0.9999971072506132,2.8916254904767338e-06,1,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/Statement106722453,http://dbpedia.org/resource/2000_Camp_David_Summit,Camp David,172,106,0.9999971072506132,2.8916254904767338e-06,1,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/Treaty106773434,http://dbpedia.org/resource/2000_Camp_David_Summit,Camp David,172,106,0.9999971072506132,2.8916254904767338e-06,1,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/Wikicat2000Conferences,http://dbpedia.org/resource/2000_Camp_David_Summit,Camp David,172,106,0.9999971072506132,2.8916254904767338e-06,1,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/Wikicat20th-centuryDiplomaticConferences,http://dbpedia.org/resource/2000_Camp_David_Summit,Camp David,172,106,0.9999971072506132,2.8916254904767338e-06,1,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/WikicatTreaties,http://dbpedia.org/resource/2000_Camp_David_Summit,Camp David,172,106,0.9999971072506132,2.8916254904767338e-06,1,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/ontology/OfficeHolder,http://dbpedia.org/resource/2000_Camp_David_Summit,Camp David,172,106,0.9999971072506132,2.8916254904767338e-06,1,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
