types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Calendar_of_saints,liturgical calendar,3810,46,0.4085916790163531,0.8061585149952248,8,20,== Biography == | === Later years ===
http://dbpedia.org/class/yago/Observation100879759,http://dbpedia.org/resource/Calendar_of_saints,liturgical calendar,3810,46,0.4085916790163531,0.8061585149952248,8,20,== Biography == | === Later years ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Calendar_of_saints,liturgical calendar,3810,46,0.4085916790163531,0.8061585149952248,8,20,== Biography == | === Later years ===
http://dbpedia.org/class/yago/Sensing100876874,http://dbpedia.org/resource/Calendar_of_saints,liturgical calendar,3810,46,0.4085916790163531,0.8061585149952248,8,20,== Biography == | === Later years ===
http://dbpedia.org/class/yago/SensoryActivity100876737,http://dbpedia.org/resource/Calendar_of_saints,liturgical calendar,3810,46,0.4085916790163531,0.8061585149952248,8,20,== Biography == | === Later years ===
http://dbpedia.org/class/yago/Structure105726345,http://dbpedia.org/resource/Calendar_of_saints,liturgical calendar,3810,46,0.4085916790163531,0.8061585149952248,8,20,== Biography == | === Later years ===
http://dbpedia.org/class/yago/TimeOff115118453,http://dbpedia.org/resource/Calendar_of_saints,liturgical calendar,3810,46,0.4085916790163531,0.8061585149952248,8,20,== Biography == | === Later years ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Calendar_of_saints,liturgical calendar,3810,46,0.4085916790163531,0.8061585149952248,8,20,== Biography == | === Later years ===
http://dbpedia.org/class/yago/TimeUnit115154774,http://dbpedia.org/resource/Calendar_of_saints,liturgical calendar,3810,46,0.4085916790163531,0.8061585149952248,8,20,== Biography == | === Later years ===
http://dbpedia.org/class/yago/Vacation115137890,http://dbpedia.org/resource/Calendar_of_saints,liturgical calendar,3810,46,0.4085916790163531,0.8061585149952248,8,20,== Biography == | === Later years ===
http://dbpedia.org/class/yago/WikicatObservances,http://dbpedia.org/resource/Calendar_of_saints,liturgical calendar,3810,46,0.4085916790163531,0.8061585149952248,8,20,== Biography == | === Later years ===
http://dbpedia.org/class/yago/WikicatSpecificCalendars,http://dbpedia.org/resource/Calendar_of_saints,liturgical calendar,3810,46,0.4085916790163531,0.8061585149952248,8,20,== Biography == | === Later years ===
