types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Albert_Lee,Albert Lee,372,577,1.0,1.3819038277552024e-35,3,6,== Career == | === 1960s ===
http://dbpedia.org/class/yago/Woman110787470,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://umbel.org/umbel/rc/Artist,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://umbel.org/umbel/rc/MusicalPerformer,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatMercuryRecordsArtists,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatMusiciansFromBerlin,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatPunkRockSingers,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatRockSingers,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatSingersFromBerlin,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Actor109765278,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Actress109767700,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Adult109605289,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Autobiographer109825296,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Biographer109855433,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Convert109962414,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Female109619168,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Presenter110466387,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Singer110599806,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Wikicat2004Singles,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatEnglish-languageSingersOfGermany,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatFemaleNewWaveSingers,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatFemalePunkRockSingers,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatFemaleRockSingers,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatGerman-languageSingers,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatGermanActresses,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatGermanAutobiographers,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatGermanFemaleSingers,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatGermanMusicians,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatGermanNewWaveMusicians,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatGermanPeopleOfJewishDescent,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatGermanPunkRockMusicians,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatGermanSingers,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatGermanTelevisionActors,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatGermanTelevisionPresenters,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatGermanVoiceActors,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatGothicRockMusicians,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatPeopleFromAnnaberg-Buchholz,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatPeopleFromBerlin,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatPeopleFromEastBerlin,http://dbpedia.org/resource/Nina_Hagen,Nina Hagen,455,177,0.9999999999997726,2.2023993432136931e-13,7,12,== Career == | === 1980s–1990s ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Happy_hardcore,UK Hardcore,219,25,0.9999999999998864,0.0,9,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Happy_hardcore,UK Hardcore,219,25,0.9999999999998864,0.0,9,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatHardcoreMusicGenres,http://dbpedia.org/resource/Happy_hardcore,UK Hardcore,219,25,0.9999999999998864,0.0,9,12,== Career == | === 1980s–1990s ===
http://umbel.org/umbel/rc/MusicalComposition,http://dbpedia.org/resource/Happy_hardcore,UK Hardcore,219,25,0.9999999999998864,0.0,9,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Happy_hardcore,UK Hardcore,219,25,0.9999999999998864,0.0,9,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Happy_hardcore,UK Hardcore,219,25,0.9999999999998864,0.0,9,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Happy_hardcore,UK Hardcore,219,25,0.9999999999998864,0.0,9,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Happy_hardcore,UK Hardcore,219,25,0.9999999999998864,0.0,9,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/Happy_hardcore,UK Hardcore,219,25,0.9999999999998864,0.0,9,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Manner104928903,http://dbpedia.org/resource/Happy_hardcore,UK Hardcore,219,25,0.9999999999998864,0.0,9,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/Happy_hardcore,UK Hardcore,219,25,0.9999999999998864,0.0,9,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/MusicGenre107071942,http://dbpedia.org/resource/Happy_hardcore,UK Hardcore,219,25,0.9999999999998864,0.0,9,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/Property104916342,http://dbpedia.org/resource/Happy_hardcore,UK Hardcore,219,25,0.9999999999998864,0.0,9,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatElectronicMusicGenres,http://dbpedia.org/resource/Happy_hardcore,UK Hardcore,219,25,0.9999999999998864,0.0,9,12,== Career == | === 1980s–1990s ===
http://dbpedia.org/class/yago/WikicatEnglishStylesOfMusic,http://dbpedia.org/resource/Happy_hardcore,UK Hardcore,219,25,0.9999999999998864,0.0,9,12,== Career == | === 1980s–1990s ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/David_Mindel,David Mindel,8,68,1.0,0.0,9,15,== Career == | === 2000s ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/David_Mindel,David Mindel,8,68,1.0,0.0,9,15,== Career == | === 2000s ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/WikicatAlbumsProducedByPatrickLeonard,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/WikicatAlbumsProducedByRogerWaters,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/ontology/Album,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/WikicatColumbiaRecordsAlbums,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/WikicatConceptAlbums,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://umbel.org/umbel/rc/Album_IBO,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://umbel.org/umbel/rc/MusicalComposition,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/WikicatRockAlbums,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/WikicatRogerWatersAlbums,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/WikicatRogerWatersSongs,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/Album106591815,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/ConceptAlbum106592078,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/MusicalComposition107037465,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/Recording104063661,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/Song107048000,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/Wikicat1992Albums,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/Wikicat1992Songs,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
http://dbpedia.org/class/yago/WikicatSongRecordingsProducedByRogerWaters,http://dbpedia.org/resource/Amused_to_Death,Amused To Death,85,0,1.0,0.0,0,69,== Discography == | === Other appearances ===
