types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Springett_Penn_(II),Springett,5,83,0.8350646196036073,0.0,1,6,== Career == | === Touring ===
http://dbpedia.org/class/yago/WikicatLatinMottos,http://dbpedia.org/resource/Esse_quam_videri,Esse Quam Videri,10,93,1.0,0.0,9,10,== Career == | === Recording ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Esse_quam_videri,Esse Quam Videri,10,93,1.0,0.0,9,10,== Career == | === Recording ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Esse_quam_videri,Esse Quam Videri,10,93,1.0,0.0,9,10,== Career == | === Recording ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Esse_quam_videri,Esse Quam Videri,10,93,1.0,0.0,9,10,== Career == | === Recording ===
http://dbpedia.org/class/yago/Motto107152259,http://dbpedia.org/resource/Esse_quam_videri,Esse Quam Videri,10,93,1.0,0.0,9,10,== Career == | === Recording ===
http://dbpedia.org/class/yago/Saying107151380,http://dbpedia.org/resource/Esse_quam_videri,Esse Quam Videri,10,93,1.0,0.0,9,10,== Career == | === Recording ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Esse_quam_videri,Esse Quam Videri,10,93,1.0,0.0,9,10,== Career == | === Recording ===
http://dbpedia.org/class/yago/Speech107109196,http://dbpedia.org/resource/Esse_quam_videri,Esse Quam Videri,10,93,1.0,0.0,9,10,== Career == | === Recording ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Esse_quam_videri,Esse Quam Videri,10,93,1.0,0.0,9,10,== Career == | === Recording ===
http://dbpedia.org/class/yago/WikicatStateMottosOfTheUnitedStates,http://dbpedia.org/resource/Esse_quam_videri,Esse Quam Videri,10,93,1.0,0.0,9,10,== Career == | === Recording ===
http://dbpedia.org/class/yago/WikicatSymbolsOfNorthCarolina,http://dbpedia.org/resource/Esse_quam_videri,Esse Quam Videri,10,93,1.0,0.0,9,10,== Career == | === Recording ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Gooseberry_Sound_Studios,Gooseberry Sound Studios,17,141,1.0,0.0,9,10,== Career == | === Recording ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Iain_Scott,Iain Scott,4,134,0.9999999999998864,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/ontology/SoccerManager,http://dbpedia.org/resource/Iain_Scott,Iain Scott,4,134,0.9999999999998864,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Iain_Scott,Iain Scott,4,134,0.9999999999998864,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Iain_Scott,Iain Scott,4,134,0.9999999999998864,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Iain_Scott,Iain Scott,4,134,0.9999999999998864,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/WikicatScottishFootballLeagueManagers,http://dbpedia.org/resource/Iain_Scott,Iain Scott,4,134,0.9999999999998864,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/Administrator109770949,http://dbpedia.org/resource/Iain_Scott,Iain Scott,4,134,0.9999999999998864,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Iain_Scott,Iain Scott,4,134,0.9999999999998864,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/Director110014939,http://dbpedia.org/resource/Iain_Scott,Iain Scott,4,134,0.9999999999998864,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/Head110162991,http://dbpedia.org/resource/Iain_Scott,Iain Scott,4,134,0.9999999999998864,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/Leader109623038,http://dbpedia.org/resource/Iain_Scott,Iain Scott,4,134,0.9999999999998864,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Iain_Scott,Iain Scott,4,134,0.9999999999998864,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Iain_Scott,Iain Scott,4,134,0.9999999999998864,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Iain_Scott,Iain Scott,4,134,0.9999999999998864,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Iain_Scott,Iain Scott,4,134,0.9999999999998864,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Iain_Scott,Iain Scott,4,134,0.9999999999998864,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Iain_Scott,Iain Scott,4,134,0.9999999999998864,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/WikicatEnglishFootballManagers,http://dbpedia.org/resource/Iain_Scott,Iain Scott,4,134,0.9999999999998864,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/resource/BassTech,BassTech,2,147,0.6694424915962199,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/BassTech,BassTech,2,147,0.6694424915962199,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/BassTech,BassTech,2,147,0.6694424915962199,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/BassTech,BassTech,2,147,0.6694424915962199,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/Action100037396,http://dbpedia.org/resource/BassTech,BassTech,2,147,0.6694424915962199,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/Beginning100235435,http://dbpedia.org/resource/BassTech,BassTech,2,147,0.6694424915962199,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/Change100191142,http://dbpedia.org/resource/BassTech,BassTech,2,147,0.6694424915962199,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/ChangeOfState100199130,http://dbpedia.org/resource/BassTech,BassTech,2,147,0.6694424915962199,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/BassTech,BassTech,2,147,0.6694424915962199,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/Introduction100238022,http://dbpedia.org/resource/BassTech,BassTech,2,147,0.6694424915962199,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/BassTech,BassTech,2,147,0.6694424915962199,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/Wikicat2006AmericanTelevisionSeriesDebuts,http://dbpedia.org/resource/BassTech,BassTech,2,147,0.6694424915962199,0.0,0,18,== Career == | === Academia ===
http://dbpedia.org/ontology/GolfCourse,http://dbpedia.org/resource/Foundation_programme,foundation programme,44,49,0.999999999999261,0.0,1,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/WikicatCurricula,http://dbpedia.org/resource/Foundation_programme,foundation programme,44,49,0.999999999999261,0.0,1,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Foundation_programme,foundation programme,44,49,0.999999999999261,0.0,1,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Foundation_programme,foundation programme,44,49,0.999999999999261,0.0,1,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/CourseOfStudy106676416,http://dbpedia.org/resource/Foundation_programme,foundation programme,44,49,0.999999999999261,0.0,1,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/Information106634376,http://dbpedia.org/resource/Foundation_programme,foundation programme,44,49,0.999999999999261,0.0,1,18,== Career == | === Academia ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Foundation_programme,foundation programme,44,49,0.999999999999261,0.0,1,18,== Career == | === Academia ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Otago_University_Students'_Association,OUSA,25,64,0.9982249357943678,0.0017782206614749,0,21,== Career == | === Academia ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Otago_University_Students'_Association,OUSA,25,64,0.9982249357943678,0.0017782206614749,0,21,== Career == | === Academia ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Otago_University_Students'_Association,OUSA,25,64,0.9982249357943678,0.0017782206614749,0,21,== Career == | === Academia ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Otago_University_Students'_Association,OUSA,25,64,0.9982249357943678,0.0017782206614749,0,21,== Career == | === Academia ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Otago_University_Students'_Association,OUSA,25,64,0.9982249357943678,0.0017782206614749,0,21,== Career == | === Academia ===
http://dbpedia.org/class/yago/Association108049401,http://dbpedia.org/resource/Otago_University_Students'_Association,OUSA,25,64,0.9982249357943678,0.0017782206614749,0,21,== Career == | === Academia ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Otago_University_Students'_Association,OUSA,25,64,0.9982249357943678,0.0017782206614749,0,21,== Career == | === Academia ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Otago_University_Students'_Association,OUSA,25,64,0.9982249357943678,0.0017782206614749,0,21,== Career == | === Academia ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Otago_University_Students'_Association,OUSA,25,64,0.9982249357943678,0.0017782206614749,0,21,== Career == | === Academia ===
http://dbpedia.org/class/yago/Union108233056,http://dbpedia.org/resource/Otago_University_Students'_Association,OUSA,25,64,0.9982249357943678,0.0017782206614749,0,21,== Career == | === Academia ===
http://dbpedia.org/class/yago/WikicatStudents'AssociationsInNewZealand,http://dbpedia.org/resource/Otago_University_Students'_Association,OUSA,25,64,0.9982249357943678,0.0017782206614749,0,21,== Career == | === Academia ===
