types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatArchaeologicalSitesInTheUnitedKingdom,http://dbpedia.org/resource/Crannog,Crannog,361,0,0.9999999032665888,0.0,0,13,== Discography == | === Selected credits ===
http://dbpedia.org/class/yago/Land109334396,http://dbpedia.org/resource/Crannog,Crannog,361,0,0.9999999032665888,0.0,0,13,== Discography == | === Selected credits ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Crannog,Crannog,361,0,0.9999999032665888,0.0,0,13,== Discography == | === Selected credits ===
http://dbpedia.org/class/yago/MilitaryInstallation103763133,http://dbpedia.org/resource/Crannog,Crannog,361,0,0.9999999032665888,0.0,0,13,== Discography == | === Selected credits ===
http://dbpedia.org/class/yago/MilitaryPost103763403,http://dbpedia.org/resource/Crannog,Crannog,361,0,0.9999999032665888,0.0,0,13,== Discography == | === Selected credits ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Crannog,Crannog,361,0,0.9999999032665888,0.0,0,13,== Discography == | === Selected credits ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Crannog,Crannog,361,0,0.9999999032665888,0.0,0,13,== Discography == | === Selected credits ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Crannog,Crannog,361,0,0.9999999032665888,0.0,0,13,== Discography == | === Selected credits ===
http://dbpedia.org/class/yago/Site108651247,http://dbpedia.org/resource/Crannog,Crannog,361,0,0.9999999032665888,0.0,0,13,== Discography == | === Selected credits ===
http://dbpedia.org/class/yago/Tract108673395,http://dbpedia.org/resource/Crannog,Crannog,361,0,0.9999999032665888,0.0,0,13,== Discography == | === Selected credits ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Crannog,Crannog,361,0,0.9999999032665888,0.0,0,13,== Discography == | === Selected credits ===
http://dbpedia.org/class/yago/WikicatFortsInIreland,http://dbpedia.org/resource/Crannog,Crannog,361,0,0.9999999032665888,0.0,0,13,== Discography == | === Selected credits ===
http://dbpedia.org/class/yago/WikicatFortsInScotland,http://dbpedia.org/resource/Crannog,Crannog,361,0,0.9999999032665888,0.0,0,13,== Discography == | === Selected credits ===
http://dbpedia.org/class/yago/WikicatStoneAgeSitesInScotland,http://dbpedia.org/resource/Crannog,Crannog,361,0,0.9999999032665888,0.0,0,13,== Discography == | === Selected credits ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Flying_Horse_Records,Flying Horse,32,31,0.9999999989571792,0.0,0,14,== Discography == | === Selected credits ===
http://dbpedia.org/class/yago/WikicatAmericanRecordLabels,http://dbpedia.org/resource/Flying_Horse_Records,Flying Horse,32,31,0.9999999989571792,0.0,0,14,== Discography == | === Selected credits ===
http://dbpedia.org/ontology/RecordLabel,http://dbpedia.org/resource/Flying_Horse_Records,Flying Horse,32,31,0.9999999989571792,0.0,0,14,== Discography == | === Selected credits ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Flying_Horse_Records,Flying Horse,32,31,0.9999999989571792,0.0,0,14,== Discography == | === Selected credits ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Flying_Horse_Records,Flying Horse,32,31,0.9999999989571792,0.0,0,14,== Discography == | === Selected credits ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Flying_Horse_Records,Flying Horse,32,31,0.9999999989571792,0.0,0,14,== Discography == | === Selected credits ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Flying_Horse_Records,Flying Horse,32,31,0.9999999989571792,0.0,0,14,== Discography == | === Selected credits ===
http://dbpedia.org/class/yago/Company108058098,http://dbpedia.org/resource/Flying_Horse_Records,Flying Horse,32,31,0.9999999989571792,0.0,0,14,== Discography == | === Selected credits ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Flying_Horse_Records,Flying Horse,32,31,0.9999999989571792,0.0,0,14,== Discography == | === Selected credits ===
http://dbpedia.org/class/yago/Institution108053576,http://dbpedia.org/resource/Flying_Horse_Records,Flying Horse,32,31,0.9999999989571792,0.0,0,14,== Discography == | === Selected credits ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Flying_Horse_Records,Flying Horse,32,31,0.9999999989571792,0.0,0,14,== Discography == | === Selected credits ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Flying_Horse_Records,Flying Horse,32,31,0.9999999989571792,0.0,0,14,== Discography == | === Selected credits ===
