types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Médecins_Sans_Frontières,Doctors Without Borders,1399,52,0.9999999999999858,0.0,4,6,== Career == | === Solo work ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Médecins_Sans_Frontières,Doctors Without Borders,1399,52,0.9999999999999858,0.0,4,6,== Career == | === Solo work ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Médecins_Sans_Frontières,Doctors Without Borders,1399,52,0.9999999999999858,0.0,4,6,== Career == | === Solo work ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Médecins_Sans_Frontières,Doctors Without Borders,1399,52,0.9999999999999858,0.0,4,6,== Career == | === Solo work ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Médecins_Sans_Frontières,Doctors Without Borders,1399,52,0.9999999999999858,0.0,4,6,== Career == | === Solo work ===
http://dbpedia.org/class/yago/Alliance108293982,http://dbpedia.org/resource/Médecins_Sans_Frontières,Doctors Without Borders,1399,52,0.9999999999999858,0.0,4,6,== Career == | === Solo work ===
http://dbpedia.org/class/yago/Charity108406619,http://dbpedia.org/resource/Médecins_Sans_Frontières,Doctors Without Borders,1399,52,0.9999999999999858,0.0,4,6,== Career == | === Solo work ===
http://dbpedia.org/class/yago/FinancialInstitution108054721,http://dbpedia.org/resource/Médecins_Sans_Frontières,Doctors Without Borders,1399,52,0.9999999999999858,0.0,4,6,== Career == | === Solo work ===
http://dbpedia.org/class/yago/Foundation108406486,http://dbpedia.org/resource/Médecins_Sans_Frontières,Doctors Without Borders,1399,52,0.9999999999999858,0.0,4,6,== Career == | === Solo work ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Médecins_Sans_Frontières,Doctors Without Borders,1399,52,0.9999999999999858,0.0,4,6,== Career == | === Solo work ===
http://dbpedia.org/class/yago/Institution108053576,http://dbpedia.org/resource/Médecins_Sans_Frontières,Doctors Without Borders,1399,52,0.9999999999999858,0.0,4,6,== Career == | === Solo work ===
http://dbpedia.org/class/yago/NongovernmentalOrganization108009834,http://dbpedia.org/resource/Médecins_Sans_Frontières,Doctors Without Borders,1399,52,0.9999999999999858,0.0,4,6,== Career == | === Solo work ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Médecins_Sans_Frontières,Doctors Without Borders,1399,52,0.9999999999999858,0.0,4,6,== Career == | === Solo work ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Médecins_Sans_Frontières,Doctors Without Borders,1399,52,0.9999999999999858,0.0,4,6,== Career == | === Solo work ===
http://dbpedia.org/class/yago/WikicatNon-governmentalOrganizations,http://dbpedia.org/resource/Médecins_Sans_Frontières,Doctors Without Borders,1399,52,0.9999999999999858,0.0,4,6,== Career == | === Solo work ===
http://dbpedia.org/class/yago/WikicatNon-profitOrganizations,http://dbpedia.org/resource/Médecins_Sans_Frontières,Doctors Without Borders,1399,52,0.9999999999999858,0.0,4,6,== Career == | === Solo work ===
http://dbpedia.org/class/yago/WikicatOrganisationsBasedInGeneva,http://dbpedia.org/resource/Médecins_Sans_Frontières,Doctors Without Borders,1399,52,0.9999999999999858,0.0,4,6,== Career == | === Solo work ===
http://dbpedia.org/class/yago/WikicatOrganizationsEstablishedIn1971,http://dbpedia.org/resource/Médecins_Sans_Frontières,Doctors Without Borders,1399,52,0.9999999999999858,0.0,4,6,== Career == | === Solo work ===
http://dbpedia.org/class/yago/WikicatOrganizationsWithGeneralConsultativeStatusToTheUnitedNationsEconomicAndSocialCouncil,http://dbpedia.org/resource/Médecins_Sans_Frontières,Doctors Without Borders,1399,52,0.9999999999999858,0.0,4,6,== Career == | === Solo work ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/The_Flies,Les Mouches,45,149,0.9999999999992896,0.0,10,10,== Career == | === Solo work ===
http://dbpedia.org/class/yago/WikicatPlaysByJean-PaulSartre,http://dbpedia.org/resource/The_Flies,Les Mouches,45,149,0.9999999999992896,0.0,10,10,== Career == | === Solo work ===
http://dbpedia.org/ontology/Play,http://dbpedia.org/resource/The_Flies,Les Mouches,45,149,0.9999999999992896,0.0,10,10,== Career == | === Solo work ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/The_Flies,Les Mouches,45,149,0.9999999999992896,0.0,10,10,== Career == | === Solo work ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/The_Flies,Les Mouches,45,149,0.9999999999992896,0.0,10,10,== Career == | === Solo work ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/The_Flies,Les Mouches,45,149,0.9999999999992896,0.0,10,10,== Career == | === Solo work ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/The_Flies,Les Mouches,45,149,0.9999999999992896,0.0,10,10,== Career == | === Solo work ===
http://dbpedia.org/class/yago/DramaticComposition107007684,http://dbpedia.org/resource/The_Flies,Les Mouches,45,149,0.9999999999992896,0.0,10,10,== Career == | === Solo work ===
http://dbpedia.org/class/yago/Play107007945,http://dbpedia.org/resource/The_Flies,Les Mouches,45,149,0.9999999999992896,0.0,10,10,== Career == | === Solo work ===
http://dbpedia.org/class/yago/Wikicat1943Plays,http://dbpedia.org/resource/The_Flies,Les Mouches,45,149,0.9999999999992896,0.0,10,10,== Career == | === Solo work ===
http://dbpedia.org/class/yago/Wikicat20th-centuryPlays,http://dbpedia.org/resource/The_Flies,Les Mouches,45,149,0.9999999999992896,0.0,10,10,== Career == | === Solo work ===
http://dbpedia.org/class/yago/WikicatFrench-languagePlays,http://dbpedia.org/resource/The_Flies,Les Mouches,45,149,0.9999999999992896,0.0,10,10,== Career == | === Solo work ===
http://dbpedia.org/class/yago/WikicatFrenchPlays,http://dbpedia.org/resource/The_Flies,Les Mouches,45,149,0.9999999999992896,0.0,10,10,== Career == | === Solo work ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Anton_Sanko,Anton Sanko,15,124,1.0,0.0,4,14,== Career == | === Other contributions ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Anton_Sanko,Anton Sanko,15,124,1.0,0.0,4,14,== Career == | === Other contributions ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Spaceship_Earth,Spaceship Earth,95,0,0.9999997723792236,2.241720106050469e-07,0,31,== Discography == | ==== Soundtrack albums ====
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/resource/System_Wide_Information_Management,SWIM,21,38,0.9999999999498356,0.0,0,52,== Discography == | ==== Various songs ====
http://dbpedia.org/class/yago/WikicatInformationSystems,http://dbpedia.org/resource/System_Wide_Information_Management,SWIM,21,38,0.9999999999498356,0.0,0,52,== Discography == | ==== Various songs ====
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/System_Wide_Information_Management,SWIM,21,38,0.9999999999498356,0.0,0,52,== Discography == | ==== Various songs ====
http://dbpedia.org/class/yago/DataSystem103164344,http://dbpedia.org/resource/System_Wide_Information_Management,SWIM,21,38,0.9999999999498356,0.0,0,52,== Discography == | ==== Various songs ====
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/System_Wide_Information_Management,SWIM,21,38,0.9999999999498356,0.0,0,52,== Discography == | ==== Various songs ====
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/System_Wide_Information_Management,SWIM,21,38,0.9999999999498356,0.0,0,52,== Discography == | ==== Various songs ====
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/System_Wide_Information_Management,SWIM,21,38,0.9999999999498356,0.0,0,52,== Discography == | ==== Various songs ====
http://dbpedia.org/class/yago/System104377057,http://dbpedia.org/resource/System_Wide_Information_Management,SWIM,21,38,0.9999999999498356,0.0,0,52,== Discography == | ==== Various songs ====
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/System_Wide_Information_Management,SWIM,21,38,0.9999999999498356,0.0,0,52,== Discography == | ==== Various songs ====
