types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Devin_Robinson,Devin Robinson,8,152,0.9999999999986926,0.0,0,7,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Exploits_Valley,Exploits Valley,7,115,1.0,0.0,0,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Exploits_Valley,Exploits Valley,7,115,1.0,0.0,0,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Valley109468604,http://dbpedia.org/resource/Exploits_Valley,Exploits Valley,7,115,1.0,0.0,0,8,== Music career == | === 2008–2012 ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Mary_Barry,Mary Barry,8,81,1.0,0.0,4,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Mary_Barry,Mary Barry,8,81,1.0,0.0,4,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/WikicatCanadianFemaleSingers,http://dbpedia.org/resource/Mary_Barry,Mary Barry,8,81,1.0,0.0,4,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/WikicatCanadianJazzSingers,http://dbpedia.org/resource/Mary_Barry,Mary Barry,8,81,1.0,0.0,4,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Mary_Barry,Mary Barry,8,81,1.0,0.0,4,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Mary_Barry,Mary Barry,8,81,1.0,0.0,4,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Mary_Barry,Mary Barry,8,81,1.0,0.0,4,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/WikicatMusiciansFromNewfoundlandAndLabrador,http://dbpedia.org/resource/Mary_Barry,Mary Barry,8,81,1.0,0.0,4,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Mary_Barry,Mary Barry,8,81,1.0,0.0,4,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Mary_Barry,Mary Barry,8,81,1.0,0.0,4,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Mary_Barry,Mary Barry,8,81,1.0,0.0,4,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Mary_Barry,Mary Barry,8,81,1.0,0.0,4,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Mary_Barry,Mary Barry,8,81,1.0,0.0,4,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Mary_Barry,Mary Barry,8,81,1.0,0.0,4,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Mary_Barry,Mary Barry,8,81,1.0,0.0,4,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Mary_Barry,Mary Barry,8,81,1.0,0.0,4,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Mary_Barry,Mary Barry,8,81,1.0,0.0,4,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Mary_Barry,Mary Barry,8,81,1.0,0.0,4,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Mary_Barry,Mary Barry,8,81,1.0,0.0,4,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Mary_Barry,Mary Barry,8,81,1.0,0.0,4,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Singer110599806,http://dbpedia.org/resource/Mary_Barry,Mary Barry,8,81,1.0,0.0,4,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Mary_Barry,Mary Barry,8,81,1.0,0.0,4,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/WikicatFemaleJazzSingers,http://dbpedia.org/resource/Mary_Barry,Mary Barry,8,81,1.0,0.0,4,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/WikicatFrench-languageSingersOfCanada,http://dbpedia.org/resource/Mary_Barry,Mary Barry,8,81,1.0,0.0,4,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/WikicatBooksAboutSpirituality,http://dbpedia.org/resource/Knowing_God,knowing God,14,50,0.999999999944066,0.0,8,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/WikicatBritishNon-fictionBooks,http://dbpedia.org/resource/Knowing_God,knowing God,14,50,0.999999999944066,0.0,8,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Work104599396,http://dbpedia.org/resource/Knowing_God,knowing God,14,50,0.999999999944066,0.0,8,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Knowing_God,knowing God,14,50,0.999999999944066,0.0,8,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Book106410904,http://dbpedia.org/resource/Knowing_God,knowing God,14,50,0.999999999944066,0.0,8,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Knowing_God,knowing God,14,50,0.999999999944066,0.0,8,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Knowing_God,knowing God,14,50,0.999999999944066,0.0,8,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Knowing_God,knowing God,14,50,0.999999999944066,0.0,8,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Knowing_God,knowing God,14,50,0.999999999944066,0.0,8,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Publication106589574,http://dbpedia.org/resource/Knowing_God,knowing God,14,50,0.999999999944066,0.0,8,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Knowing_God,knowing God,14,50,0.999999999944066,0.0,8,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Wikicat1973Books,http://dbpedia.org/resource/Knowing_God,knowing God,14,50,0.999999999944066,0.0,8,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/WikicatIceHockeyTournamentsInCanada,http://dbpedia.org/resource/Juno_Cup,Juno Cup,16,25,1.0,0.0,20,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/WikicatJunoAwards,http://dbpedia.org/resource/Juno_Cup,Juno Cup,16,25,1.0,0.0,20,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/ontology/VideoGame,http://dbpedia.org/resource/Juno_Cup,Juno Cup,16,25,1.0,0.0,20,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Juno_Cup,Juno Cup,16,25,1.0,0.0,20,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Juno_Cup,Juno Cup,16,25,1.0,0.0,20,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Award106696483,http://dbpedia.org/resource/Juno_Cup,Juno Cup,16,25,1.0,0.0,20,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Juno_Cup,Juno Cup,16,25,1.0,0.0,20,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Contest107456188,http://dbpedia.org/resource/Juno_Cup,Juno Cup,16,25,1.0,0.0,20,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Juno_Cup,Juno Cup,16,25,1.0,0.0,20,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Juno_Cup,Juno Cup,16,25,1.0,0.0,20,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Juno_Cup,Juno Cup,16,25,1.0,0.0,20,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Juno_Cup,Juno Cup,16,25,1.0,0.0,20,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Juno_Cup,Juno Cup,16,25,1.0,0.0,20,8,== Music career == | === 2008–2012 ===
http://dbpedia.org/class/yago/Tournament107464725,http://dbpedia.org/resource/Juno_Cup,Juno Cup,16,25,1.0,0.0,20,8,== Music career == | === 2008–2012 ===
