types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/University,http://dbpedia.org/resource/Industrial_training_institute,ITI,100,34,0.6719598889868952,0.239410047585228,0,94,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Female109619168,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/FolkSinger110099093,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Guitarist110151760,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Singer110599806,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatFolkSingers,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Finn_Salomonsen,Salomonsen,36,6,0.9999999019839596,0.0,0,150,== Discography == | === As sideman ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Finn_Salomonsen,Salomonsen,36,6,0.9999999019839596,0.0,0,150,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatDanishOrnithologists,http://dbpedia.org/resource/Finn_Salomonsen,Salomonsen,36,6,0.9999999019839596,0.0,0,150,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Finn_Salomonsen,Salomonsen,36,6,0.9999999019839596,0.0,0,150,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Finn_Salomonsen,Salomonsen,36,6,0.9999999019839596,0.0,0,150,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Zoologist110806222,http://dbpedia.org/resource/Finn_Salomonsen,Salomonsen,36,6,0.9999999019839596,0.0,0,150,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Biologist109855630,http://dbpedia.org/resource/Finn_Salomonsen,Salomonsen,36,6,0.9999999019839596,0.0,0,150,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Finn_Salomonsen,Salomonsen,36,6,0.9999999019839596,0.0,0,150,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Finn_Salomonsen,Salomonsen,36,6,0.9999999019839596,0.0,0,150,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Finn_Salomonsen,Salomonsen,36,6,0.9999999019839596,0.0,0,150,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Finn_Salomonsen,Salomonsen,36,6,0.9999999019839596,0.0,0,150,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Ornithologist110384214,http://dbpedia.org/resource/Finn_Salomonsen,Salomonsen,36,6,0.9999999019839596,0.0,0,150,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Finn_Salomonsen,Salomonsen,36,6,0.9999999019839596,0.0,0,150,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Finn_Salomonsen,Salomonsen,36,6,0.9999999019839596,0.0,0,150,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Scientist110560637,http://dbpedia.org/resource/Finn_Salomonsen,Salomonsen,36,6,0.9999999019839596,0.0,0,150,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Finn_Salomonsen,Salomonsen,36,6,0.9999999019839596,0.0,0,150,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatOrnithologists,http://dbpedia.org/resource/Finn_Salomonsen,Salomonsen,36,6,0.9999999019839596,0.0,0,150,== Discography == | === As sideman ===
