types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/ShakespeaRe-Told,Much Ado About Nothing,50,61,0.9847844647247764,0.0153680136782595,2,13,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Movie106613686,http://dbpedia.org/resource/ShakespeaRe-Told,Much Ado About Nothing,50,61,0.9847844647247764,0.0153680136782595,2,13,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/ShakespeaRe-Told,Much Ado About Nothing,50,61,0.9847844647247764,0.0153680136782595,2,13,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Oeuvre103841417,http://dbpedia.org/resource/ShakespeaRe-Told,Much Ado About Nothing,50,61,0.9847844647247764,0.0153680136782595,2,13,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/ShakespeaRe-Told,Much Ado About Nothing,50,61,0.9847844647247764,0.0153680136782595,2,13,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/ShakespeaRe-Told,Much Ado About Nothing,50,61,0.9847844647247764,0.0153680136782595,2,13,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/ShakespeaRe-Told,Much Ado About Nothing,50,61,0.9847844647247764,0.0153680136782595,2,13,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Show106619065,http://dbpedia.org/resource/ShakespeaRe-Told,Much Ado About Nothing,50,61,0.9847844647247764,0.0153680136782595,2,13,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/ShakespeaRe-Told,Much Ado About Nothing,50,61,0.9847844647247764,0.0153680136782595,2,13,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/ShakespeaRe-Told,Much Ado About Nothing,50,61,0.9847844647247764,0.0153680136782595,2,13,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/WikicatFilmsBasedOnWorksByWilliamShakespeare,http://dbpedia.org/resource/ShakespeaRe-Told,Much Ado About Nothing,50,61,0.9847844647247764,0.0153680136782595,2,13,== Acting career == | === Screen ===
http://dbpedia.org/ontology/Work,http://dbpedia.org/resource/Ninth_Doctor,ninth incarnation,414,189,1.0,0.0,0,14,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Ninth_Doctor,ninth incarnation,414,189,1.0,0.0,0,14,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Ninth_Doctor,ninth incarnation,414,189,1.0,0.0,0,14,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Ninth_Doctor,ninth incarnation,414,189,1.0,0.0,0,14,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Ninth_Doctor,ninth incarnation,414,189,1.0,0.0,0,14,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/FictionalCharacter109587565,http://dbpedia.org/resource/Ninth_Doctor,ninth incarnation,414,189,1.0,0.0,0,14,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/ImaginaryBeing109483738,http://dbpedia.org/resource/Ninth_Doctor,ninth incarnation,414,189,1.0,0.0,0,14,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Imagination105625465,http://dbpedia.org/resource/Ninth_Doctor,ninth incarnation,414,189,1.0,0.0,0,14,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Ninth_Doctor,ninth incarnation,414,189,1.0,0.0,0,14,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/WikicatFictionalCharactersIntroducedIn2005,http://dbpedia.org/resource/Ninth_Doctor,ninth incarnation,414,189,1.0,0.0,0,14,== Acting career == | === Screen ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Robin_Shepperd,Robin Sheppard,7,98,1.0,0.0,8,17,== Acting career == | === Screen ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Robin_Shepperd,Robin Sheppard,7,98,1.0,0.0,8,17,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Robin_Shepperd,Robin Sheppard,7,98,1.0,0.0,8,17,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Robin_Shepperd,Robin Sheppard,7,98,1.0,0.0,8,17,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Robin_Shepperd,Robin Sheppard,7,98,1.0,0.0,8,17,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Robin_Shepperd,Robin Sheppard,7,98,1.0,0.0,8,17,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Robin_Shepperd,Robin Sheppard,7,98,1.0,0.0,8,17,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Robin_Shepperd,Robin Sheppard,7,98,1.0,0.0,8,17,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Robin_Shepperd,Robin Sheppard,7,98,1.0,0.0,8,17,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Robin_Shepperd,Robin Sheppard,7,98,1.0,0.0,8,17,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Robin_Shepperd,Robin Sheppard,7,98,1.0,0.0,8,17,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Robin_Shepperd,Robin Sheppard,7,98,1.0,0.0,8,17,== Acting career == | === Screen ===
http://dbpedia.org/ontology/Device,http://dbpedia.org/resource/Sentient_weapon,sentient weapon,2,113,0.9999990218790296,0.0,10,17,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/WikicatMythologicalWeapons,http://dbpedia.org/resource/Sentient_weapon,sentient weapon,2,113,0.9999990218790296,0.0,10,17,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Sentient_weapon,sentient weapon,2,113,0.9999990218790296,0.0,10,17,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Sentient_weapon,sentient weapon,2,113,0.9999990218790296,0.0,10,17,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Instrument103574816,http://dbpedia.org/resource/Sentient_weapon,sentient weapon,2,113,0.9999990218790296,0.0,10,17,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Sentient_weapon,sentient weapon,2,113,0.9999990218790296,0.0,10,17,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Sentient_weapon,sentient weapon,2,113,0.9999990218790296,0.0,10,17,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Sentient_weapon,sentient weapon,2,113,0.9999990218790296,0.0,10,17,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Weapon104565375,http://dbpedia.org/resource/Sentient_weapon,sentient weapon,2,113,0.9999990218790296,0.0,10,17,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Sentient_weapon,sentient weapon,2,113,0.9999990218790296,0.0,10,17,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/WikicatFictionalWeapons,http://dbpedia.org/resource/Sentient_weapon,sentient weapon,2,113,0.9999990218790296,0.0,10,17,== Acting career == | === Screen ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/WikicatAlumniOfTheCentralSchoolOfSpeechAndDrama,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Actor109765278,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Alumnus109786338,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Intellectual109621545,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Scholar110557854,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Wikicat20th-centuryBritishMaleActors,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Wikicat21st-centuryBritishMaleActors,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/WikicatEnglishFilmActors,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/WikicatEnglishMaleFilmActors,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/WikicatEnglishMaleStageActors,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/WikicatEnglishMaleTelevisionActors,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/WikicatEnglishStageActors,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/WikicatEnglishTelevisionActors,http://dbpedia.org/resource/Shaun_Dingwall,Shaun Dingwall,61,104,1.0,0.0,4,19,== Acting career == | === Screen ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Lucy_Prebble,Lucy Prebble,51,82,1.0,0.0,2,20,== Acting career == | === Screen ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Lucy_Prebble,Lucy Prebble,51,82,1.0,0.0,2,20,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/WikicatBritishScreenwriters,http://dbpedia.org/resource/Lucy_Prebble,Lucy Prebble,51,82,1.0,0.0,2,20,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/Lucy_Prebble,Lucy Prebble,51,82,1.0,0.0,2,20,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Lucy_Prebble,Lucy Prebble,51,82,1.0,0.0,2,20,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Lucy_Prebble,Lucy Prebble,51,82,1.0,0.0,2,20,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Lucy_Prebble,Lucy Prebble,51,82,1.0,0.0,2,20,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Lucy_Prebble,Lucy Prebble,51,82,1.0,0.0,2,20,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Lucy_Prebble,Lucy Prebble,51,82,1.0,0.0,2,20,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Dramatist110030277,http://dbpedia.org/resource/Lucy_Prebble,Lucy Prebble,51,82,1.0,0.0,2,20,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Lucy_Prebble,Lucy Prebble,51,82,1.0,0.0,2,20,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Lucy_Prebble,Lucy Prebble,51,82,1.0,0.0,2,20,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Lucy_Prebble,Lucy Prebble,51,82,1.0,0.0,2,20,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Lucy_Prebble,Lucy Prebble,51,82,1.0,0.0,2,20,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Lucy_Prebble,Lucy Prebble,51,82,1.0,0.0,2,20,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Screenwriter110564400,http://dbpedia.org/resource/Lucy_Prebble,Lucy Prebble,51,82,1.0,0.0,2,20,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Scriptwriter110564905,http://dbpedia.org/resource/Lucy_Prebble,Lucy Prebble,51,82,1.0,0.0,2,20,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Lucy_Prebble,Lucy Prebble,51,82,1.0,0.0,2,20,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/WikicatEnglishDramatistsAndPlaywrights,http://dbpedia.org/resource/Lucy_Prebble,Lucy Prebble,51,82,1.0,0.0,2,20,== Acting career == | === Screen ===
http://dbpedia.org/class/yago/WikicatPeopleEducatedAtGuildfordHighSchool,http://dbpedia.org/resource/Lucy_Prebble,Lucy Prebble,51,82,1.0,0.0,2,20,== Acting career == | === Screen ===
