types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/WikicatAmericanSongs,http://dbpedia.org/resource/Copper_Kettle,Copper Kettle,16,204,0.9999999999986926,0.0,3,13,== Musical career == | === 2000–present ===
http://dbpedia.org/ontology/Single,http://dbpedia.org/resource/Copper_Kettle,Copper Kettle,16,204,0.9999999999986926,0.0,3,13,== Musical career == | === 2000–present ===
http://dbpedia.org/class/yago/WikicatJoanBaezSongs,http://dbpedia.org/resource/Copper_Kettle,Copper Kettle,16,204,0.9999999999986926,0.0,3,13,== Musical career == | === 2000–present ===
http://dbpedia.org/class/yago/WikicatBobDylanSongs,http://dbpedia.org/resource/Copper_Kettle,Copper Kettle,16,204,0.9999999999986926,0.0,3,13,== Musical career == | === 2000–present ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Copper_Kettle,Copper Kettle,16,204,0.9999999999986926,0.0,3,13,== Musical career == | === 2000–present ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Copper_Kettle,Copper Kettle,16,204,0.9999999999986926,0.0,3,13,== Musical career == | === 2000–present ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Copper_Kettle,Copper Kettle,16,204,0.9999999999986926,0.0,3,13,== Musical career == | === 2000–present ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/Copper_Kettle,Copper Kettle,16,204,0.9999999999986926,0.0,3,13,== Musical career == | === 2000–present ===
http://dbpedia.org/class/yago/FolkMusic107060167,http://dbpedia.org/resource/Copper_Kettle,Copper Kettle,16,204,0.9999999999986926,0.0,3,13,== Musical career == | === 2000–present ===
http://dbpedia.org/class/yago/FolkSong107050952,http://dbpedia.org/resource/Copper_Kettle,Copper Kettle,16,204,0.9999999999986926,0.0,3,13,== Musical career == | === 2000–present ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/Copper_Kettle,Copper Kettle,16,204,0.9999999999986926,0.0,3,13,== Musical career == | === 2000–present ===
http://dbpedia.org/class/yago/MusicGenre107071942,http://dbpedia.org/resource/Copper_Kettle,Copper Kettle,16,204,0.9999999999986926,0.0,3,13,== Musical career == | === 2000–present ===
http://dbpedia.org/class/yago/MusicalComposition107037465,http://dbpedia.org/resource/Copper_Kettle,Copper Kettle,16,204,0.9999999999986926,0.0,3,13,== Musical career == | === 2000–present ===
http://dbpedia.org/class/yago/PopularMusic107059255,http://dbpedia.org/resource/Copper_Kettle,Copper Kettle,16,204,0.9999999999986926,0.0,3,13,== Musical career == | === 2000–present ===
http://dbpedia.org/class/yago/Song107048000,http://dbpedia.org/resource/Copper_Kettle,Copper Kettle,16,204,0.9999999999986926,0.0,3,13,== Musical career == | === 2000–present ===
http://dbpedia.org/class/yago/WikicatFolkSongs,http://dbpedia.org/resource/Copper_Kettle,Copper Kettle,16,204,0.9999999999986926,0.0,3,13,== Musical career == | === 2000–present ===
