types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Burak_Eldem,Burak Eldem,7,107,0.9999999767748592,0.0,10,8,== Music career == | === 1980s ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Burak_Eldem,Burak Eldem,7,107,0.9999999767748592,0.0,10,8,== Music career == | === 1980s ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Burak_Eldem,Burak Eldem,7,107,0.9999999767748592,0.0,10,8,== Music career == | === 1980s ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Burak_Eldem,Burak Eldem,7,107,0.9999999767748592,0.0,10,8,== Music career == | === 1980s ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Burak_Eldem,Burak Eldem,7,107,0.9999999767748592,0.0,10,8,== Music career == | === 1980s ===
http://dbpedia.org/class/yago/WikicatTurkishJournalists,http://dbpedia.org/resource/Burak_Eldem,Burak Eldem,7,107,0.9999999767748592,0.0,10,8,== Music career == | === 1980s ===
http://dbpedia.org/class/yago/WikicatTurkishWriters,http://dbpedia.org/resource/Burak_Eldem,Burak Eldem,7,107,0.9999999767748592,0.0,10,8,== Music career == | === 1980s ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/The_Satanic_Verses_controversy,fatwa,127,61,0.7587793028586951,0.3179062689671543,15,8,== Music career == | === 1980s ===
http://dbpedia.org/class/yago/WikicatIslam-relatedControversies,http://dbpedia.org/resource/The_Satanic_Verses_controversy,fatwa,127,61,0.7587793028586951,0.3179062689671543,15,8,== Music career == | === 1980s ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/The_Satanic_Verses_controversy,fatwa,127,61,0.7587793028586951,0.3179062689671543,15,8,== Music career == | === 1980s ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/The_Satanic_Verses_controversy,fatwa,127,61,0.7587793028586951,0.3179062689671543,15,8,== Music career == | === 1980s ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/The_Satanic_Verses_controversy,fatwa,127,61,0.7587793028586951,0.3179062689671543,15,8,== Music career == | === 1980s ===
http://dbpedia.org/class/yago/Controversy107183151,http://dbpedia.org/resource/The_Satanic_Verses_controversy,fatwa,127,61,0.7587793028586951,0.3179062689671543,15,8,== Music career == | === 1980s ===
http://dbpedia.org/class/yago/Disagreement107180787,http://dbpedia.org/resource/The_Satanic_Verses_controversy,fatwa,127,61,0.7587793028586951,0.3179062689671543,15,8,== Music career == | === 1980s ===
http://dbpedia.org/class/yago/Dispute107181935,http://dbpedia.org/resource/The_Satanic_Verses_controversy,fatwa,127,61,0.7587793028586951,0.3179062689671543,15,8,== Music career == | === 1980s ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/The_Satanic_Verses_controversy,fatwa,127,61,0.7587793028586951,0.3179062689671543,15,8,== Music career == | === 1980s ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/The_Satanic_Verses_controversy,fatwa,127,61,0.7587793028586951,0.3179062689671543,15,8,== Music career == | === 1980s ===
http://dbpedia.org/class/yago/SpeechAct107160883,http://dbpedia.org/resource/The_Satanic_Verses_controversy,fatwa,127,61,0.7587793028586951,0.3179062689671543,15,8,== Music career == | === 1980s ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Klips_ve_Onlar,Klips ve Onlar,12,49,1.0,0.0,0,12,== Music career == | ==== Eurovision Song Contest ====
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Klips_ve_Onlar,Klips ve Onlar,12,49,1.0,0.0,0,12,== Music career == | ==== Eurovision Song Contest ====
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Klips_ve_Onlar,Klips ve Onlar,12,49,1.0,0.0,0,12,== Music career == | ==== Eurovision Song Contest ====
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Klips_ve_Onlar,Klips ve Onlar,12,49,1.0,0.0,0,12,== Music career == | ==== Eurovision Song Contest ====
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Klips_ve_Onlar,Klips ve Onlar,12,49,1.0,0.0,0,12,== Music career == | ==== Eurovision Song Contest ====
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Klips_ve_Onlar,Klips ve Onlar,12,49,1.0,0.0,0,12,== Music career == | ==== Eurovision Song Contest ====
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Klips_ve_Onlar,Klips ve Onlar,12,49,1.0,0.0,0,12,== Music career == | ==== Eurovision Song Contest ====
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Klips_ve_Onlar,Klips ve Onlar,12,49,1.0,0.0,0,12,== Music career == | ==== Eurovision Song Contest ====
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Klips_ve_Onlar,Klips ve Onlar,12,49,1.0,0.0,0,12,== Music career == | ==== Eurovision Song Contest ====
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Klips_ve_Onlar,Klips ve Onlar,12,49,1.0,0.0,0,12,== Music career == | ==== Eurovision Song Contest ====
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Klips_ve_Onlar,Klips ve Onlar,12,49,1.0,0.0,0,12,== Music career == | ==== Eurovision Song Contest ====
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Klips_ve_Onlar,Klips ve Onlar,12,49,1.0,0.0,0,12,== Music career == | ==== Eurovision Song Contest ====
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Klips_ve_Onlar,Klips ve Onlar,12,49,1.0,0.0,0,12,== Music career == | ==== Eurovision Song Contest ====
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Klips_ve_Onlar,Klips ve Onlar,12,49,1.0,0.0,0,12,== Music career == | ==== Eurovision Song Contest ====
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Klips_ve_Onlar,Klips ve Onlar,12,49,1.0,0.0,0,12,== Music career == | ==== Eurovision Song Contest ====
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Klips_ve_Onlar,Klips ve Onlar,12,49,1.0,0.0,0,12,== Music career == | ==== Eurovision Song Contest ====
http://dbpedia.org/class/yago/Singer110599806,http://dbpedia.org/resource/Klips_ve_Onlar,Klips ve Onlar,12,49,1.0,0.0,0,12,== Music career == | ==== Eurovision Song Contest ====
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Klips_ve_Onlar,Klips ve Onlar,12,49,1.0,0.0,0,12,== Music career == | ==== Eurovision Song Contest ====
http://dbpedia.org/class/yago/WikicatTurkishSingers,http://dbpedia.org/resource/Klips_ve_Onlar,Klips ve Onlar,12,49,1.0,0.0,0,12,== Music career == | ==== Eurovision Song Contest ====
