types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatPoaceaeGenera,http://dbpedia.org/resource/Apera,apera,12,4,0.9999999770960956,0.0,0,42,== Production == | ==== Piano ====
http://dbpedia.org/class/yago/WikicatMusiciansFromOslo,http://dbpedia.org/resource/Kari_Svendsen,Kari Svendsen,15,0,1.0,0.0,0,62,== Production == | === Discography ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Kari_Svendsen,Kari Svendsen,15,0,1.0,0.0,0,62,== Production == | === Discography ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Kari_Svendsen,Kari Svendsen,15,0,1.0,0.0,0,62,== Production == | === Discography ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Kari_Svendsen,Kari Svendsen,15,0,1.0,0.0,0,62,== Production == | === Discography ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Kari_Svendsen,Kari Svendsen,15,0,1.0,0.0,0,62,== Production == | === Discography ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Kari_Svendsen,Kari Svendsen,15,0,1.0,0.0,0,62,== Production == | === Discography ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Kari_Svendsen,Kari Svendsen,15,0,1.0,0.0,0,62,== Production == | === Discography ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Kari_Svendsen,Kari Svendsen,15,0,1.0,0.0,0,62,== Production == | === Discography ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Kari_Svendsen,Kari Svendsen,15,0,1.0,0.0,0,62,== Production == | === Discography ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Kari_Svendsen,Kari Svendsen,15,0,1.0,0.0,0,62,== Production == | === Discography ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Kari_Svendsen,Kari Svendsen,15,0,1.0,0.0,0,62,== Production == | === Discography ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Kari_Svendsen,Kari Svendsen,15,0,1.0,0.0,0,62,== Production == | === Discography ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Kari_Svendsen,Kari Svendsen,15,0,1.0,0.0,0,62,== Production == | === Discography ===
http://dbpedia.org/class/yago/Singer110599806,http://dbpedia.org/resource/Kari_Svendsen,Kari Svendsen,15,0,1.0,0.0,0,62,== Production == | === Discography ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Kari_Svendsen,Kari Svendsen,15,0,1.0,0.0,0,62,== Production == | === Discography ===
http://dbpedia.org/class/yago/WikicatNorwegianSingers,http://dbpedia.org/resource/Kari_Svendsen,Kari Svendsen,15,0,1.0,0.0,0,62,== Production == | === Discography ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Geir_Henning_Braaten,Geir Henning Braaten,9,0,0.9999999999997442,0.0,0,65,== Production == | === Discography ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Geir_Henning_Braaten,Geir Henning Braaten,9,0,0.9999999999997442,0.0,0,65,== Production == | === Discography ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Geir_Henning_Braaten,Geir Henning Braaten,9,0,0.9999999999997442,0.0,0,65,== Production == | === Discography ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Geir_Henning_Braaten,Geir Henning Braaten,9,0,0.9999999999997442,0.0,0,65,== Production == | === Discography ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Geir_Henning_Braaten,Geir Henning Braaten,9,0,0.9999999999997442,0.0,0,65,== Production == | === Discography ===
http://dbpedia.org/class/yago/WikicatMusiciansFromOslo,http://dbpedia.org/resource/Geir_Henning_Braaten,Geir Henning Braaten,9,0,0.9999999999997442,0.0,0,65,== Production == | === Discography ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Geir_Henning_Braaten,Geir Henning Braaten,9,0,0.9999999999997442,0.0,0,65,== Production == | === Discography ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Geir_Henning_Braaten,Geir Henning Braaten,9,0,0.9999999999997442,0.0,0,65,== Production == | === Discography ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Geir_Henning_Braaten,Geir Henning Braaten,9,0,0.9999999999997442,0.0,0,65,== Production == | === Discography ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Geir_Henning_Braaten,Geir Henning Braaten,9,0,0.9999999999997442,0.0,0,65,== Production == | === Discography ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Geir_Henning_Braaten,Geir Henning Braaten,9,0,0.9999999999997442,0.0,0,65,== Production == | === Discography ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Geir_Henning_Braaten,Geir Henning Braaten,9,0,0.9999999999997442,0.0,0,65,== Production == | === Discography ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Geir_Henning_Braaten,Geir Henning Braaten,9,0,0.9999999999997442,0.0,0,65,== Production == | === Discography ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Geir_Henning_Braaten,Geir Henning Braaten,9,0,0.9999999999997442,0.0,0,65,== Production == | === Discography ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Geir_Henning_Braaten,Geir Henning Braaten,9,0,0.9999999999997442,0.0,0,65,== Production == | === Discography ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Geir_Henning_Braaten,Geir Henning Braaten,9,0,0.9999999999997442,0.0,0,65,== Production == | === Discography ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Geir_Henning_Braaten,Geir Henning Braaten,9,0,0.9999999999997442,0.0,0,65,== Production == | === Discography ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Geir_Henning_Braaten,Geir Henning Braaten,9,0,0.9999999999997442,0.0,0,65,== Production == | === Discography ===
http://dbpedia.org/class/yago/Pianist110430665,http://dbpedia.org/resource/Geir_Henning_Braaten,Geir Henning Braaten,9,0,0.9999999999997442,0.0,0,65,== Production == | === Discography ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Geir_Henning_Braaten,Geir Henning Braaten,9,0,0.9999999999997442,0.0,0,65,== Production == | === Discography ===
http://dbpedia.org/class/yago/WikicatNorwegianPianists,http://dbpedia.org/resource/Geir_Henning_Braaten,Geir Henning Braaten,9,0,0.9999999999997442,0.0,0,65,== Production == | === Discography ===
