types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Tanais,tana,161,4,0.5800655123250377,0.723942753551202,0,8,== Works == | === Operas ===
http://dbpedia.org/class/yago/AdministrativeDistrict108491826,http://dbpedia.org/resource/Tanais,tana,161,4,0.5800655123250377,0.723942753551202,0,8,== Works == | === Operas ===
http://dbpedia.org/class/yago/BodyOfWater109225146,http://dbpedia.org/resource/Tanais,tana,161,4,0.5800655123250377,0.723942753551202,0,8,== Works == | === Operas ===
http://dbpedia.org/class/yago/City108524735,http://dbpedia.org/resource/Tanais,tana,161,4,0.5800655123250377,0.723942753551202,0,8,== Works == | === Operas ===
http://dbpedia.org/class/yago/District108552138,http://dbpedia.org/resource/Tanais,tana,161,4,0.5800655123250377,0.723942753551202,0,8,== Works == | === Operas ===
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/Tanais,tana,161,4,0.5800655123250377,0.723942753551202,0,8,== Works == | === Operas ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Tanais,tana,161,4,0.5800655123250377,0.723942753551202,0,8,== Works == | === Operas ===
http://dbpedia.org/class/yago/Municipality108626283,http://dbpedia.org/resource/Tanais,tana,161,4,0.5800655123250377,0.723942753551202,0,8,== Works == | === Operas ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Tanais,tana,161,4,0.5800655123250377,0.723942753551202,0,8,== Works == | === Operas ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Tanais,tana,161,4,0.5800655123250377,0.723942753551202,0,8,== Works == | === Operas ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Tanais,tana,161,4,0.5800655123250377,0.723942753551202,0,8,== Works == | === Operas ===
http://dbpedia.org/class/yago/River109411430,http://dbpedia.org/resource/Tanais,tana,161,4,0.5800655123250377,0.723942753551202,0,8,== Works == | === Operas ===
http://dbpedia.org/class/yago/Site108651247,http://dbpedia.org/resource/Tanais,tana,161,4,0.5800655123250377,0.723942753551202,0,8,== Works == | === Operas ===
http://dbpedia.org/class/yago/Stream109448361,http://dbpedia.org/resource/Tanais,tana,161,4,0.5800655123250377,0.723942753551202,0,8,== Works == | === Operas ===
http://dbpedia.org/class/yago/Thing100002452,http://dbpedia.org/resource/Tanais,tana,161,4,0.5800655123250377,0.723942753551202,0,8,== Works == | === Operas ===
http://dbpedia.org/class/yago/Town108665504,http://dbpedia.org/resource/Tanais,tana,161,4,0.5800655123250377,0.723942753551202,0,8,== Works == | === Operas ===
http://dbpedia.org/class/yago/Tract108673395,http://dbpedia.org/resource/Tanais,tana,161,4,0.5800655123250377,0.723942753551202,0,8,== Works == | === Operas ===
http://dbpedia.org/class/yago/UrbanArea108675967,http://dbpedia.org/resource/Tanais,tana,161,4,0.5800655123250377,0.723942753551202,0,8,== Works == | === Operas ===
http://dbpedia.org/class/yago/WikicatFormerPopulatedPlacesInRussia,http://dbpedia.org/resource/Tanais,tana,161,4,0.5800655123250377,0.723942753551202,0,8,== Works == | === Operas ===
http://dbpedia.org/class/yago/WikicatTerritoriesOfTheRepublicOfGenoa,http://dbpedia.org/resource/Tanais,tana,161,4,0.5800655123250377,0.723942753551202,0,8,== Works == | === Operas ===
http://dbpedia.org/class/yago/WikicatTerritoriesOfTheRepublicOfVenice,http://dbpedia.org/resource/Tanais,tana,161,4,0.5800655123250377,0.723942753551202,0,8,== Works == | === Operas ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Makar,Makar,210,0,0.9999999839112378,1.6084384666649473e-08,0,16,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/WikicatPoets,http://dbpedia.org/resource/Makar,Makar,210,0,0.9999999839112378,1.6084384666649473e-08,0,16,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/Makar,Makar,210,0,0.9999999839112378,1.6084384666649473e-08,0,16,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Makar,Makar,210,0,0.9999999839112378,1.6084384666649473e-08,0,16,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Makar,Makar,210,0,0.9999999839112378,1.6084384666649473e-08,0,16,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Makar,Makar,210,0,0.9999999839112378,1.6084384666649473e-08,0,16,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Makar,Makar,210,0,0.9999999839112378,1.6084384666649473e-08,0,16,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Makar,Makar,210,0,0.9999999839112378,1.6084384666649473e-08,0,16,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Makar,Makar,210,0,0.9999999839112378,1.6084384666649473e-08,0,16,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Makar,Makar,210,0,0.9999999839112378,1.6084384666649473e-08,0,16,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Makar,Makar,210,0,0.9999999839112378,1.6084384666649473e-08,0,16,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Makar,Makar,210,0,0.9999999839112378,1.6084384666649473e-08,0,16,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/Poet110444194,http://dbpedia.org/resource/Makar,Makar,210,0,0.9999999839112378,1.6084384666649473e-08,0,16,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Makar,Makar,210,0,0.9999999839112378,1.6084384666649473e-08,0,16,== Works == | === Orchestral works ===
