types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Oleg_II_of_Ryazan,Oleg,30,0,0.948876575579784,0.0409233502421101,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Australian_rules_football_positions,substitute,1070,81,0.5841424087845789,0.60168501425126,7,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Australian_rules_football_positions,substitute,1070,81,0.5841424087845789,0.60168501425126,7,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Australian_rules_football_positions,substitute,1070,81,0.5841424087845789,0.60168501425126,7,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Australian_rules_football_positions,substitute,1070,81,0.5841424087845789,0.60168501425126,7,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Australian_rules_football_positions,substitute,1070,81,0.5841424087845789,0.60168501425126,7,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Australian_rules_football_positions,substitute,1070,81,0.5841424087845789,0.60168501425126,7,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Point108620061,http://dbpedia.org/resource/Australian_rules_football_positions,substitute,1070,81,0.5841424087845789,0.60168501425126,7,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Position108621598,http://dbpedia.org/resource/Australian_rules_football_positions,substitute,1070,81,0.5841424087845789,0.60168501425126,7,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/WikicatFootballPositions,http://dbpedia.org/resource/Australian_rules_football_positions,substitute,1070,81,0.5841424087845789,0.60168501425126,7,3,== Biography == | === Early life ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Psychological_drama,psychological drama,139,163,0.8455911333269028,0.1622606118655303,0,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/17th_Moscow_International_Film_Festival,17th Moscow International Film Festival,45,49,1.0,0.0,1,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/17th_Moscow_International_Film_Festival,17th Moscow International Film Festival,45,49,1.0,0.0,1,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/17th_Moscow_International_Film_Festival,17th Moscow International Film Festival,45,49,1.0,0.0,1,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/17th_Moscow_International_Film_Festival,17th Moscow International Film Festival,45,49,1.0,0.0,1,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Celebration100428000,http://dbpedia.org/resource/17th_Moscow_International_Film_Festival,17th Moscow International Film Festival,45,49,1.0,0.0,1,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Diversion100426928,http://dbpedia.org/resource/17th_Moscow_International_Film_Festival,17th Moscow International Film Festival,45,49,1.0,0.0,1,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/17th_Moscow_International_Film_Festival,17th Moscow International Film Festival,45,49,1.0,0.0,1,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Festival100517728,http://dbpedia.org/resource/17th_Moscow_International_Film_Festival,17th Moscow International Film Festival,45,49,1.0,0.0,1,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/FilmFestival100517418,http://dbpedia.org/resource/17th_Moscow_International_Film_Festival,17th Moscow International Film Festival,45,49,1.0,0.0,1,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/17th_Moscow_International_Film_Festival,17th Moscow International Film Festival,45,49,1.0,0.0,1,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Wikicat1991FilmFestivals,http://dbpedia.org/resource/17th_Moscow_International_Film_Festival,17th Moscow International Film Festival,45,49,1.0,0.0,1,7,== Biography == | === Career ===
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/resource/Kinotavr,Kinotavr,231,36,1.0,0.0,2,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Kinotavr,Kinotavr,231,36,1.0,0.0,2,7,== Biography == | === Career ===
http://umbel.org/umbel/rc/Event,http://dbpedia.org/resource/Kinotavr,Kinotavr,231,36,1.0,0.0,2,7,== Biography == | === Career ===
http://umbel.org/umbel/rc/Festival,http://dbpedia.org/resource/Kinotavr,Kinotavr,231,36,1.0,0.0,2,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatRecurringEventsEstablishedIn1991,http://dbpedia.org/resource/Kinotavr,Kinotavr,231,36,1.0,0.0,2,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Kinotavr,Kinotavr,231,36,1.0,0.0,2,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Kinotavr,Kinotavr,231,36,1.0,0.0,2,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Kinotavr,Kinotavr,231,36,1.0,0.0,2,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Celebration100428000,http://dbpedia.org/resource/Kinotavr,Kinotavr,231,36,1.0,0.0,2,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Diversion100426928,http://dbpedia.org/resource/Kinotavr,Kinotavr,231,36,1.0,0.0,2,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Kinotavr,Kinotavr,231,36,1.0,0.0,2,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Festival100517728,http://dbpedia.org/resource/Kinotavr,Kinotavr,231,36,1.0,0.0,2,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/FilmFestival100517418,http://dbpedia.org/resource/Kinotavr,Kinotavr,231,36,1.0,0.0,2,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Kinotavr,Kinotavr,231,36,1.0,0.0,2,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatFilmFestivalsInRussia,http://dbpedia.org/resource/Kinotavr,Kinotavr,231,36,1.0,0.0,2,7,== Biography == | === Career ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatBaltic-GermanPeople,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatImperialRussianArmyGenerals,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatKnightsOfMalta,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatPeopleFromLääne-ViruCounty,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatPeopleFromTheGovernorateOfEstonia,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Worker109632518,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatRussianGenerals,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatRussianPeople,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatRussianRegicides,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Aristocrat109807754,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/CommissionedMilitaryOfficer109943239,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/CommissionedOfficer109942970,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/General110123844,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/GeneralOfficer110125786,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Killer110231087,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Knight110238375,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Leader109623038,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/MaleAristocrat110285135,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/MilitaryOfficer110317007,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Regicide110516422,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Serviceman110582746,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/SkilledWorker110605985,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Wikicat18th-centuryEstonianPeople,http://dbpedia.org/resource/Peter_Ludwig_von_der_Pahlen,Count Pahlen,51,15,0.9999999999999432,6.677945068248347e-14,4,7,== Biography == | === Career ===
