types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/American_Samoa,Flag Day,4940,70,0.9811389155151798,0.0187282941968808,8,19,== Other musical projects == | === Soundtrack contributions ===
http://dbpedia.org/class/yago/AdministrativeDistrict108491826,http://dbpedia.org/resource/American_Samoa,Flag Day,4940,70,0.9811389155151798,0.0187282941968808,8,19,== Other musical projects == | === Soundtrack contributions ===
http://dbpedia.org/class/yago/Area108497294,http://dbpedia.org/resource/American_Samoa,Flag Day,4940,70,0.9811389155151798,0.0187282941968808,8,19,== Other musical projects == | === Soundtrack contributions ===
http://dbpedia.org/class/yago/Country108544813,http://dbpedia.org/resource/American_Samoa,Flag Day,4940,70,0.9811389155151798,0.0187282941968808,8,19,== Other musical projects == | === Soundtrack contributions ===
http://dbpedia.org/class/yago/District108552138,http://dbpedia.org/resource/American_Samoa,Flag Day,4940,70,0.9811389155151798,0.0187282941968808,8,19,== Other musical projects == | === Soundtrack contributions ===
http://dbpedia.org/class/yago/Island109316454,http://dbpedia.org/resource/American_Samoa,Flag Day,4940,70,0.9811389155151798,0.0187282941968808,8,19,== Other musical projects == | === Soundtrack contributions ===
http://dbpedia.org/class/yago/Land109334396,http://dbpedia.org/resource/American_Samoa,Flag Day,4940,70,0.9811389155151798,0.0187282941968808,8,19,== Other musical projects == | === Soundtrack contributions ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/American_Samoa,Flag Day,4940,70,0.9811389155151798,0.0187282941968808,8,19,== Other musical projects == | === Soundtrack contributions ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/American_Samoa,Flag Day,4940,70,0.9811389155151798,0.0187282941968808,8,19,== Other musical projects == | === Soundtrack contributions ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/American_Samoa,Flag Day,4940,70,0.9811389155151798,0.0187282941968808,8,19,== Other musical projects == | === Soundtrack contributions ===
http://dbpedia.org/class/yago/Region108630039,http://dbpedia.org/resource/American_Samoa,Flag Day,4940,70,0.9811389155151798,0.0187282941968808,8,19,== Other musical projects == | === Soundtrack contributions ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/American_Samoa,Flag Day,4940,70,0.9811389155151798,0.0187282941968808,8,19,== Other musical projects == | === Soundtrack contributions ===
http://dbpedia.org/class/yago/WikicatEnglish-speakingCountriesAndTerritories,http://dbpedia.org/resource/American_Samoa,Flag Day,4940,70,0.9811389155151798,0.0187282941968808,8,19,== Other musical projects == | === Soundtrack contributions ===
http://dbpedia.org/class/yago/WikicatStatesAndTerritoriesEstablishedIn1899,http://dbpedia.org/resource/American_Samoa,Flag Day,4940,70,0.9811389155151798,0.0187282941968808,8,19,== Other musical projects == | === Soundtrack contributions ===
