types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/Spectator110633450,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/Streaker110662306,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/WikicatPeopleFromBarcelona,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/WikicatPeopleFromCatalonia,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/WikicatSpanishPeople,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/WikicatSportsSpectators,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/WikicatStreakers,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/10-20-Life,10-20-Life,8,0,1.0,0.0,0,8,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/WikicatUnitedStatesSentencingLaw,http://dbpedia.org/resource/10-20-Life,10-20-Life,8,0,1.0,0.0,0,8,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/10-20-Life,10-20-Life,8,0,1.0,0.0,0,8,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/10-20-Life,10-20-Life,8,0,1.0,0.0,0,8,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/10-20-Life,10-20-Life,8,0,1.0,0.0,0,8,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/AdministrativeDistrict108491826,http://dbpedia.org/resource/10-20-Life,10-20-Life,8,0,1.0,0.0,0,8,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/District108552138,http://dbpedia.org/resource/10-20-Life,10-20-Life,8,0,1.0,0.0,0,8,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/10-20-Life,10-20-Life,8,0,1.0,0.0,0,8,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/10-20-Life,10-20-Life,8,0,1.0,0.0,0,8,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/10-20-Life,10-20-Life,8,0,1.0,0.0,0,8,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/10-20-Life,10-20-Life,8,0,1.0,0.0,0,8,== Discography == | === Mixtapes ===
