types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Lemuria,Lemuria,324,12,0.9996655972609364,0.0002089681895921289,0,18,== Discography == | === Bands/projects/guest vocals ===
http://dbpedia.org/class/yago/WikicatHerbs,http://dbpedia.org/resource/Dactylis,Dactylis,125,126,1.0,0.0,0,23,== Discography == | === Bands/projects/guest vocals ===
http://dbpedia.org/ontology/Plant,http://dbpedia.org/resource/Dactylis,Dactylis,125,126,1.0,0.0,0,23,== Discography == | === Bands/projects/guest vocals ===
http://umbel.org/umbel/rc/BiologicalLivingObject,http://dbpedia.org/resource/Dactylis,Dactylis,125,126,1.0,0.0,0,23,== Discography == | === Bands/projects/guest vocals ===
http://umbel.org/umbel/rc/EukaryoticCell,http://dbpedia.org/resource/Dactylis,Dactylis,125,126,1.0,0.0,0,23,== Discography == | === Bands/projects/guest vocals ===
http://umbel.org/umbel/rc/Plant,http://dbpedia.org/resource/Dactylis,Dactylis,125,126,1.0,0.0,0,23,== Discography == | === Bands/projects/guest vocals ===
http://dbpedia.org/class/yago/Eatage107801091,http://dbpedia.org/resource/Dactylis,Dactylis,125,126,1.0,0.0,0,23,== Discography == | === Bands/projects/guest vocals ===
http://dbpedia.org/class/yago/Feed107800091,http://dbpedia.org/resource/Dactylis,Dactylis,125,126,1.0,0.0,0,23,== Discography == | === Bands/projects/guest vocals ===
http://dbpedia.org/class/yago/Fodder107800740,http://dbpedia.org/resource/Dactylis,Dactylis,125,126,1.0,0.0,0,23,== Discography == | === Bands/projects/guest vocals ===
http://dbpedia.org/class/yago/Food100021265,http://dbpedia.org/resource/Dactylis,Dactylis,125,126,1.0,0.0,0,23,== Discography == | === Bands/projects/guest vocals ===
http://dbpedia.org/class/yago/Herb112205694,http://dbpedia.org/resource/Dactylis,Dactylis,125,126,1.0,0.0,0,23,== Discography == | === Bands/projects/guest vocals ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Dactylis,Dactylis,125,126,1.0,0.0,0,23,== Discography == | === Bands/projects/guest vocals ===
http://dbpedia.org/class/yago/Matter100020827,http://dbpedia.org/resource/Dactylis,Dactylis,125,126,1.0,0.0,0,23,== Discography == | === Bands/projects/guest vocals ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Dactylis,Dactylis,125,126,1.0,0.0,0,23,== Discography == | === Bands/projects/guest vocals ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Dactylis,Dactylis,125,126,1.0,0.0,0,23,== Discography == | === Bands/projects/guest vocals ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Dactylis,Dactylis,125,126,1.0,0.0,0,23,== Discography == | === Bands/projects/guest vocals ===
http://dbpedia.org/class/yago/Plant100017222,http://dbpedia.org/resource/Dactylis,Dactylis,125,126,1.0,0.0,0,23,== Discography == | === Bands/projects/guest vocals ===
http://dbpedia.org/class/yago/Substance100020090,http://dbpedia.org/resource/Dactylis,Dactylis,125,126,1.0,0.0,0,23,== Discography == | === Bands/projects/guest vocals ===
http://dbpedia.org/class/yago/VascularPlant113083586,http://dbpedia.org/resource/Dactylis,Dactylis,125,126,1.0,0.0,0,23,== Discography == | === Bands/projects/guest vocals ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Dactylis,Dactylis,125,126,1.0,0.0,0,23,== Discography == | === Bands/projects/guest vocals ===
http://dbpedia.org/class/yago/WikicatForages,http://dbpedia.org/resource/Dactylis,Dactylis,125,126,1.0,0.0,0,23,== Discography == | === Bands/projects/guest vocals ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Field-effect_transistor,fet,993,16,0.9924290783958106,0.0049951531718833,0,45,== Discography == | === Other guest vocals/tributes ===
http://dbpedia.org/class/yago/WikicatSemiconductors,http://dbpedia.org/resource/Field-effect_transistor,fet,993,16,0.9924290783958106,0.0049951531718833,0,45,== Discography == | === Other guest vocals/tributes ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Field-effect_transistor,fet,993,16,0.9924290783958106,0.0049951531718833,0,45,== Discography == | === Other guest vocals/tributes ===
http://dbpedia.org/class/yago/Conductor114821043,http://dbpedia.org/resource/Field-effect_transistor,fet,993,16,0.9924290783958106,0.0049951531718833,0,45,== Discography == | === Other guest vocals/tributes ===
http://dbpedia.org/class/yago/Material114580897,http://dbpedia.org/resource/Field-effect_transistor,fet,993,16,0.9924290783958106,0.0049951531718833,0,45,== Discography == | === Other guest vocals/tributes ===
http://dbpedia.org/class/yago/Matter100020827,http://dbpedia.org/resource/Field-effect_transistor,fet,993,16,0.9924290783958106,0.0049951531718833,0,45,== Discography == | === Other guest vocals/tributes ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Field-effect_transistor,fet,993,16,0.9924290783958106,0.0049951531718833,0,45,== Discography == | === Other guest vocals/tributes ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Field-effect_transistor,fet,993,16,0.9924290783958106,0.0049951531718833,0,45,== Discography == | === Other guest vocals/tributes ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Field-effect_transistor,fet,993,16,0.9924290783958106,0.0049951531718833,0,45,== Discography == | === Other guest vocals/tributes ===
http://dbpedia.org/class/yago/Semiconductor114821248,http://dbpedia.org/resource/Field-effect_transistor,fet,993,16,0.9924290783958106,0.0049951531718833,0,45,== Discography == | === Other guest vocals/tributes ===
http://dbpedia.org/class/yago/Substance100019613,http://dbpedia.org/resource/Field-effect_transistor,fet,993,16,0.9924290783958106,0.0049951531718833,0,45,== Discography == | === Other guest vocals/tributes ===
