types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Petit_motet,petits motets,10,328,1.0,0.0,1,9,== Recordings == | === Early recordings ===
http://dbpedia.org/class/yago/MusicGenre107071942,http://dbpedia.org/resource/Ormindo,L'Ormindo,36,168,1.0,0.0,3,17,== Recordings == | === Naïve Records ===
http://dbpedia.org/class/yago/Opera107026352,http://dbpedia.org/resource/Ormindo,L'Ormindo,36,168,1.0,0.0,3,17,== Recordings == | === Naïve Records ===
http://dbpedia.org/class/yago/Wikicat1644Operas,http://dbpedia.org/resource/Ormindo,L'Ormindo,36,168,1.0,0.0,3,17,== Recordings == | === Naïve Records ===
http://dbpedia.org/class/yago/WikicatOperas,http://dbpedia.org/resource/Ormindo,L'Ormindo,36,168,1.0,0.0,3,17,== Recordings == | === Naïve Records ===
http://dbpedia.org/class/yago/WikicatOperasByFrancescoCavalli,http://dbpedia.org/resource/Ormindo,L'Ormindo,36,168,1.0,0.0,3,17,== Recordings == | === Naïve Records ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Pan_Classics,Pan Classics,32,179,1.0,0.0,3,17,== Recordings == | === Naïve Records ===
http://dbpedia.org/ontology/RecordLabel,http://dbpedia.org/resource/Pan_Classics,Pan Classics,32,179,1.0,0.0,3,17,== Recordings == | === Naïve Records ===
http://dbpedia.org/class/yago/WikicatClassicalMusicRecordLabels,http://dbpedia.org/resource/Pan_Classics,Pan Classics,32,179,1.0,0.0,3,17,== Recordings == | === Naïve Records ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Pan_Classics,Pan Classics,32,179,1.0,0.0,3,17,== Recordings == | === Naïve Records ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Pan_Classics,Pan Classics,32,179,1.0,0.0,3,17,== Recordings == | === Naïve Records ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Pan_Classics,Pan Classics,32,179,1.0,0.0,3,17,== Recordings == | === Naïve Records ===
http://dbpedia.org/class/yago/WikicatRecordLabelsEstablishedIn1992,http://dbpedia.org/resource/Pan_Classics,Pan Classics,32,179,1.0,0.0,3,17,== Recordings == | === Naïve Records ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Pan_Classics,Pan Classics,32,179,1.0,0.0,3,17,== Recordings == | === Naïve Records ===
http://dbpedia.org/class/yago/Company108058098,http://dbpedia.org/resource/Pan_Classics,Pan Classics,32,179,1.0,0.0,3,17,== Recordings == | === Naïve Records ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Pan_Classics,Pan Classics,32,179,1.0,0.0,3,17,== Recordings == | === Naïve Records ===
http://dbpedia.org/class/yago/Institution108053576,http://dbpedia.org/resource/Pan_Classics,Pan Classics,32,179,1.0,0.0,3,17,== Recordings == | === Naïve Records ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Pan_Classics,Pan Classics,32,179,1.0,0.0,3,17,== Recordings == | === Naïve Records ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Pan_Classics,Pan Classics,32,179,1.0,0.0,3,17,== Recordings == | === Naïve Records ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Philippe_Bianconi,Philippe Bianconi,10,22,1.0,0.0,1,29,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Philippe_Bianconi,Philippe Bianconi,10,22,1.0,0.0,1,29,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/WikicatClassicalPianists,http://dbpedia.org/resource/Philippe_Bianconi,Philippe Bianconi,10,22,1.0,0.0,1,29,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Philippe_Bianconi,Philippe Bianconi,10,22,1.0,0.0,1,29,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Philippe_Bianconi,Philippe Bianconi,10,22,1.0,0.0,1,29,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Philippe_Bianconi,Philippe Bianconi,10,22,1.0,0.0,1,29,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Philippe_Bianconi,Philippe Bianconi,10,22,1.0,0.0,1,29,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Philippe_Bianconi,Philippe Bianconi,10,22,1.0,0.0,1,29,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Philippe_Bianconi,Philippe Bianconi,10,22,1.0,0.0,1,29,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Philippe_Bianconi,Philippe Bianconi,10,22,1.0,0.0,1,29,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Philippe_Bianconi,Philippe Bianconi,10,22,1.0,0.0,1,29,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Philippe_Bianconi,Philippe Bianconi,10,22,1.0,0.0,1,29,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Philippe_Bianconi,Philippe Bianconi,10,22,1.0,0.0,1,29,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Philippe_Bianconi,Philippe Bianconi,10,22,1.0,0.0,1,29,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Philippe_Bianconi,Philippe Bianconi,10,22,1.0,0.0,1,29,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Philippe_Bianconi,Philippe Bianconi,10,22,1.0,0.0,1,29,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Philippe_Bianconi,Philippe Bianconi,10,22,1.0,0.0,1,29,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Philippe_Bianconi,Philippe Bianconi,10,22,1.0,0.0,1,29,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/Pianist110430665,http://dbpedia.org/resource/Philippe_Bianconi,Philippe Bianconi,10,22,1.0,0.0,1,29,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Philippe_Bianconi,Philippe Bianconi,10,22,1.0,0.0,1,29,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/WikicatFrenchClassicalPianists,http://dbpedia.org/resource/Philippe_Bianconi,Philippe Bianconi,10,22,1.0,0.0,1,29,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/WikicatFrenchPeople,http://dbpedia.org/resource/Philippe_Bianconi,Philippe Bianconi,10,22,1.0,0.0,1,29,== Recordings == | === Recordings on other labels ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Act_(drama),Aufzug,326,50,0.9969798221665572,0.0,0,32,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Act_(drama),Aufzug,326,50,0.9969798221665572,0.0,0,32,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/WikicatNarrativeUnits,http://dbpedia.org/resource/Act_(drama),Aufzug,326,50,0.9969798221665572,0.0,0,32,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Act_(drama),Aufzug,326,50,0.9969798221665572,0.0,0,32,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/DefiniteQuantity113576101,http://dbpedia.org/resource/Act_(drama),Aufzug,326,50,0.9969798221665572,0.0,0,32,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Act_(drama),Aufzug,326,50,0.9969798221665572,0.0,0,32,== Recordings == | === Recordings on other labels ===
http://dbpedia.org/class/yago/UnitOfMeasurement113583724,http://dbpedia.org/resource/Act_(drama),Aufzug,326,50,0.9969798221665572,0.0,0,32,== Recordings == | === Recordings on other labels ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Les_Paladins,Les Paladins,26,8,0.9999999999908482,9.147729237150768e-12,1,45,== Recordings == | === DVDs ===
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/resource/Les_Paladins,Les Paladins,26,8,0.9999999999908482,9.147729237150768e-12,1,45,== Recordings == | === DVDs ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Les_Paladins,Les Paladins,26,8,0.9999999999908482,9.147729237150768e-12,1,45,== Recordings == | === DVDs ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Les_Paladins,Les Paladins,26,8,0.9999999999908482,9.147729237150768e-12,1,45,== Recordings == | === DVDs ===
http://dbpedia.org/class/yago/ClassicalMusic107025900,http://dbpedia.org/resource/Les_Paladins,Les Paladins,26,8,0.9999999999908482,9.147729237150768e-12,1,45,== Recordings == | === DVDs ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Les_Paladins,Les Paladins,26,8,0.9999999999908482,9.147729237150768e-12,1,45,== Recordings == | === DVDs ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/Les_Paladins,Les Paladins,26,8,0.9999999999908482,9.147729237150768e-12,1,45,== Recordings == | === DVDs ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/Les_Paladins,Les Paladins,26,8,0.9999999999908482,9.147729237150768e-12,1,45,== Recordings == | === DVDs ===
http://dbpedia.org/class/yago/MusicGenre107071942,http://dbpedia.org/resource/Les_Paladins,Les Paladins,26,8,0.9999999999908482,9.147729237150768e-12,1,45,== Recordings == | === DVDs ===
http://dbpedia.org/class/yago/Opera107026352,http://dbpedia.org/resource/Les_Paladins,Les Paladins,26,8,0.9999999999908482,9.147729237150768e-12,1,45,== Recordings == | === DVDs ===
http://dbpedia.org/class/yago/Wikicat1760Operas,http://dbpedia.org/resource/Les_Paladins,Les Paladins,26,8,0.9999999999908482,9.147729237150768e-12,1,45,== Recordings == | === DVDs ===
http://dbpedia.org/class/yago/WikicatFrench-languageOperas,http://dbpedia.org/resource/Les_Paladins,Les Paladins,26,8,0.9999999999908482,9.147729237150768e-12,1,45,== Recordings == | === DVDs ===
http://dbpedia.org/class/yago/WikicatOperas,http://dbpedia.org/resource/Les_Paladins,Les Paladins,26,8,0.9999999999908482,9.147729237150768e-12,1,45,== Recordings == | === DVDs ===
http://dbpedia.org/class/yago/WikicatOperasBasedOnWorksByLudovicoAriosto,http://dbpedia.org/resource/Les_Paladins,Les Paladins,26,8,0.9999999999908482,9.147729237150768e-12,1,45,== Recordings == | === DVDs ===
http://dbpedia.org/class/yago/WikicatOperasByJean-PhilippeRameau,http://dbpedia.org/resource/Les_Paladins,Les Paladins,26,8,0.9999999999908482,9.147729237150768e-12,1,45,== Recordings == | === DVDs ===
