types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Placard,Placard,71,55,0.9999986224420464,0.0,15,5,== Career == | === AKB48 ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/German_Aerospace_Center,DVL,643,191,0.999998490958662,1.444214112663812e-06,21,5,== Career == | === AKB48 ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/German_Aerospace_Center,DVL,643,191,0.999998490958662,1.444214112663812e-06,21,5,== Career == | === AKB48 ===
http://dbpedia.org/class/yago/Unit108189659,http://dbpedia.org/resource/German_Aerospace_Center,DVL,643,191,0.999998490958662,1.444214112663812e-06,21,5,== Career == | === AKB48 ===
http://dbpedia.org/class/yago/WikicatOrganisationsBasedInBonn,http://dbpedia.org/resource/German_Aerospace_Center,DVL,643,191,0.999998490958662,1.444214112663812e-06,21,5,== Career == | === AKB48 ===
http://dbpedia.org/class/yago/WikicatOrganisationsBasedInCologne,http://dbpedia.org/resource/German_Aerospace_Center,DVL,643,191,0.999998490958662,1.444214112663812e-06,21,5,== Career == | === AKB48 ===
http://dbpedia.org/class/yago/WikicatOrganizationsEstablishedIn1907,http://dbpedia.org/resource/German_Aerospace_Center,DVL,643,191,0.999998490958662,1.444214112663812e-06,21,5,== Career == | === AKB48 ===
http://dbpedia.org/class/yago/WikicatOrganizationsEstablishedIn1969,http://dbpedia.org/resource/German_Aerospace_Center,DVL,643,191,0.999998490958662,1.444214112663812e-06,21,5,== Career == | === AKB48 ===
http://dbpedia.org/class/yago/WikicatSpaceAgencies,http://dbpedia.org/resource/German_Aerospace_Center,DVL,643,191,0.999998490958662,1.444214112663812e-06,21,5,== Career == | === AKB48 ===
http://dbpedia.org/class/yago/WikicatSpaceTechnologyResearchInstitutes,http://dbpedia.org/resource/German_Aerospace_Center,DVL,643,191,0.999998490958662,1.444214112663812e-06,21,5,== Career == | === AKB48 ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/2012_United_States_elections,2012 General Election,168,18,0.8078443051459218,0.2168410707792807,0,11,== Career == | ==== AKB48 General Elections ====
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/CTOL,C/,79,9,1.0,0.0,0,37,== Appearances == | === Stage units ===
