types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Louis_Robilliard,Louis Robilliard,5,70,0.9999999999997726,0.0,1,4,== Life and work ==
http://dbpedia.org/class/yago/WikicatArchitectureJournals,http://dbpedia.org/resource/Oppositions,Oppositions,12,0,0.9988408030759228,0.0,0,28,== Compositions == | === Organ Solo ===
http://dbpedia.org/class/yago/WikicatFrenchPoliticalWriters,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/WikicatFrenchPopularPartyPoliticians,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/WikicatFrenchRomanCatholicWriters,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/WikicatPeopleFromHérault,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Francisco_Noronha,Noronha,9,7,0.9999385445186838,0.0,0,74,== Compositions == | === Film Music ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Francisco_Noronha,Noronha,9,7,0.9999385445186838,0.0,0,74,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Francisco_Noronha,Noronha,9,7,0.9999385445186838,0.0,0,74,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Francisco_Noronha,Noronha,9,7,0.9999385445186838,0.0,0,74,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Biologist109855630,http://dbpedia.org/resource/Francisco_Noronha,Noronha,9,7,0.9999385445186838,0.0,0,74,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Botanist109868270,http://dbpedia.org/resource/Francisco_Noronha,Noronha,9,7,0.9999385445186838,0.0,0,74,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Francisco_Noronha,Noronha,9,7,0.9999385445186838,0.0,0,74,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Francisco_Noronha,Noronha,9,7,0.9999385445186838,0.0,0,74,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Francisco_Noronha,Noronha,9,7,0.9999385445186838,0.0,0,74,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Francisco_Noronha,Noronha,9,7,0.9999385445186838,0.0,0,74,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Francisco_Noronha,Noronha,9,7,0.9999385445186838,0.0,0,74,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Francisco_Noronha,Noronha,9,7,0.9999385445186838,0.0,0,74,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Scientist110560637,http://dbpedia.org/resource/Francisco_Noronha,Noronha,9,7,0.9999385445186838,0.0,0,74,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Francisco_Noronha,Noronha,9,7,0.9999385445186838,0.0,0,74,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Wikicat18th-centuryBotanists,http://dbpedia.org/resource/Francisco_Noronha,Noronha,9,7,0.9999385445186838,0.0,0,74,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/WikicatSpanishBotanists,http://dbpedia.org/resource/Francisco_Noronha,Noronha,9,7,0.9999385445186838,0.0,0,74,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/WikicatSpanishPeople,http://dbpedia.org/resource/Francisco_Noronha,Noronha,9,7,0.9999385445186838,0.0,0,74,== Compositions == | === Film Music ===
