types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Arrangement107938773,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Comedian109940146,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/ComputerGame100458890,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Contest107456188,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Diversion100426928,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Fiction106367107,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Game100430606,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Game100456199,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/GroupAction101080366,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatComicsBasedOnVideoGames,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatPlayStation2Games,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatPlayStationPortableGames,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatSteampunkVideoGames,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatJapan-exclusiveVideoGames,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatLightNovels,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatMechaSimulationComputerGames,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Series108457976,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/War100973077,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Wikicat1996VideoGames,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatAdventureGames,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatDemonVideoGames,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatDreamcastGames,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatAlternateHistoryVideoGames,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatBishōjoGames,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatSakuraWars,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatSegaSaturnGames,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatSegaVideoGames,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatRedEntertainmentGames,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Sakura_Wars,Sakura Taisen,396,0,0.9999999999471072,5.288951834669549e-11,0,53,== Filmography == | === Video games ===
