types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Contest107456188,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Diversion100426928,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Game100430606,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Game100456199,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Genre105845332,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/ontology/VideoGame,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/WikicatOnlineGames,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Software106566077,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Program106568978,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/WikicatVideoGameGenres,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/WikicatVideoGames,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/WikicatWebApplications,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Writing106359877,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
