types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Bermejo_River,Bermejo,82,101,0.997270307321229,0.0026955641251528,0,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Juan_(Jan)_Rodriguez,Juan Rodriguez,22,124,0.999997241022979,0.0,4,5,== Biography == | === Career ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Juan_(Jan)_Rodriguez,Juan Rodriguez,22,124,0.999997241022979,0.0,4,5,== Biography == | === Career ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Juan_(Jan)_Rodriguez,Juan Rodriguez,22,124,0.999997241022979,0.0,4,5,== Biography == | === Career ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Juan_(Jan)_Rodriguez,Juan Rodriguez,22,124,0.999997241022979,0.0,4,5,== Biography == | === Career ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Juan_(Jan)_Rodriguez,Juan Rodriguez,22,124,0.999997241022979,0.0,4,5,== Biography == | === Career ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Juan_(Jan)_Rodriguez,Juan Rodriguez,22,124,0.999997241022979,0.0,4,5,== Biography == | === Career ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Juan_(Jan)_Rodriguez,Juan Rodriguez,22,124,0.999997241022979,0.0,4,5,== Biography == | === Career ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Juan_(Jan)_Rodriguez,Juan Rodriguez,22,124,0.999997241022979,0.0,4,5,== Biography == | === Career ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Juan_(Jan)_Rodriguez,Juan Rodriguez,22,124,0.999997241022979,0.0,4,5,== Biography == | === Career ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Carlism,Carlist,5371,56,0.9976753692184211,0.0021677445483423,1,8,== Biography == | === Family ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Carlism,Carlist,5371,56,0.9976753692184211,0.0021677445483423,1,8,== Biography == | === Family ===
http://dbpedia.org/class/yago/WikicatPoliticalParties,http://dbpedia.org/resource/Carlism,Carlist,5371,56,0.9976753692184211,0.0021677445483423,1,8,== Biography == | === Family ===
http://dbpedia.org/class/yago/WikicatPoliticalPartiesEstablishedIn1969,http://dbpedia.org/resource/Carlism,Carlist,5371,56,0.9976753692184211,0.0021677445483423,1,8,== Biography == | === Family ===
http://dbpedia.org/class/yago/WikicatPoliticalPartiesInSpain,http://dbpedia.org/resource/Carlism,Carlist,5371,56,0.9976753692184211,0.0021677445483423,1,8,== Biography == | === Family ===
http://dbpedia.org/ontology/PoliticalParty,http://dbpedia.org/resource/Carlism,Carlist,5371,56,0.9976753692184211,0.0021677445483423,1,8,== Biography == | === Family ===
http://dbpedia.org/class/yago/WikicatDefunctPoliticalPartiesInSpain,http://dbpedia.org/resource/Carlism,Carlist,5371,56,0.9976753692184211,0.0021677445483423,1,8,== Biography == | === Family ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Carlism,Carlist,5371,56,0.9976753692184211,0.0021677445483423,1,8,== Biography == | === Family ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Carlism,Carlist,5371,56,0.9976753692184211,0.0021677445483423,1,8,== Biography == | === Family ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Carlism,Carlist,5371,56,0.9976753692184211,0.0021677445483423,1,8,== Biography == | === Family ===
http://dbpedia.org/class/yago/WikicatMonarchistParties,http://dbpedia.org/resource/Carlism,Carlist,5371,56,0.9976753692184211,0.0021677445483423,1,8,== Biography == | === Family ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Carlism,Carlist,5371,56,0.9976753692184211,0.0021677445483423,1,8,== Biography == | === Family ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Carlism,Carlist,5371,56,0.9976753692184211,0.0021677445483423,1,8,== Biography == | === Family ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Carlism,Carlist,5371,56,0.9976753692184211,0.0021677445483423,1,8,== Biography == | === Family ===
http://dbpedia.org/class/yago/Party108256968,http://dbpedia.org/resource/Carlism,Carlist,5371,56,0.9976753692184211,0.0021677445483423,1,8,== Biography == | === Family ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Carlism,Carlist,5371,56,0.9976753692184211,0.0021677445483423,1,8,== Biography == | === Family ===
