types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Surtr,Surt,125,23,0.9999863817692076,1.3617641186174085e-05,0,94,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/WikicatEnglishLegendaryCreatures,http://dbpedia.org/resource/Barghest,Barghest,49,40,0.9999999822167212,0.0,0,176,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatGhosts,http://dbpedia.org/resource/Barghest,Barghest,49,40,0.9999999822167212,0.0,0,176,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatNorthumbrianFolkloricBeings,http://dbpedia.org/resource/Barghest,Barghest,49,40,0.9999999822167212,0.0,0,176,== Filmography == | === Video games ===
http://dbpedia.org/ontology/Insect,http://dbpedia.org/resource/Elysia_(gastropod),Elysia,51,27,0.9116818596336363,0.0720375106564367,0,185,== Filmography == | === Video games ===
http://dbpedia.org/ontology/Mollusca,http://dbpedia.org/resource/Elysia_(gastropod),Elysia,51,27,0.9116818596336363,0.0720375106564367,0,185,== Filmography == | === Video games ===
http://umbel.org/umbel/rc/Mollusk,http://dbpedia.org/resource/Elysia_(gastropod),Elysia,51,27,0.9116818596336363,0.0720375106564367,0,185,== Filmography == | === Video games ===
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/resource/Lufia,Lufia,70,0,0.999999999999929,0.0,0,187,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Lufia,Lufia,70,0,0.999999999999929,0.0,0,187,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatMobileGames,http://dbpedia.org/resource/Lufia,Lufia,70,0,0.999999999999929,0.0,0,187,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Lufia,Lufia,70,0,0.999999999999929,0.0,0,187,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Lufia,Lufia,70,0,0.999999999999929,0.0,0,187,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Lufia,Lufia,70,0,0.999999999999929,0.0,0,187,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Arrangement107938773,http://dbpedia.org/resource/Lufia,Lufia,70,0,0.999999999999929,0.0,0,187,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/ComputerGame100458890,http://dbpedia.org/resource/Lufia,Lufia,70,0,0.999999999999929,0.0,0,187,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Contest107456188,http://dbpedia.org/resource/Lufia,Lufia,70,0,0.999999999999929,0.0,0,187,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Diversion100426928,http://dbpedia.org/resource/Lufia,Lufia,70,0,0.999999999999929,0.0,0,187,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Lufia,Lufia,70,0,0.999999999999929,0.0,0,187,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Game100430606,http://dbpedia.org/resource/Lufia,Lufia,70,0,0.999999999999929,0.0,0,187,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Game100456199,http://dbpedia.org/resource/Lufia,Lufia,70,0,0.999999999999929,0.0,0,187,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Lufia,Lufia,70,0,0.999999999999929,0.0,0,187,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Ordering108456993,http://dbpedia.org/resource/Lufia,Lufia,70,0,0.999999999999929,0.0,0,187,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Lufia,Lufia,70,0,0.999999999999929,0.0,0,187,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Series108457976,http://dbpedia.org/resource/Lufia,Lufia,70,0,0.999999999999929,0.0,0,187,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Lufia,Lufia,70,0,0.999999999999929,0.0,0,187,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Wikicat1993VideoGames,http://dbpedia.org/resource/Lufia,Lufia,70,0,0.999999999999929,0.0,0,187,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatFantasyVideoGames,http://dbpedia.org/resource/Lufia,Lufia,70,0,0.999999999999929,0.0,0,187,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatGameBoyAdvanceGames,http://dbpedia.org/resource/Lufia,Lufia,70,0,0.999999999999929,0.0,0,187,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatGameBoyColorGames,http://dbpedia.org/resource/Lufia,Lufia,70,0,0.999999999999929,0.0,0,187,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatGameBoyGames,http://dbpedia.org/resource/Lufia,Lufia,70,0,0.999999999999929,0.0,0,187,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatSuperNESGames,http://dbpedia.org/resource/Lufia,Lufia,70,0,0.999999999999929,0.0,0,187,== Filmography == | === Video games ===
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/P3P,P3P,27,34,1.0,0.0,0,193,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatInternetProtocols,http://dbpedia.org/resource/P3P,P3P,27,34,1.0,0.0,0,193,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatWebBrowsers,http://dbpedia.org/resource/P3P,P3P,27,34,1.0,0.0,0,193,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatWebStandards,http://dbpedia.org/resource/P3P,P3P,27,34,1.0,0.0,0,193,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatWorldWideWebConsortiumStandards,http://dbpedia.org/resource/P3P,P3P,27,34,1.0,0.0,0,193,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Writing106359877,http://dbpedia.org/resource/P3P,P3P,27,34,1.0,0.0,0,193,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/P3P,P3P,27,34,1.0,0.0,0,193,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/P3P,P3P,27,34,1.0,0.0,0,193,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Application106570110,http://dbpedia.org/resource/P3P,P3P,27,34,1.0,0.0,0,193,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Browser106571301,http://dbpedia.org/resource/P3P,P3P,27,34,1.0,0.0,0,193,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Code106355894,http://dbpedia.org/resource/P3P,P3P,27,34,1.0,0.0,0,193,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/CodingSystem106353757,http://dbpedia.org/resource/P3P,P3P,27,34,1.0,0.0,0,193,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/P3P,P3P,27,34,1.0,0.0,0,193,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Direction106786629,http://dbpedia.org/resource/P3P,P3P,27,34,1.0,0.0,0,193,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/P3P,P3P,27,34,1.0,0.0,0,193,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/P3P,P3P,27,34,1.0,0.0,0,193,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Program106568978,http://dbpedia.org/resource/P3P,P3P,27,34,1.0,0.0,0,193,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Protocol106665108,http://dbpedia.org/resource/P3P,P3P,27,34,1.0,0.0,0,193,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Rule106652242,http://dbpedia.org/resource/P3P,P3P,27,34,1.0,0.0,0,193,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Software106566077,http://dbpedia.org/resource/P3P,P3P,27,34,1.0,0.0,0,193,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Standard107260623,http://dbpedia.org/resource/P3P,P3P,27,34,1.0,0.0,0,193,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/SystemOfMeasurement113577171,http://dbpedia.org/resource/P3P,P3P,27,34,1.0,0.0,0,193,== Filmography == | === Video games ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Matroid,Matroid,1149,24,0.9999999367837822,0.0,0,215,== Filmography == | === Tokusatsu ===
http://dbpedia.org/ontology/Building,http://dbpedia.org/resource/Matroid,Matroid,1149,24,0.9999999367837822,0.0,0,215,== Filmography == | === Tokusatsu ===
http://dbpedia.org/class/yago/WikicatClosureOperators,http://dbpedia.org/resource/Matroid,Matroid,1149,24,0.9999999367837822,0.0,0,215,== Filmography == | === Tokusatsu ===
http://dbpedia.org/class/yago/WikicatDualityTheories,http://dbpedia.org/resource/Matroid,Matroid,1149,24,0.9999999367837822,0.0,0,215,== Filmography == | === Tokusatsu ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Matroid,Matroid,1149,24,0.9999999367837822,0.0,0,215,== Filmography == | === Tokusatsu ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Matroid,Matroid,1149,24,0.9999999367837822,0.0,0,215,== Filmography == | === Tokusatsu ===
http://dbpedia.org/class/yago/Explanation105793000,http://dbpedia.org/resource/Matroid,Matroid,1149,24,0.9999999367837822,0.0,0,215,== Filmography == | === Tokusatsu ===
http://dbpedia.org/class/yago/Function113783816,http://dbpedia.org/resource/Matroid,Matroid,1149,24,0.9999999367837822,0.0,0,215,== Filmography == | === Tokusatsu ===
http://dbpedia.org/class/yago/HigherCognitiveProcess105770664,http://dbpedia.org/resource/Matroid,Matroid,1149,24,0.9999999367837822,0.0,0,215,== Filmography == | === Tokusatsu ===
http://dbpedia.org/class/yago/MathematicalRelation113783581,http://dbpedia.org/resource/Matroid,Matroid,1149,24,0.9999999367837822,0.0,0,215,== Filmography == | === Tokusatsu ===
http://dbpedia.org/class/yago/Operator113786413,http://dbpedia.org/resource/Matroid,Matroid,1149,24,0.9999999367837822,0.0,0,215,== Filmography == | === Tokusatsu ===
http://dbpedia.org/class/yago/Process105701363,http://dbpedia.org/resource/Matroid,Matroid,1149,24,0.9999999367837822,0.0,0,215,== Filmography == | === Tokusatsu ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Matroid,Matroid,1149,24,0.9999999367837822,0.0,0,215,== Filmography == | === Tokusatsu ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Matroid,Matroid,1149,24,0.9999999367837822,0.0,0,215,== Filmography == | === Tokusatsu ===
http://dbpedia.org/class/yago/Theory105989479,http://dbpedia.org/resource/Matroid,Matroid,1149,24,0.9999999367837822,0.0,0,215,== Filmography == | === Tokusatsu ===
http://dbpedia.org/class/yago/Thinking105770926,http://dbpedia.org/resource/Matroid,Matroid,1149,24,0.9999999367837822,0.0,0,215,== Filmography == | === Tokusatsu ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Soku,Soku,7,11,0.9999999999999716,0.0,0,228,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/WikicatBowedInstruments,http://dbpedia.org/resource/Soku,Soku,7,11,0.9999999999999716,0.0,0,228,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/WikicatMalianMusicalInstruments,http://dbpedia.org/resource/Soku,Soku,7,11,0.9999999999999716,0.0,0,228,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Soku,Soku,7,11,0.9999999999999716,0.0,0,228,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Soku,Soku,7,11,0.9999999999999716,0.0,0,228,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/Instrument103574816,http://dbpedia.org/resource/Soku,Soku,7,11,0.9999999999999716,0.0,0,228,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Soku,Soku,7,11,0.9999999999999716,0.0,0,228,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/MusicalInstrument103800933,http://dbpedia.org/resource/Soku,Soku,7,11,0.9999999999999716,0.0,0,228,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Soku,Soku,7,11,0.9999999999999716,0.0,0,228,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Soku,Soku,7,11,0.9999999999999716,0.0,0,228,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Soku,Soku,7,11,0.9999999999999716,0.0,0,228,== Discography == | === Other songs ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Yū_Kobayashi,Yu Kobayashi,67,77,0.9088168779682444,0.1003316749585382,0,233,== Discography == | === Other songs ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Yū_Kobayashi,Yu Kobayashi,67,77,0.9088168779682444,0.1003316749585382,0,233,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/WikicatJapaneseVoiceActors,http://dbpedia.org/resource/Yū_Kobayashi,Yu Kobayashi,67,77,0.9088168779682444,0.1003316749585382,0,233,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/WikicatJapaneseVoiceActresses,http://dbpedia.org/resource/Yū_Kobayashi,Yu Kobayashi,67,77,0.9088168779682444,0.1003316749585382,0,233,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Yū_Kobayashi,Yu Kobayashi,67,77,0.9088168779682444,0.1003316749585382,0,233,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Yū_Kobayashi,Yu Kobayashi,67,77,0.9088168779682444,0.1003316749585382,0,233,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Yū_Kobayashi,Yu Kobayashi,67,77,0.9088168779682444,0.1003316749585382,0,233,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/Actor109765278,http://dbpedia.org/resource/Yū_Kobayashi,Yu Kobayashi,67,77,0.9088168779682444,0.1003316749585382,0,233,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/Actress109767700,http://dbpedia.org/resource/Yū_Kobayashi,Yu Kobayashi,67,77,0.9088168779682444,0.1003316749585382,0,233,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Yū_Kobayashi,Yu Kobayashi,67,77,0.9088168779682444,0.1003316749585382,0,233,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Yū_Kobayashi,Yu Kobayashi,67,77,0.9088168779682444,0.1003316749585382,0,233,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Yū_Kobayashi,Yu Kobayashi,67,77,0.9088168779682444,0.1003316749585382,0,233,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Yū_Kobayashi,Yu Kobayashi,67,77,0.9088168779682444,0.1003316749585382,0,233,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Yū_Kobayashi,Yu Kobayashi,67,77,0.9088168779682444,0.1003316749585382,0,233,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Yū_Kobayashi,Yu Kobayashi,67,77,0.9088168779682444,0.1003316749585382,0,233,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Yū_Kobayashi,Yu Kobayashi,67,77,0.9088168779682444,0.1003316749585382,0,233,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Yū_Kobayashi,Yu Kobayashi,67,77,0.9088168779682444,0.1003316749585382,0,233,== Discography == | === Other songs ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Yū_Kobayashi,Yu Kobayashi,67,77,0.9088168779682444,0.1003316749585382,0,233,== Discography == | === Other songs ===
