types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Nick_Davies,Nick Davies,89,77,0.9939357539582746,0.0061012454393553,0,10,== Biography == | === 2000–2005 ===
http://dbpedia.org/class/yago/Journalist110224578,http://dbpedia.org/resource/Nick_Davies,Nick Davies,89,77,0.9939357539582746,0.0061012454393553,0,10,== Biography == | === 2000–2005 ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Nick_Davies,Nick Davies,89,77,0.9939357539582746,0.0061012454393553,0,10,== Biography == | === 2000–2005 ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Nick_Davies,Nick Davies,89,77,0.9939357539582746,0.0061012454393553,0,10,== Biography == | === 2000–2005 ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Nick_Davies,Nick Davies,89,77,0.9939357539582746,0.0061012454393553,0,10,== Biography == | === 2000–2005 ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Nick_Davies,Nick Davies,89,77,0.9939357539582746,0.0061012454393553,0,10,== Biography == | === 2000–2005 ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Nick_Davies,Nick Davies,89,77,0.9939357539582746,0.0061012454393553,0,10,== Biography == | === 2000–2005 ===
http://dbpedia.org/class/yago/Reporter110521662,http://dbpedia.org/resource/Nick_Davies,Nick Davies,89,77,0.9939357539582746,0.0061012454393553,0,10,== Biography == | === 2000–2005 ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Nick_Davies,Nick Davies,89,77,0.9939357539582746,0.0061012454393553,0,10,== Biography == | === 2000–2005 ===
http://dbpedia.org/class/yago/WikicatEnglishJournalists,http://dbpedia.org/resource/Nick_Davies,Nick Davies,89,77,0.9939357539582746,0.0061012454393553,0,10,== Biography == | === 2000–2005 ===
http://dbpedia.org/class/yago/WikicatTheGuardianJournalists,http://dbpedia.org/resource/Nick_Davies,Nick Davies,89,77,0.9939357539582746,0.0061012454393553,0,10,== Biography == | === 2000–2005 ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Gladsaxe_Municipality,Gladsaxe,183,42,0.9999999997874623,2.1254094283019303e-10,2,12,== Biography == | === 2006–2009 ===
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/resource/Gladsaxe_Municipality,Gladsaxe,183,42,0.9999999997874623,2.1254094283019303e-10,2,12,== Biography == | === 2006–2009 ===
http://dbpedia.org/class/yago/WikicatCitiesAndTownsInCapitalRegionOfDenmark,http://dbpedia.org/resource/Gladsaxe_Municipality,Gladsaxe,183,42,0.9999999997874623,2.1254094283019303e-10,2,12,== Biography == | === 2006–2009 ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Gladsaxe_Municipality,Gladsaxe,183,42,0.9999999997874623,2.1254094283019303e-10,2,12,== Biography == | === 2006–2009 ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Gladsaxe_Municipality,Gladsaxe,183,42,0.9999999997874623,2.1254094283019303e-10,2,12,== Biography == | === 2006–2009 ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Gladsaxe_Municipality,Gladsaxe,183,42,0.9999999997874623,2.1254094283019303e-10,2,12,== Biography == | === 2006–2009 ===
http://dbpedia.org/class/yago/WikicatMunicipalitiesInCapitalRegionOfDenmark,http://dbpedia.org/resource/Gladsaxe_Municipality,Gladsaxe,183,42,0.9999999997874623,2.1254094283019303e-10,2,12,== Biography == | === 2006–2009 ===
http://dbpedia.org/class/yago/WikicatMunicipalitiesOfDenmark,http://dbpedia.org/resource/Gladsaxe_Municipality,Gladsaxe,183,42,0.9999999997874623,2.1254094283019303e-10,2,12,== Biography == | === 2006–2009 ===
http://dbpedia.org/class/yago/AdministrativeDistrict108491826,http://dbpedia.org/resource/Gladsaxe_Municipality,Gladsaxe,183,42,0.9999999997874623,2.1254094283019303e-10,2,12,== Biography == | === 2006–2009 ===
http://dbpedia.org/class/yago/City108524735,http://dbpedia.org/resource/Gladsaxe_Municipality,Gladsaxe,183,42,0.9999999997874623,2.1254094283019303e-10,2,12,== Biography == | === 2006–2009 ===
http://dbpedia.org/class/yago/District108552138,http://dbpedia.org/resource/Gladsaxe_Municipality,Gladsaxe,183,42,0.9999999997874623,2.1254094283019303e-10,2,12,== Biography == | === 2006–2009 ===
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/Gladsaxe_Municipality,Gladsaxe,183,42,0.9999999997874623,2.1254094283019303e-10,2,12,== Biography == | === 2006–2009 ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Gladsaxe_Municipality,Gladsaxe,183,42,0.9999999997874623,2.1254094283019303e-10,2,12,== Biography == | === 2006–2009 ===
http://dbpedia.org/class/yago/Municipality108626283,http://dbpedia.org/resource/Gladsaxe_Municipality,Gladsaxe,183,42,0.9999999997874623,2.1254094283019303e-10,2,12,== Biography == | === 2006–2009 ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Gladsaxe_Municipality,Gladsaxe,183,42,0.9999999997874623,2.1254094283019303e-10,2,12,== Biography == | === 2006–2009 ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Gladsaxe_Municipality,Gladsaxe,183,42,0.9999999997874623,2.1254094283019303e-10,2,12,== Biography == | === 2006–2009 ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Gladsaxe_Municipality,Gladsaxe,183,42,0.9999999997874623,2.1254094283019303e-10,2,12,== Biography == | === 2006–2009 ===
http://dbpedia.org/class/yago/UrbanArea108675967,http://dbpedia.org/resource/Gladsaxe_Municipality,Gladsaxe,183,42,0.9999999997874623,2.1254094283019303e-10,2,12,== Biography == | === 2006–2009 ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/The_Witches_of_Eastwick,The Witches Of Eastwick,43,0,0.9999995843204144,2.2774436555393922e-07,1,72,== Discography == | === Cast recordings/soundtracks ===
http://dbpedia.org/class/yago/WikicatAlfredA.KnopfBooks,http://dbpedia.org/resource/The_Witches_of_Eastwick,The Witches Of Eastwick,43,0,0.9999995843204144,2.2774436555393922e-07,1,72,== Discography == | === Cast recordings/soundtracks ===
http://dbpedia.org/class/yago/WikicatAmericanNovelsAdaptedIntoFilms,http://dbpedia.org/resource/The_Witches_of_Eastwick,The Witches Of Eastwick,43,0,0.9999995843204144,2.2774436555393922e-07,1,72,== Discography == | === Cast recordings/soundtracks ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/The_Witches_of_Eastwick,The Witches Of Eastwick,43,0,0.9999995843204144,2.2774436555393922e-07,1,72,== Discography == | === Cast recordings/soundtracks ===
http://dbpedia.org/class/yago/Work104599396,http://dbpedia.org/resource/The_Witches_of_Eastwick,The Witches Of Eastwick,43,0,0.9999995843204144,2.2774436555393922e-07,1,72,== Discography == | === Cast recordings/soundtracks ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/The_Witches_of_Eastwick,The Witches Of Eastwick,43,0,0.9999995843204144,2.2774436555393922e-07,1,72,== Discography == | === Cast recordings/soundtracks ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/The_Witches_of_Eastwick,The Witches Of Eastwick,43,0,0.9999995843204144,2.2774436555393922e-07,1,72,== Discography == | === Cast recordings/soundtracks ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/The_Witches_of_Eastwick,The Witches Of Eastwick,43,0,0.9999995843204144,2.2774436555393922e-07,1,72,== Discography == | === Cast recordings/soundtracks ===
http://dbpedia.org/class/yago/Book106410904,http://dbpedia.org/resource/The_Witches_of_Eastwick,The Witches Of Eastwick,43,0,0.9999995843204144,2.2774436555393922e-07,1,72,== Discography == | === Cast recordings/soundtracks ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/The_Witches_of_Eastwick,The Witches Of Eastwick,43,0,0.9999995843204144,2.2774436555393922e-07,1,72,== Discography == | === Cast recordings/soundtracks ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/The_Witches_of_Eastwick,The Witches Of Eastwick,43,0,0.9999995843204144,2.2774436555393922e-07,1,72,== Discography == | === Cast recordings/soundtracks ===
http://dbpedia.org/class/yago/Movie106613686,http://dbpedia.org/resource/The_Witches_of_Eastwick,The Witches Of Eastwick,43,0,0.9999995843204144,2.2774436555393922e-07,1,72,== Discography == | === Cast recordings/soundtracks ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/The_Witches_of_Eastwick,The Witches Of Eastwick,43,0,0.9999995843204144,2.2774436555393922e-07,1,72,== Discography == | === Cast recordings/soundtracks ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/The_Witches_of_Eastwick,The Witches Of Eastwick,43,0,0.9999995843204144,2.2774436555393922e-07,1,72,== Discography == | === Cast recordings/soundtracks ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/The_Witches_of_Eastwick,The Witches Of Eastwick,43,0,0.9999995843204144,2.2774436555393922e-07,1,72,== Discography == | === Cast recordings/soundtracks ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/The_Witches_of_Eastwick,The Witches Of Eastwick,43,0,0.9999995843204144,2.2774436555393922e-07,1,72,== Discography == | === Cast recordings/soundtracks ===
http://dbpedia.org/class/yago/Publication106589574,http://dbpedia.org/resource/The_Witches_of_Eastwick,The Witches Of Eastwick,43,0,0.9999995843204144,2.2774436555393922e-07,1,72,== Discography == | === Cast recordings/soundtracks ===
http://dbpedia.org/class/yago/Show106619065,http://dbpedia.org/resource/The_Witches_of_Eastwick,The Witches Of Eastwick,43,0,0.9999995843204144,2.2774436555393922e-07,1,72,== Discography == | === Cast recordings/soundtracks ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/The_Witches_of_Eastwick,The Witches Of Eastwick,43,0,0.9999995843204144,2.2774436555393922e-07,1,72,== Discography == | === Cast recordings/soundtracks ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/The_Witches_of_Eastwick,The Witches Of Eastwick,43,0,0.9999995843204144,2.2774436555393922e-07,1,72,== Discography == | === Cast recordings/soundtracks ===
http://dbpedia.org/class/yago/WikicatFantasyBooks,http://dbpedia.org/resource/The_Witches_of_Eastwick,The Witches Of Eastwick,43,0,0.9999995843204144,2.2774436555393922e-07,1,72,== Discography == | === Cast recordings/soundtracks ===
