types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/Document106470073,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/HumanRight105176846,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/LegalDocument106479665,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/Right105174653,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/Statement106722453,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/Treaty106773434,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreaties,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesAdoptedByUnitedNationsGeneralAssemblyResolutions,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesConcludedIn2006,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesExtendedToGreenland,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesExtendedToHongKong,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesExtendedToMacau,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesExtendedToTheFaroeIslands,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfAfghanistan,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfAlbania,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfAlgeria,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfAndorra,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfAngola,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfArgentina,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfArmenia,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfAustralia,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfAustria,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfAzerbaijan,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfBahrain,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfBangladesh,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfBarbados,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfBelgium,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfBelize,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfBenin,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfBolivia,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfBosniaAndHerzegovina,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfBrazil,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfBulgaria,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfBurkinaFaso,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfBurma,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfBurundi,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfCambodia,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfCanada,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfCapeVerde,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfChile,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfColombia,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfCostaRica,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfCroatia,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfCuba,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfCyprus,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfDenmark,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfDjibouti,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfDominica,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfEcuador,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfEgypt,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfElSalvador,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfEstonia,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfEthiopia,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfFrance,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfGabon,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfGeorgia(country),http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfGermany,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfGhana,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfGreece,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfGuatemala,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfGuinea,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfHaiti,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfHonduras,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfHungary,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfIndia,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfIndonesia,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfIran,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfIraq,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfIsrael,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfItaly,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfIvoryCoast,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfJamaica,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfJapan,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfJordan,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfKenya,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfKiribati,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfKuwait,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfLaos,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfLatvia,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfLesotho,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfLiberia,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfLithuania,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfLuxembourg,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfMalawi,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfMalaysia,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfMali,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfMalta,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfMauritania,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfMauritius,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfMexico,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfMoldova,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfMongolia,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfMontenegro,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfMorocco,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfMozambique,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfNamibia,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfNauru,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfNepal,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfNewZealand,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfNicaragua,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfNiger,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfNigeria,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfNorway,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfOman,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfPakistan,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfPalau,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfPalestine,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
