types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatInsomniacGames,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/DefiniteQuantity113576101,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/Digit113741022,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/Diversion100426928,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/Game100430606,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/Game100456199,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/Integer113728499,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/Number113582013,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/Ordering108456993,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/Series108457976,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/Two113743269,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/WikicatFictionalDuos,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
