types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Cross-country_cycling,cross-country,422,104,0.9503630755033772,0.0295166253119589,7,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Unsimulated_sex,unsimulated,107,56,1.0,0.0,8,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Unsimulated_sex,unsimulated,107,56,1.0,0.0,8,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Unsimulated_sex,unsimulated,107,56,1.0,0.0,8,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Unsimulated_sex,unsimulated,107,56,1.0,0.0,8,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Movie106613686,http://dbpedia.org/resource/Unsimulated_sex,unsimulated,107,56,1.0,0.0,8,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Unsimulated_sex,unsimulated,107,56,1.0,0.0,8,6,== Career == | === Films ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Unsimulated_sex,unsimulated,107,56,1.0,0.0,8,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Unsimulated_sex,unsimulated,107,56,1.0,0.0,8,6,== Career == | === Films ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Unsimulated_sex,unsimulated,107,56,1.0,0.0,8,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Show106619065,http://dbpedia.org/resource/Unsimulated_sex,unsimulated,107,56,1.0,0.0,8,6,== Career == | === Films ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Unsimulated_sex,unsimulated,107,56,1.0,0.0,8,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Unsimulated_sex,unsimulated,107,56,1.0,0.0,8,6,== Career == | === Films ===
http://dbpedia.org/class/yago/WikicatEroticFilms,http://dbpedia.org/resource/Unsimulated_sex,unsimulated,107,56,1.0,0.0,8,6,== Career == | === Films ===
http://dbpedia.org/class/yago/WikicatFilmsAboutSexuality,http://dbpedia.org/resource/Unsimulated_sex,unsimulated,107,56,1.0,0.0,8,6,== Career == | === Films ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/History_of_slavery,slave trader,2928,66,0.9955400947901342,0.0020956449882461,12,6,== Career == | === Films ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/67th_Venice_International_Film_Festival,67th Venice International Film Festival,138,55,1.0,0.0,15,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/67th_Venice_International_Film_Festival,67th Venice International Film Festival,138,55,1.0,0.0,15,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/67th_Venice_International_Film_Festival,67th Venice International Film Festival,138,55,1.0,0.0,15,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/67th_Venice_International_Film_Festival,67th Venice International Film Festival,138,55,1.0,0.0,15,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Award106696483,http://dbpedia.org/resource/67th_Venice_International_Film_Festival,67th Venice International Film Festival,138,55,1.0,0.0,15,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Celebration100428000,http://dbpedia.org/resource/67th_Venice_International_Film_Festival,67th Venice International Film Festival,138,55,1.0,0.0,15,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/67th_Venice_International_Film_Festival,67th Venice International Film Festival,138,55,1.0,0.0,15,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Diversion100426928,http://dbpedia.org/resource/67th_Venice_International_Film_Festival,67th Venice International Film Festival,138,55,1.0,0.0,15,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/67th_Venice_International_Film_Festival,67th Venice International Film Festival,138,55,1.0,0.0,15,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Festival100517728,http://dbpedia.org/resource/67th_Venice_International_Film_Festival,67th Venice International Film Festival,138,55,1.0,0.0,15,6,== Career == | === Films ===
http://dbpedia.org/class/yago/FilmFestival100517418,http://dbpedia.org/resource/67th_Venice_International_Film_Festival,67th Venice International Film Festival,138,55,1.0,0.0,15,6,== Career == | === Films ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/67th_Venice_International_Film_Festival,67th Venice International Film Festival,138,55,1.0,0.0,15,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/67th_Venice_International_Film_Festival,67th Venice International Film Festival,138,55,1.0,0.0,15,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/67th_Venice_International_Film_Festival,67th Venice International Film Festival,138,55,1.0,0.0,15,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Wikicat2010Awards,http://dbpedia.org/resource/67th_Venice_International_Film_Festival,67th Venice International Film Festival,138,55,1.0,0.0,15,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Wikicat2010FilmFestivals,http://dbpedia.org/resource/67th_Venice_International_Film_Festival,67th Venice International Film Festival,138,55,1.0,0.0,15,6,== Career == | === Films ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/ontology/Automobile,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/WikicatCompactCars,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/WikicatCoupes,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/WikicatVehiclesIntroducedIn1978,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://umbel.org/umbel/rc/Automobile,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://umbel.org/umbel/rc/TransportationDevice_Vehicle,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/WikicatMercuryVehicles,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/WikicatMotorVehiclesManufacturedInTheUnitedStates,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/WikicatRear-wheel-driveVehicles,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/WikicatSedans,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/BeachWagon102814533,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Car102958343,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Compact103079136,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Container103094503,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Conveyance103100490,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Coupe103119396,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/MotorVehicle103791235,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Sedan104166281,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Self-propelledVehicle104170037,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Vehicle104524313,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/WheeledVehicle104576211,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Wikicat1970sAutomobiles,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Wikicat1980sAutomobiles,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/WikicatFordVehicles,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://dbpedia.org/class/yago/WikicatStationWagons,http://dbpedia.org/resource/Ford_Fairmont,Zephyr,160,143,0.9942739544968096,0.0034567731314971,0,8,== Career == | === Music ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Hurrah_(nightclub),Hurrahs,51,56,0.9810039061032184,0.0,2,8,== Career == | === Music ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Hurrah_(nightclub),Hurrahs,51,56,0.9810039061032184,0.0,2,8,== Career == | === Music ===
http://dbpedia.org/ontology/Venue,http://dbpedia.org/resource/Hurrah_(nightclub),Hurrahs,51,56,0.9810039061032184,0.0,2,8,== Career == | === Music ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Hurrah_(nightclub),Hurrahs,51,56,0.9810039061032184,0.0,2,8,== Career == | === Music ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Hurrah_(nightclub),Hurrahs,51,56,0.9810039061032184,0.0,2,8,== Career == | === Music ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Hurrah_(nightclub),Hurrahs,51,56,0.9810039061032184,0.0,2,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Area108497294,http://dbpedia.org/resource/Hurrah_(nightclub),Hurrahs,51,56,0.9810039061032184,0.0,2,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Hurrah_(nightclub),Hurrahs,51,56,0.9810039061032184,0.0,2,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Cabaret102931417,http://dbpedia.org/resource/Hurrah_(nightclub),Hurrahs,51,56,0.9810039061032184,0.0,2,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Establishment103297735,http://dbpedia.org/resource/Hurrah_(nightclub),Hurrahs,51,56,0.9810039061032184,0.0,2,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Hurrah_(nightclub),Hurrahs,51,56,0.9810039061032184,0.0,2,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Hurrah_(nightclub),Hurrahs,51,56,0.9810039061032184,0.0,2,8,== Career == | === Music ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Hurrah_(nightclub),Hurrahs,51,56,0.9810039061032184,0.0,2,8,== Career == | === Music ===
http://dbpedia.org/class/yago/PlaceOfBusiness103953020,http://dbpedia.org/resource/Hurrah_(nightclub),Hurrahs,51,56,0.9810039061032184,0.0,2,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Hurrah_(nightclub),Hurrahs,51,56,0.9810039061032184,0.0,2,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Scene108645963,http://dbpedia.org/resource/Hurrah_(nightclub),Hurrahs,51,56,0.9810039061032184,0.0,2,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Spot104286128,http://dbpedia.org/resource/Hurrah_(nightclub),Hurrahs,51,56,0.9810039061032184,0.0,2,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Structure104341686,http://dbpedia.org/resource/Hurrah_(nightclub),Hurrahs,51,56,0.9810039061032184,0.0,2,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Venue108677628,http://dbpedia.org/resource/Hurrah_(nightclub),Hurrahs,51,56,0.9810039061032184,0.0,2,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Hurrah_(nightclub),Hurrahs,51,56,0.9810039061032184,0.0,2,8,== Career == | === Music ===
http://dbpedia.org/class/yago/WikicatFormerMusicVenuesInNewYorkCity,http://dbpedia.org/resource/Hurrah_(nightclub),Hurrahs,51,56,0.9810039061032184,0.0,2,8,== Career == | === Music ===
http://dbpedia.org/class/yago/WikicatNightclubsInNewYorkCity,http://dbpedia.org/resource/Hurrah_(nightclub),Hurrahs,51,56,0.9810039061032184,0.0,2,8,== Career == | === Music ===
