types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/FictionalCharacter109587565,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/ImaginaryBeing109483738,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Imagination105625465,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Mutant110341660,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Team108208560,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Unit108189659,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatFictionalAmorphousCreatures,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatFictionalOrganizations,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
